793,Hi Green Carbon,2023-09-21,75,147.8,52.8,104.05,97.1
794,Marco Cables,2023-09-21,36,37.2,18.73,19.35,3.3
795,Organic Recyc,2023-09-21,200,223,50,55.75,11.5
796,Mangalam Alloys,2023-09-21,80,48.5,54.91,33.29,-39.4
797,Signatureglobal,2023-09-20,385,1118.9,730,2121.55,190.6
798,Sai Silks,2023-09-20,222,130.85,1201,707.89,-41.1
799,Madhusud Masala,2023-09-18,70,132.5,23.8,45.05,89.3
800,Master Componen,2023-09-18,140,323,15.43,35.59,130.7
801,Techknowgreen,2023-09-18,86,106.5,16.72,20.7,23.8
802,Cellecor Gadget,2023-09-15,92,28.5,50.77,15.73,-69
803,Yatra Online,2023-09-15,142,172,775,938.73,21.1
804,Holmarc Opto,2023-09-15,40,101,11.4,28.79,152.5
805,Kody Technolab,2023-09-15,160,935.35,27.52,160.88,484.6
806,Samhi Hotel,2023-09-14,126,193.05,1370.1,2099.19,53.2
807,Zaggle Prepaid,2023-09-14,164,337.65,563.38,1159.9,105.9
808,R R Kabel,2023-09-13,1035,1535,1965.14,2914.48,48.3
809,Chavda Infra,2023-09-12,65,125.7,43.26,83.67,93.4
810,Kundan Edifice,2023-09-12,91,100,25.23,27.72,9.9
811,Quest Flow,2023-09-08,102,180,31.09,54.86,76.5
812,Unihealth Hospi,2023-09-08,132,307.65,56.55,131.8,133.1
813,Jiwanram Sheodu,2023-09-08,23,6,17.07,4.45,-73.9
814,EMS,2023-09-08,211,417.25,321.25,635.26,97.7
815,Kahan Packaging,2023-09-06,80,57.25,5.76,4.12,-28.5
816,Jupiter Life,2023-09-06,735,1394.15,869.08,1648.47,89.7
817,Ratnaveer Preci,2023-09-04,98,154.7,165.03,260.51,57.9
818,Pramara Promo,2023-09-01,63,347,15.27,84.11,450.8
819,Basilic Fly Stu,2023-09-01,97,337,66.35,230.51,247.4
820,Saroja Pharma,2023-08-31,84,39.2,9.11,4.25,-53.3
821,Rishabh Instru,2023-08-30,441,388,490.78,431.8,-12
822,CPS Shapers,2023-08-29,185,1306.2,11.1,78.37,606
823,Mono Pharmacare,2023-08-28,28,14.5,14.84,7.69,-48.2
824,Sahaj Fashion,2023-08-25,30,5.1,13.96,2.37,-83
825,Vishnu Prakash,2023-08-24,99,52.78,308.88,164.67,-46.7
826,Aeroflex Indus,2023-08-22,108,196.7,356.4,649.11,82.1
827,Sungarner Energ,2023-08-21,83,200.05,5.31,12.8,141.1
828,Crop Life Scien,2023-08-18,52,52.2,26.73,26.83,.4
829,Bondada Engg,2023-08-18,75,361.9,42.72,1030.69,2312.7
830,Pyramid Technop,2023-08-18,166,169.8,153.05,156.56,2.3
831,Shoora Designs,2023-08-17,48,52,2.03,2.2,8.4
832,TVS Supply,2023-08-10,197,111.4,880,497.62,-43.5
833,Shelter Pharma,2023-08-10,42,36,16.03,13.74,-14.3
834,Srivari Spices,2023-08-07,42,126.8,9,27.16,201.8
835,Concord Biotech,2023-08-04,741,1357.6,1550.59,2840.87,83.2
836,Sangani Hosp,2023-08-04,40,54,15.17,20.48,35
837,Yudiz Solutions,2023-08-04,165,26.95,44.84,7.32,-83.7
838,SBFC Finance,2023-08-03,57,102.05,1025.37,1835.78,79
839,Vinsys IT Serv,2023-08-01,128,352,49.84,137.07,175
840,Oriana Power,2023-08-01,118,2212.4,59.66,1118.5,1774.8
841,Zeal Global Ser,2023-07-28,103,90.05,36.46,31.88,-12.6
842,Yatharth Hosp,2023-07-26,300,696.35,686.55,1593.6,132.1
843,Shri Techtex,2023-07-26,61,58.1,45.14,42.99,-4.8
844,Innovatus Enter,2023-07-25,50,14.14,7.74,2.19,-71.7
845,Khazanchi Jewel,2023-07-24,140,784.6,96.74,542.16,460.4
846,Yasons Chemex,2023-07-24,40,13,20.57,6.68,-67.5
847,Netweb Techno,2023-07-17,500,3346.8,631.05,4224,569.4
848,Asarfi Hospital,2023-07-17,52,180,26.94,93.24,246.1
849,Service Care,2023-07-14,67,46.5,20.68,14.35,-30.6
850,Utkarsh Small,2023-07-12,25,15.36,500,307.2,-38.6
851,Ahasolar Techno,2023-07-10,157,91,12.85,7.45,-42
852,Kaka Industries,2023-07-10,58,223.25,21.23,81.71,284.9
853,Drone Destin,2023-07-07,65,66.85,44.2,45.46,2.9
854,Acceleratebs,2023-07-06,90,81,5.69,8.19,43.9
855,Senco Gold,2023-07-04,317,322.3,405,823.54,103.3
856,Alphalogic Ind,2023-07-03,96,124.5,12.88,33.41,159.4
857,Synoptics Tech,2023-06-30,237,54.8,54.04,12.49,-76.9
858,Tridhya Tech,2023-06-30,42,14.25,26.41,8.96,-66.1
859,Global Pet Ind,2023-06-29,49,120,13.23,32.4,144.9
860,Cyient DLM,2023-06-27,265,410.7,592.9,918.88,55
861,ideaforge Tech,2023-06-26,672,480.95,567.29,406.01,-28.4
862,Pentagon Rubber,2023-06-26,70,73.25,16.17,16.92,4.6
863,Greenchef Appli,2023-06-23,87,59.3,53.62,36.55,-31.8
864,Magson Retail,2023-06-23,65,127,13.74,26.85,95.4
865,Essen Special,2023-06-23,107,159.45,66.33,98.85,49
866,Veefin Solution,2023-06-22,82,352,46.73,200.61,329.3
867,HMA Agro Ind,2023-06-20,585,29.5,480,242.05,-49.6
868,Aatmaj Health,2023-06-19,60,24,38.4,15.36,-60
869,Vilin Bio Med,2023-06-16,30,22.95,12,9.18,-23.5
870,Cell Point,2023-06-15,100,16.2,50.34,8.16,-83.8
871,Cosmic CRF,2023-06-14,314,1165.6,57.21,212.37,271.2
872,Bizotic Commer,2023-06-12,175,850.5,42.21,205.14,386
873,Urban Enviro,2023-06-12,100,152,11.42,17.36,52
874,Spectrum Talent,2023-06-09,173,93.7,105.14,56.95,-45.8
875,Sonalis Consume,2023-06-07,30,60.1,2.83,5.67,100.4
876,IKIO Technolog,2023-06-06,285,177.7,606.5,378.16,-37.6
877,Kore Digital,2023-06-02,180,168.6,18,16.86,-6.3
878,Comrade Applian,2023-05-31,54,60.74,12.3,13.84,12.5
879,Sahana System,2023-05-31,135,823.4,32.74,199.67,509.9
880,CFF Fluid Cont,2023-05-30,165,593,85.8,308.36,259.4
881,Infollion Rese,2023-05-29,82,388.8,21.45,101.71,374.2
882,Proventus Agro,2023-05-24,771,1290,69.54,116.36,67.3
883,Hemant Surgical,2023-05-24,90,292,24.84,80.59,224.4
884,Vasa Denticity,2023-05-23,128,591.9,54.07,250.02,362.4
885,Crayons Advert,2023-05-22,65,39.6,41.8,25.46,-39.1
886,Remus Pharma,2023-05-17,1229,786.9,47.69,30.53,-36
887,Krishca Strap,2023-05-16,54,191.05,17.93,63.43,253.8
888,Auro Impex,2023-05-11,78,38,27.07,13.19,-51.3
889,Innokaiz India,2023-04-28,78,12.6,21.17,3.42,-83.8
890,De Neers Tools,2023-04-28,101,167.05,22.99,38.03,65.4
891,Mankind Pharma,2023-04-25,1080,2238.45,4326.36,8966.97,107.3
892,Retina Paints,2023-04-19,30,67.4,11.1,24.94,124.7
893,Quicktouch Tech,2023-04-18,61,39.1,9.33,5.98,-35.9
894,Pattech Fitwell,2023-04-05,50,113.1,12,27.14,126.2
895,Avalon Techno,2023-04-03,436,928,865,1841.1,112.8
896,Sancode Techno,2023-03-31,47,127.8,5.15,13.99,171.7
897,Exhicon Events,2023-03-31,64,552,21.12,182.16,762.5
898,Infinium Pharma,2023-03-31,135,220,25.31,41.25,63
899,MOS Utility,2023-03-31,76,24.05,49.97,15.81,-68.4
900,Sotac Pharma,2023-03-29,111,123.1,33.3,36.93,10.9
901,Udayshivkumar,2023-03-20,35,23,66,43.37,-34.3
902,Dev Labtech,2023-03-17,51,79,11.22,17.38,54.9
903,Command Polymer,2023-03-17,28,25.59,7.09,6.48,-8.6
904,Nirman Agri Gen,2023-03-15,99,63,20.3,12.92,-36.4
905,Bright Outdoor,2023-03-14,146,423.95,55.48,241.65,335.6
906,Quality Foils,2023-03-14,60,61,4.52,4.6,1.8
907,Labelkraft Tech,2023-03-13,55,49,4.75,4.23,-10.9
908,Global Surfaces,2023-03-13,140,97,154.98,107.38,-30.7
909,Vels Film,2023-03-10,89,58,30.33,19.77,-34.8
910,Sudarshan Pharm,2023-03-09,73,25.01,50.1,171.63,242.6
911,Prospect Consum,2023-03-08,61,65.9,7.48,8.08,8
912,MCON Rasayan,2023-03-06,40,61.2,6.84,10.47,53.1
913,Vertexplus Tech,2023-03-02,96,112,14.2,16.57,16.7
914,Systango Techno,2023-03-02,90,302.05,34.82,116.86,235.6
915,Divgi TorqTrans,2023-03-01,590,618,412.12,431.68,4.7
916,Resgen,2023-02-28,47,64.5,28.2,38.7,37.2
917,ITCONS e-Solu,2023-02-28,51,429.95,8.67,73.09,743
918,Srivasavi Adhes,2023-02-23,41,49,15.5,18.52,19.5
919,SVJ Enterpris,2023-02-23,36,544,6.12,92.53,1411.9
920,Patron Exim,2023-02-21,27,3.12,16.69,1.93,-88.4
921,Sealmatic India,2023-02-17,225,353.5,56.24,106.03,88.5
922,Macfos,2023-02-17,102,814.95,23.75,189.72,698.8
923,Viaz Tyres,2023-02-16,62,65,20,20.97,4.9
924,Agarwal Float,2023-02-10,42,40,9.2,8.76,-4.8
925,Lead Reclaim,2023-02-09,25,68.4,4.88,13.34,173.4
926,Indong Tea,2023-02-09,26,10.7,13.01,5.35,-58.9
927,Shera Energy,2023-02-07,57,135.5,35.2,83.68,137.7
928,Earthstahl Allo,2023-01-27,40,21.1,12.96,6.84,-47.2
929,Gayatri Rubbers,2023-01-25,30,379,4.58,57.91,1164.4
930,Transvoy Logist,2023-01-20,71,114,5.11,8.21,60.7
931,Dharni Capital,2023-01-18,20,60.1,10.74,32.27,200.5
932,Aristo Bio-Tech,2023-01-16,72,111.05,13.05,20.13,54.3
933,Ducol Organics,2023-01-09,78,158,31.51,63.83,102.6
934,Logica Infoway,2023-01-05,225,220,16.94,99.4,486.8
935,Chaman Metallic,2023-01-04,38,117.25,24.21,74.71,208.6
936,SVS Ventures,2022-12-30,20,12.92,11.24,7.26,-35.4
937,Rex Seal Pack,2022-12-30,135,173,8.09,10.36,28.1
938,Aeroflex Neu,2022-12-30,65,75,66.3,76.5,15.4
939,Anlon Techno,2022-12-29,100,395,15,59.25,295
940,Radiant Cash,2022-12-23,94,51.22,250.76,136.64,-45.5
941,RBM Infracon,2022-12-23,36,430.3,8.37,100.04,1095.2
942,Moxsh Overseas,2022-12-21,153,81,10.42,5.51,-47.1
943,Homefsy Realty,2022-12-21,197,167,15.86,13.45,-15.2
944,Elin Eletronics,2022-12-20,247,160.45,475,308.56,-35
945,Kfin Techno,2022-12-19,366,1078,1500,4418.03,194.5
946,Arihant Academy,2022-12-16,90,474.55,14.72,77.6,427.2
947,Dollex Agrotech,2022-12-15,35,39.65,24.39,27.63,13.3
948,Uma Convertor,2022-12-15,33,20,18.41,11.16,-39.4
949,Droneacharya,2022-12-13,54,41.49,33.97,26.1,-23.2
950,Landmark Cars,2022-12-13,506,465,552.1,507.37,-8.1
951,Abans Financial,2022-12-12,270,205.1,345.6,262.53,-24
952,Sula Vineyards,2022-12-12,357,211.5,960.35,568.95,-40.8
953,All E Techno,2022-12-09,90,218.7,48.2,117.12,143
954,PNGS Gargi Fash,2022-12-08,30,1010,7.8,262.6,3266.7
955,Arham Techno,2022-12-05,42,153.9,9.58,35.09,266.3
956,Uniparts India,2022-11-30,577,492.1,835.61,712.66,-14.7
957,Dharmaj Crop,2022-11-28,237,239.7,251.15,254.01,1.1
958,Baheti Recycl,2022-11-28,45,601.05,12.42,165.89,1235.7
959,Pritika Eng Com,2022-11-25,29,74.1,9.42,24.07,155.5
960,Ambo Agritec,2022-11-21,30,31.5,10.2,10.71,5
961,Keystone Real,2022-11-14,541,540,635,633.83,-.2
962,Inox Green,2022-11-11,65,201.7,740,2296.28,210.3
963,Kaynes Techno,2022-11-10,587,3790.4,857.82,5539.15,545.7
964,Five Star Busin,2022-11-09,474,535.8,1593.45,1801.2,13
965,Archean Chem,2022-11-09,407,555.5,1462.3,1995.85,36.5
966,Bikaji Foods,2022-11-03,300,711,881.22,2088.49,137
967,Global Health,2022-11-03,336,1210.55,2205.57,7946.29,260.3
968,Fusion Finance,2022-11-02,368,177.3,1103.99,531.9,-51.8
969,Amiable Logist,2022-11-02,81,81.5,4.37,4.39,.5
970,Technopack Poly,2022-11-02,55,18.95,7.87,5.42,-31.1
971,Daps Advertis,2022-10-31,30,20.4,5.1,3.47,-32
972,Integrated Pers,2022-10-31,59,280,12.74,60.48,374.7
973,DCX Systems,2022-10-31,207,190.4,500,459.9,-8
974,Rite Zone Chem,2022-10-31,75,22.4,8.96,2.68,-70.1
975,Vital Chemtech,2022-10-31,101,55.1,64.64,35.26,-45.5
976,Phantom Digital,2022-10-12,95,233.6,29.1,71.57,145.9
977,Tracxn Techno,2022-10-10,80,40.42,309.38,156.31,-49.5
978,Electonics Mart,2022-10-04,59,100.85,500,854.66,70.9
979,Vedant Asset,2022-09-30,40,45.55,3,3.42,14
980,Swastik Pipe,2022-09-29,100,23.55,62.52,14.72,-76.5
981,Frog Innova,2022-09-29,102,156.9,41.57,63.94,53.8
982,Pace e-Commerce,2022-09-29,193,18.8,124.67,12.14,-90.3
983,Cargosol Logis,2022-09-28,28,27.75,7.56,7.49,-.9
984,Silicon Rental,2022-09-28,78,119,21.15,32.27,52.6
985,Lloyds Luxuries,2022-09-28,40,67,24,40.2,67.5
986,Concord Control,2022-09-27,55,2660,8.32,643.51,7634.5
987,Cargotrans Mari,2022-09-27,45,157.5,4.86,17.01,250
988,Cyber Media Res,2022-09-27,180,74.1,14.04,5.78,-58.8
989,QMS Med Allied,2022-09-27,121,88,56.87,41.36,-27.3
990,Reetech Interna,2022-09-27,105,33,11.71,3.68,-68.6
991,Maagh Advt,2022-09-26,60,25.42,9.12,48.3,429.6
992,Steelman Tele,2022-09-26,96,94,26.02,25.48,-2.1
993,Trident Lifelin,2022-09-26,101,312,35.34,109.18,208.9
994,Insolation Ener,2022-09-26,38,138.65,22.16,808.61,3549
995,Mafia Trends,2022-09-22,28,7.5,3.6,.96,-73.3
996,Containe Techno,2022-09-20,15,26.4,2.62,4.6,75.6
997,Kandarp Digi,2022-09-16,30,151.15,8.1,40.81,403.8
998,Maks Energy Sol,2022-09-16,20,29.55,4,5.9,47.5
999,Varanium Cloud,2022-09-16,122,5.85,36.6,1.76,-95.2
1000,Annapurna Swadi,2022-09-15,70,186.6,30.25,80.65,166.6
1001,Harsha Engg Int,2022-09-14,330,397.05,755.26,908.71,20.3
1002,Tapi Fruit Pro,2022-09-12,48,65.6,5.21,7.12,36.7
1003,Ishan Internat,2022-09-09,80,.75,18.24,.17,-99.1
1004,Sabar Flex,2022-09-08,11,4.5,4.48,1.83,-59.2
1005,Shantidoot Infr,2022-09-06,81,202.5,4.02,10.04,149.8
1006,Mega Flex Plast,2022-09-06,40,121.15,11.4,34.53,202.9
1007,TMB,2022-09-05,510,556.55,807.84,881.58,9.1
1008,Viviana Power,2022-09-05,55,740.1,8.8,118.42,1245.7
1009,Virtuoso Opto,2022-09-02,56,430,30.24,232.2,667.9
1010,EP Biocomposite,2022-08-29,126,104,6.35,5.24,-17.5
1011,Jay Jalaram Tec,2022-08-26,36,163,10.8,48.9,352.8
1012,Ameya Precision,2022-08-25,34,97.05,7.14,20.38,185.4
1013,Dipna Pharma,2022-08-25,28,14.6,11.21,5.84,-47.9
1014,JFL Life Scien,2022-08-25,61,12,18.17,3.57,-80.4
1015,Dreamfolks Ser,2022-08-24,326,106,562.1,182.77,-67.5
1016,Rhetan TMT,2022-08-22,70,25.03,56,750.9,1240.9
1017,Naturo Indiabul,2022-08-22,30,3.8,10.92,1.38,-87.4
1018,Olatech Solu,2022-08-12,27,225,1.89,29.14,1441.8
1019,SYRMA SGS Tech,2022-08-12,220,749.5,840.13,2862.16,240.7
1020,Veekayem Fash,2022-08-05,28,145,4.44,22.97,417.3
1021,Upsurge Seeds,2022-07-29,120,140,22.81,26.61,16.7
1022,Agni Green Pow,2022-07-20,10,23.35,5.25,12.26,133.5
1023,Healthy Life,2022-07-13,10,11.67,10,11.67,16.7
1024,B Right Realest,2022-06-30,153,593.95,44.36,172.2,288.2
1025,Kesar India,2022-06-30,170,1221,15.82,795.21,4926.6
1026,SKP Bearing,2022-06-30,70,182.25,30.8,80.19,160.4
1027,Jayant Infratec,2022-06-30,67,72.33,6.19,20.05,223.9
1028,Mangalam World,2022-06-30,101,278.1,65.58,180.58,175.4
1029,Veerkrupa Jewel,2022-06-29,27,.77,8.1,3.85,-52.5
1030,Sailani Tours,2022-06-27,15,18.05,1.9,2.28,20
1031,KCK Industries,2022-06-27,30,26,4.5,3.9,-13.3
1032,PearlGreen Club,2022-06-27,186,129.6,11.72,8.16,-30.4
1033,Modis Navnirman,2022-06-23,180,341.35,22.68,172.04,658.6
1034,Goel Food Prod,2022-06-15,72,13.8,7.21,6.91,-4.2
1035,Scarnose Intl,2022-06-14,55,62.8,6.6,7.54,14.2
1036,Silver Pearl Ho,2022-06-06,18,9,9,4.5,-50
1037,Fidel Softech,2022-05-30,37,134.1,13.5,48.92,262.4
1038,Aether Indus,2022-05-24,642,999.8,808.04,1258.38,55.7
1039,Globesecure Tec,2022-05-23,29,15.2,10.13,5.31,-47.6
1040,Rachana Infra,2022-05-20,135,37.05,76.28,20.93,-72.6
1041,eMudhra,2022-05-20,256,569.5,412.79,918.29,122.5
1042,Ethos,2022-05-18,878,2957,402.26,1354.75,236.8
1043,Paradeep Phos,2022-05-17,42,157.4,1501.73,5627.92,274.8
1044,Venus Pipes,2022-05-11,326,1154.9,165.42,586.01,254.3
1045,Delhivery,2022-05-11,487,412.6,5236.08,4436.16,-15.3
1046,Prudent Corp,2022-05-10,630,2583.25,538.61,2208.51,310
1047,LIC,2022-05-04,949,850,21008.48,18816.87,-10.4
1048,Sonu Infratech,2022-04-29,36,81.75,8.64,19.62,127.1
1049,Rainbow Child,2022-04-27,542,1295,1581.45,3778.55,138.9
1050,Campus Actiwear,2022-04-26,292,262,1400.14,1256.29,-10.3
1051,Nanavati Vent,2022-04-25,50,100,2.18,4.36,100
1052,Le Merite Expo,2022-04-25,75,467,48,298.88,522.7
1053,Fone4 Comm,2022-04-25,10,9.3,6.8,6.32,-7.1
1054,GlobalLong Hosp,2022-04-21,140,22.23,49,7.78,-84.1
1055,Shashwat Furni,2022-04-20,45,111.5,2.51,6.22,147.8
1056,Eighty Jewel,2022-03-31,41,32.97,11.07,8.9,-19.6
1057,Hariom Pipe,2022-03-30,153,412,130.05,350.2,169.3
1058,Sunrise Effici,2022-03-30,121,249.45,16.7,103.27,518.4
1059,Dhyaani Tradeve,2022-03-30,51,9.79,2.45,1.32,-46.1
1060,Jeena Sikho,2022-03-30,150,670,55.5,247.9,346.7
1061,Veranda Learn,2022-03-29,137,211.75,200,309.12,54.6
1062,UMA Exports,2022-03-28,68,38.06,60,33.58,-44
1063,Krishna Defence,2022-03-25,39,928.05,11.89,282.87,2279.1
1064,Patanjali Foods,2022-03-24,650,571.25,4300,11337.12,163.7
1065,PE Analytics,2022-03-22,114,170,31.6,47.12,49.1
1066,Krishival Foods,2022-03-21,37,377.25,19.41,197.94,919.8
1067,Achyut Health,2022-03-17,20,5.7,3.6,21.55,498.6
1068,Evoq Remedies,2022-03-17,27,3.15,9.72,1.13,-88.4
1069,Swaraj Suiting,2022-03-15,56,242.8,10.68,46.33,333.8
1070,KN Agri Resour,2022-03-15,75,194.02,49.38,127.74,158.7
1071,Bhatia Colour,2022-03-14,80,336.55,40,168.28,320.7
1072,Cool Caps Ind,2022-03-10,38,68.9,11.63,21.08,81.3
1073,SP Refractories,2022-03-09,90,159.6,4.92,8.73,77.4
1074,Shigan Quantum,2022-02-28,50,55,22.7,24.96,10
1075,Amanaya Venture,2022-02-24,23,22,2.76,2.64,-4.3
1076,Ekennis Soft,2022-02-21,72,150.25,2.88,6.01,108.7
1077,Vaidya Sane Ayu,2022-02-10,73,270,20.23,74.82,269.8
1078,Richa Info Sys,2022-02-09,125,58.5,10,4.68,-53.2
1079,Vedant Fashion,2022-02-04,866,562.55,3149.19,2045.7,-35
1080,Maruti Interior,2022-02-03,55,205,11,82,645.5
1081,Safa Sys Tech,2022-01-28,10,20.46,4,8.18,104.5
1082,AWL Agri Busine,2022-01-27,230,230.7,3610.75,3621.74,.3
1083,Quality RO Ind,2022-01-27,51,130,2.7,6.89,155.2
1084,Precision Metal,2022-01-19,51,11.85,21.93,5.1,-76.7
1085,AGS Transact,2022-01-19,175,4.11,680,15.97,-97.7
1086,Alkosign,2022-01-18,45,76.5,12.15,30.98,155
1087,DJ Mediaprint,2022-01-18,125,72.33,15,52.08,247.2
1088,Fabino Enterpri,2021-12-31,36,13.2,3.24,1.19,-63.3
1089,Timescan Logis,2021-12-31,51,49.9,4.81,4.71,-2.1
1090,AB Cotspin Ind,2021-12-30,35,416.7,10.09,120.18,1091.1
1091,Ascensive Edu,2021-12-30,26,19.9,2.26,17.27,664.2
1092,CMS Info Sys,2021-12-21,216,341.7,1100,1740.14,58.2
1093,Brandbucket,2021-12-20,55,4.9,8.25,.74,-91
1094,Vivo Collaborat,2021-12-20,82,78,4.4,4.18,-5
1095,Supriya Life,2021-12-16,274,750.2,700,1916.57,173.8
1096,Clara Indust,2021-12-16,43,40,3.02,14.04,364.9
1097,Wherrelz IT,2021-12-16,171,206.5,2.01,2.43,20.9
1098,HP Adhesives,2021-12-15,274,41.9,125.96,96.31,-23.5
1099,Data Patterns,2021-12-14,585,2679.8,588.22,2694.57,358.1
1100,Euro Panel,2021-12-14,70,169.3,45.5,110.05,141.9
1101,MedPlus,2021-12-13,796,818.1,1398.84,1437.68,2.8
1102,Foce India,2021-12-13,225,1900,29.03,245.1,744.3
1103,Nupur Recyclers,2021-12-13,60,56.95,34.2,32.46,-5.1
1104,Metro Brands,2021-12-10,500,1172,1367.51,3205.43,134.4
1105,C E Info System,2021-12-09,1033,1695.05,1039.61,1705.89,64.1
1106,Shriram Propert,2021-12-08,118,84.22,600.31,428.46,-28.6
1107,RateGain Travel,2021-12-07,425,677,1335.74,2127.75,59.3
1108,Anand Rathi Wel,2021-12-02,550,3152.9,660,7566.96,1046.5
1109,Tega Industries,2021-12-01,453,1900.45,619.23,2597.82,319.5
1110,Star Health,2021-11-30,900,451.55,6401.34,3211.69,-49.8
1111,DMR Engineering,2021-11-24,21,43.5,2.09,11.26,438.8
1112,Go Fashion,2021-11-17,690,458,1013.61,672.8,-33.6
1113,Omnipotent Ind,2021-11-16,63,5.25,18.9,1.58,-91.6
1114,Tarsons Product,2021-11-15,662,228.5,1023.84,353.39,-65.5
1115,Sapphire Foods,2021-11-09,1180,227.9,2073.25,2002.09,-3.4
1116,Latent View,2021-11-09,197,460.3,600,1401.93,133.7
1117,One97 Comm,2021-11-08,2150,1332.15,18300,11338.76,-38
1118,Sigachi Ind,2021-11-01,163,30.5,125.43,234.7,87.1
1119,Suyog Gurbaxani,2021-11-01,45,126.95,29.5,83.22,182.1
1120,SJS Enterprises,2021-11-01,542,1793,800,2646.49,230.8
1121,Policy Bazaar,2021-11-01,980,1742,5709.71,10149.31,77.8
1122,Fino Payment,2021-10-29,577,251.5,1200.29,523.18,-56.4
1123,Nidan Lab,2021-10-28,125,18.45,50,7.38,-85.2
1124,FSN Nykaa,2021-10-28,1125,268.6,5380.35,7707.53,43.3
1125,Kotyark Indust,2021-10-21,51,227.7,11.26,50.28,346.5
1126,DK Enterprises,2021-10-07,40,77.1,7.99,15.4,92.7
1127,Samor Reality,2021-09-30,62,80.36,8.06,10.45,29.7
1128,Promax Power,2021-09-30,10,22,1.6,7.04,340
1129,Dynamic Service,2021-09-30,51,133.15,24.13,63.01,161.1
1130,Adishakti Loha,2021-09-30,11,14.63,2,2.66,33
1131,CWD,2021-09-30,180,382.5,18.01,191.4,962.7
1132,Destiny Logisti,2021-09-30,20,118,5.39,31.79,489.8
1133,Bombay Metrics,2021-09-30,93,41.95,4.29,1.93,-55
1134,Aditya Bir Sun,2021-09-29,712,847.55,2768.26,3295.27,19
1135,Shri Venkat Ref,2021-09-29,40,288.35,11.71,168.86,1342
1136,Jainam Ferro,2021-09-28,70,235,19.61,65.85,235.8
1137,Getalong Enter,2021-09-27,69,8,5.18,6,15.8
1138,Paras Defence,2021-09-21,175,693.15,170.78,1352.86,692.2
1139,Quadpro ITeS,2021-09-20,20,2.45,14.1,1.73,-87.7
1140,SBL Infratech,2021-09-16,111,34,2.37,.73,-69.2
1141,Prevest Denpro,2021-09-15,84,490,26.61,155.23,483.4
1142,Markolines Pavm,2021-09-15,78,149.5,40,76.66,91.7
1143,Sansera Engg,2021-09-14,744,1927.7,1282.98,3324.19,159.1
1144,BEW Engineering,2021-09-02,58,118.5,3.97,8.11,104.3
1145,PlatinumOne Bus,2021-09-02,92,139.9,3.89,5.91,51.9
1146,Vijaya Dignost,2021-09-01,531,1045.5,1895.04,3731.19,96.9
1147,Acutaas Chem,2021-09-01,610,1751.5,569.64,3271.2,474.3
1148,Naapbooks,2021-09-01,74,138,3.99,22.32,459.4
1149,DUDigital Glob,2021-08-12,65,31.5,4.49,2.17,-51.7
1150,Chemplast Sanma,2021-08-10,541,252.3,3850,1795.48,-53.4
1151,Aptus Val Hsg,2021-08-10,353,286.75,2780.05,2258.3,-18.8
1152,Aashka Hospital,2021-08-10,121,80,101.64,67.2,-33.9
1153,Nuvoco Vistas,2021-08-09,570,354,5000,3105.26,-37.9
1154,CarTrade Tech,2021-08-09,1618,2933,2998.51,5435.5,81.3
1155,Exxaro Tiles,2021-08-04,120,7.87,161.09,105.65,-34.4
1156,Devyani Interna,2021-08-04,90,138.85,1398,2156.8,54.3
1157,Krsnaa Diagnost,2021-08-04,954,748.95,1215.49,954.24,-21.5
1158,Windlas Biotech,2021-08-04,460,780,401.54,680.86,69.6
1159,Rex Pipes,2021-07-28,26,151,6.24,36.24,480.8
1160,Rolex Rings,2021-07-28,900,126.15,731,1024.62,40.2
1161,Network People,2021-07-28,80,1424.3,13.7,243.84,1679.9
1162,Gretex Corp,2021-07-27,170,344,5.13,177.41,3358.3
1163,Alivus Life Sci,2021-07-27,720,909.6,11053.6,13964.38,26.3
1164,Tatva Chintan,2021-07-16,1083,1324,500,611.26,22.3
1165,Eternal,2021-07-14,76,278.75,9375,34385.28,266.8
1166,AA Plus Trad,2021-07-08,18,1.43,6.48,5.15,-20.5
1167,GR Infraproj,2021-07-07,837,985,982.11,1155.77,17.7
1168,Clean Science,2021-07-07,900,867.5,1546.62,1490.77,-3.6
1169,Focus Business,2021-06-30,19,145,1.22,26.47,2069.7
1170,Walpar Nutri,2021-06-30,55,47.85,6.6,5.74,-13
1171,India Pesticide,2021-06-23,296,175,800,472.97,-40.9
1172,Dodla Dairy,2021-06-16,428,1219.2,520.18,1481.78,184.9
1173,Times Green,2021-06-16,61,99.5,4.05,6.61,63.2
1174,KIMS,2021-06-16,825,629.35,2144.76,8180.65,281.4
1175,Adeshwar Medi,2021-06-15,25,16,9.75,6.24,-36
1176,Shyam Metalic,2021-06-14,306,832.65,909,2473.46,172.1
1177,Navoday Enter,2021-06-14,20,5.69,4.61,2.62,-43.2
1178,Sona Comstar,2021-06-14,291,475.8,5550,9074.54,63.5
1179,Abhishek Integ,2021-06-08,50,35.2,4.95,3.48,-29.7
1180,Kuberan Global,2021-04-20,20,45.51,1.12,2.54,126.8
1181,Lodha Developer,2021-04-07,486,1111,2500,11430.04,357.2
1182,Rajeshwari Can,2021-03-31,20,25.57,4.03,10.31,155.8
1183,Jetmall Spices,2021-03-31,20,36.32,4.98,9.04,81.5
1184,V-Marc India,2021-03-25,39,681.05,23.4,408.63,1646.3
1185,Eki Energy,2021-03-24,102,103.05,18.6,75.19,304.2
