397,Suraksha Diagno,2024-11-29,441,270.2,846.25,518.5,-38.7
398,Ganesh Infrawor,2024-11-29,83,122.85,98.58,145.91,48
399,Agarwal Toughen,2024-11-28,108,124.25,62.64,72.06,15
400,AbhaPower Steel,2024-11-27,75,36.75,38.54,18.89,-51
401,Apex Ecotech,2024-11-27,73,134,25.54,46.89,83.6
402,Rajputana Biodi,2024-11-26,130,240.1,24.7,45.62,84.7
403,Rajesh Power,2024-11-25,335,1038.35,160.47,497.37,209.9
404,C2C Advanced,2024-11-22,226,470.7,99.07,206.34,108.3
405,Enviro Infra,2024-11-22,148,200.55,650.43,881.38,35.5
406,Lamosaic India,2024-11-21,200,34,61.2,10.4,-83
407,NTPC Green Ener,2024-11-19,108,93.94,10009.71,8706.59,-13
408,Blackbuck,2024-11-13,273,681.15,1114.72,2781.29,149.5
409,Onyx Biotec,2024-11-13,61,37.05,29.34,17.82,-39.3
410,Mangal Compusol,2024-11-12,45,50.15,16.23,18.08,11.4
411,Purple United,2024-11-11,126,394,32.81,102.6,212.7
412,Neelam Linens,2024-11-08,24,14,13,7.59,-41.6
413,NivaBupa Health,2024-11-07,74,74.76,2200,2222.59,1
414,Acme Solar Hold,2024-11-06,289,230.05,2901.03,2309.28,-20.4
415,Swiggy,2024-11-06,390,361.3,11327.43,10493.84,-7.4
416,Sagility,2024-11-05,30,51.72,2106.6,3631.77,72.4
417,Afcons Infra,2024-10-25,463,377,5432.63,4423.54,-18.6
418,Usha Financial,2024-10-24,168,40.2,98.45,23.56,-76.1
419,Godavari Bioref,2024-10-23,352,290.6,554.75,457.98,-17.4
420,OBSC Perfection,2024-10-22,100,322.2,66.02,212.73,222.2
421,United Heat,2024-10-22,59,58.75,30,29.87,-.4
422,Danish Power,2024-10-22,380,656.8,197.9,342.06,72.8
423,Premium Plast,2024-10-21,49,39.6,26.2,21.17,-19.2
424,Deepak Builders,2024-10-21,203,116.55,260.04,149.3,-42.6
425,Waaree Energies,2024-10-21,1503,2634.2,4321.44,7573.88,75.3
426,Freshara Agro,2024-10-17,116,169.6,75.39,110.23,46.2
427,Lakshya Power,2024-10-16,180,123,49.91,34.11,-31.7
428,Hyundai Motor,2024-10-15,1960,2306.85,27870.16,32802.18,17.7
429,Pranik Logistic,2024-10-10,77,61.95,22.47,18.08,-19.5
430,Garuda Construc,2024-10-08,95,187.65,264.1,521.67,97.5
431,Shiv Texchem,2024-10-08,166,152,101.35,92.81,-8.4
432,Khyati Global,2024-10-04,99,48,18.3,8.87,-51.5
433,Paramount Dye,2024-09-30,117,49.45,28.43,12.02,-57.7
434,Neopolitan Pizz,2024-09-30,20,11.2,12,6.72,-44
435,Subam Papers,2024-09-30,152,190,93.7,117.13,25
436,Saj Hotels,2024-09-27,65,54.8,27.63,23.29,-15.7
437,HVAX Technolog,2024-09-27,458,835,33.53,61.12,82.3
438,Diffusion Engi,2024-09-26,168,318.2,158,299.27,89.4
439,Divyadhan Recyc,2024-09-26,64,26.85,24.17,10.14,-58
440,Forge Auto,2024-09-26,108,115.5,31.1,33.26,6.9
441,Sahasra Electro,2024-09-26,283,281.8,186.16,185.37,-.4
442,Nexxus Petro,2024-09-26,105,105,19.43,19.43,0
443,Techera Engg,2024-09-25,82,208.9,35.9,91.45,154.7
444,Thinking Hats,2024-09-25,44,27.95,15.09,9.58,-36.5
445,KRN Heat Ex Ref,2024-09-25,220,730.3,341.51,1133.64,231.9
446,Unilex Colours,2024-09-25,87,39,31.32,14.04,-55.2
447,Rappid Valves,2024-09-23,222,290,30.41,39.72,30.6
448,Wol 3D India,2024-09-23,150,164,25.56,27.95,9.4
449,Manba Finance,2024-09-23,120,138.75,150.84,174.41,15.6
450,Avi Ansh Tex,2024-09-20,62,117,25.99,49.05,88.7
451,S D Retail,2024-09-20,131,81,64.98,40.18,-38.2
452,Phoenix Oversea,2024-09-19,64,23.7,36.03,13.34,-63
453,Kalana Ispat,2024-09-19,66,23.95,32.59,11.83,-63.7
454,Bikewo Green,2024-09-18,62,21.6,24.09,8.39,-65.2
455,Paramount Speci,2024-09-17,59,28,32.34,15.35,-52.5
456,Pelatro,2024-09-17,200,347,55.98,97.13,73.5
457,Northern Arc,2024-09-16,263,266.8,777,788.23,1.4
458,Osel Devices,2024-09-16,160,544.35,70.66,240.38,240.2
459,Arkade Develop,2024-09-16,108,133.5,410,506.81,23.6
460,Envirotech Syst,2024-09-13,56,111.25,30.24,60.08,98.7
461,Popular Foundat,2024-09-13,37,33.3,19.87,17.88,-10
462,Western Carrier,2024-09-13,172,120.25,940,657.18,-30.1
463,Deccan Transcon,2024-09-13,108,23.05,65.06,13.89,-78.7
464,Sodhani Academy,2024-09-12,40,221,6.12,33.81,452.5
465,Innomet Advance,2024-09-11,100,91.7,34.24,31.39,-8.3
466,Excellent Wires,2024-09-11,90,42.4,12.6,5.94,-52.9
467,PN Gadgil Jewel,2024-09-10,480,607.5,1100,1392.19,26.6
468,SPP Polymer,2024-09-10,59,15.7,24.49,6.52,-73.4
469,Tolins Tyres,2024-09-09,226,135.7,230,138.1,-40
470,Gajanand Intern,2024-09-09,36,11.8,20.65,6.77,-67.2
471,Bajaj Housing,2024-09-09,70,96.98,6560,9088.41,38.5
472,Aditya Ultra,2024-09-09,62,25.5,45.88,18.87,-58.9
473,Share Samadhan,2024-09-09,74,59.5,24.06,19.34,-19.6
474,Shubhshree Bio,2024-09-09,119,365,16.56,50.81,206.8
475,Kross,2024-09-09,240,201.8,500,420.42,-15.9
476,Vision Infra,2024-09-06,163,241.55,106.21,157.39,48.2
477,My Mudra Fin,2024-09-05,110,89,33.26,26.91,-19.1
478,Shree Tirupati,2024-09-05,83,40,169.65,81.76,-51.8
479,Mach Conference,2024-09-04,225,122.5,125.28,68.21,-45.6
480,Namo eWaste Man,2024-09-04,85,189.35,51.2,114.06,122.8
481,Naturewings Hol,2024-09-03,74,82.3,7.03,7.82,11.2
482,Gala Precision,2024-09-02,529,778.9,167.93,247.26,47.2
483,Jeyyam Global,2024-09-02,61,54.2,81.94,72.8,-11.2
484,Boss Packaging,2024-08-30,66,45.15,8.41,5.75,-31.6
485,Baazar Style,2024-08-30,389,257.95,834.77,553.55,-33.7
486,Travels Rentals,2024-08-29,40,19.95,12.24,6.1,-50.2
487,Ecos Mobility,2024-08-28,334,197.85,601.2,356.13,-40.8
488,Aeron Composite,2024-08-28,125,102.2,56.1,45.87,-18.2
489,Premier Energie,2024-08-27,450,762.45,2830.91,4796.51,69.4
490,Vdeal System,2024-08-27,112,205,18.08,33.09,83
491,Jay Bee Laminat,2024-08-27,146,114.4,88.96,69.7,-21.7
492,Paramatrix Tech,2024-08-27,110,78.4,33.84,24.12,-28.7
493,Indian Phosphat,2024-08-26,99,65.55,67.36,44.6,-33.8
494,Rapid Multimoda,2024-08-22,84,86.7,8.49,8.77,3.3
495,Resourceful Aut,2024-08-22,117,53,11.99,5.43,-54.7
496,Orient Technolo,2024-08-21,206,433,214.76,496.55,131.2
497,Ideal Techno,2024-08-21,121,187.5,16.03,24.84,55
498,QVC Exports,2024-08-21,86,28.35,24.07,7.93,-67.1
499,Interarch Build,2024-08-19,900,2177.8,600.5,1453.06,142
500,Forcas Studio,2024-08-19,80,112.7,37.44,52.74,40.9
501,Brace Port Logi,2024-08-19,80,90.45,24.41,27.6,13.1
502,Broach Lifecare,2024-08-13,25,15.5,4.02,2.49,-38.1
503,Solve Plastic,2024-08-13,91,25.9,11.85,3.37,-71.6
504,Positron Energy,2024-08-12,250,204.95,51.21,41.98,-18
505,Saraswati Saree,2024-08-12,160,78.6,160.01,78.61,-50.9
506,Sunlite Recycl,2024-08-12,105,375.1,30.24,108.03,257.2
507,Aesthetik Engi,2024-08-08,58,97.2,26.47,44.36,67.6
508,Brainbees Solu,2024-08-06,465,292.6,4194.04,2639.09,-37.1
509,Unicommerce eSo,2024-08-06,108,115.6,276.57,296.03,7
510,Afcom Holdings,2024-08-02,108,879,73.83,600.92,713.9
511,Picturepost,2024-08-02,24,10.2,18.72,7.96,-57.5
512,Ola Electric,2024-08-02,76,43.54,6146.12,3521.08,-42.7
513,Ceigall India,2024-08-01,401,272.95,1252.87,852.8,-31.9
514,Dhariwalcorp,2024-08-01,106,361.75,25.15,85.82,241.2
515,Utssav CZ Gold,2024-07-31,110,225.5,69.5,142.47,105
516,Kizi Apparels,2024-07-30,21,14.39,5.58,3.82,-31.5
517,Ashapura Logist,2024-07-30,144,67.95,52.66,24.85,-52.8
518,Bulkcorp Intern,2024-07-30,105,57.1,20.78,11.3,-45.6
519,Rajputana Indus,2024-07-30,38,85.55,23.88,53.77,125.2
520,Sathlokhar Syne,2024-07-30,140,457,92.93,303.36,226.4
521,Akums Drugs Pha,2024-07-30,679,446.7,1858.3,1222.54,-34.2
522,S A Tech Soft,2024-07-26,59,55.15,23.01,21.51,-6.5
523,Esprit Stones,2024-07-26,87,68.95,50.42,39.96,-20.7
524,Clinitech Lab,2024-07-25,96,43.5,5.78,2.62,-54.7
525,Aprameya Engine,2024-07-25,58,279.2,29.23,140.72,381.4
526,Trom Industries,2024-07-25,115,79.7,31.37,21.74,-30.7
527,Chetana Educati,2024-07-24,85,55.3,45.9,29.86,-34.9
528,Manglam Infra,2024-07-24,56,19.6,27.62,9.67,-65
529,V.L.Infraprojec,2024-07-23,42,30,18.52,13.23,-28.6
530,VVIP Infratech,2024-07-23,93,120.25,61.21,79.15,29.3
531,RNFI Services,2024-07-22,105,303.35,70.81,204.58,188.9
532,Sanstar,2024-07-19,95,91.94,510.15,493.72,-3.2
533,Macobs Techno,2024-07-16,75,210.8,19.46,54.71,181.1
534,Kataria Indust,2024-07-16,96,105.25,54.57,59.83,9.6
535,Tunwal E-Motors,2024-07-15,59,34.6,115.64,67.82,-41.4
536,Aelea Commodit,2024-07-12,95,152.85,51,82.06,60.9
537,Prizor Viztech,2024-07-12,87,284.45,25.15,82.24,227
538,Sati Poly Plast,2024-07-12,130,60,17.36,8.01,-53.9
539,Three M Paper,2024-07-12,69,36.25,39.83,20.92,-47.5
540,Sahaj Solar,2024-07-11,180,163.45,52.56,47.73,-9.2
541,Ganesh Green Bh,2024-07-05,190,306.9,125.23,202.28,61.5
542,Effwa Infra Res,2024-07-05,82,221.5,51.27,138.5,170.1
543,Ambey Laborator,2024-07-03,68,40.35,44.68,26.51,-40.7
544,Emcure Pharma,2024-07-03,1008,1526.6,1953.01,2957.8,51.4
545,Bansal Wire Ind,2024-07-03,256,305.05,745,887.74,19.2
546,Nephro Care,2024-06-28,90,110.45,41.26,50.63,22.7
547,Diensten Tech,2024-06-26,100,140,22.08,30.91,40
548,Vraj Iron Steel,2024-06-26,207,142.9,171,118.05,-31
549,Akiko Global,2024-06-25,77,260,23.11,78.04,237.7
550,Petro Carbon,2024-06-25,171,214,113.16,141.62,25.2
551,Allied Blenders,2024-06-25,281,551.3,1500.75,2944.35,96.2
552,Divine Power En,2024-06-25,40,299.95,22.75,170.61,649.9
553,Mason Infratech,2024-06-24,64,189.45,30.46,90.18,196.1
554,Shivalic Power,2024-06-24,100,112.95,64.32,72.65,13
555,Visaman Global,2024-06-24,43,132,16.05,49.26,206.9
556,Sylvan Ply,2024-06-24,55,58.5,28.05,29.84,6.4
557,Stanley Lifesty,2024-06-21,369,192,537.02,279.43,-48
558,Medicamen Organ,2024-06-21,34,25.25,10.54,7.83,-25.7
559,Dindigul Farm,2024-06-20,54,14.21,34.83,9.17,-73.7
560,Winny Immigrati,2024-06-20,140,63,9.13,4.11,-55
561,DEE Development,2024-06-19,203,209.8,418.12,432.12,3.3
562,Gem Enviro Mang,2024-06-19,75,49.91,44.93,29.9,-33.5
563,Durlaz Top Surf,2024-06-19,68,41.35,40.8,24.81,-39.2
564,Falcon Techno,2024-06-19,92,14.8,13.69,2.2,-83.9
565,Akme Fintrade,2024-06-19,120,6.36,132,69.96,-47
566,GP Eco Solution,2024-06-14,94,423.3,30.79,138.67,350.4
567,United Cotfab,2024-06-13,70,20,36.29,10.37,-71.4
568,Le Travenues,2024-06-10,93,235.75,740.1,1876.12,153.5
569,Sattrix Informa,2024-06-05,121,335.2,21.78,60.34,177
570,Magenta Lifecar,2024-06-05,35,12.3,7,2.46,-64.9
571,3C IT Solutions,2024-06-04,52,15.92,11.44,3.5,-69.4
572,Kronox Lab Scie,2024-06-03,136,138.6,130.15,132.64,1.9
573,TBI Corn,2024-05-31,94,90.45,44.94,43.24,-3.8
574,Aimtron Electro,2024-05-30,161,864.1,87.02,467.03,436.7
575,Associated Coat,2024-05-30,121,106.15,5.11,4.48,-12.3
576,Z-Tech India,2024-05-29,110,647.8,37.3,219.68,489
577,Beacon Trustee,2024-05-28,60,82.25,32.52,44.58,37.1
578,Vilas Transcore,2024-05-27,147,400.75,95.26,259.69,172.6
579,GSM Foils,2024-05-24,32,217.3,11.01,74.75,578.9
580,Awfis Space,2024-05-22,383,486.5,599.13,761.04,27
581,Hoac Foods,2024-05-16,48,325,5.54,37.54,577.6
582,Rulka Electric,2024-05-16,235,107.3,26.4,12.05,-54.4
583,Go Digit Genera,2024-05-15,272,341.5,2614.65,3282.73,25.6
584,Quest Laborator,2024-05-15,97,105,43.16,46.72,8.2
585,Veritaas Advert,2024-05-13,114,62.7,8.48,4.66,-45
586,Indian Emulsifi,2024-05-13,132,92.2,42.39,29.61,-30.1
587,Mandeep Auto In,2024-05-13,67,23.6,25.25,8.89,-64.8
588,Aztec Fluids Ma,2024-05-10,67,101,24.12,36.36,50.7
589,Piotex Indust,2024-05-10,94,60,14.47,9.24,-36.1
590,Premier Roadlin,2024-05-10,67,76.75,40.36,46.23,14.5
591,ABS Marine Serv,2024-05-10,147,191.4,96.29,125.37,30.2
592,Energy-Mission,2024-05-09,138,182,41.15,54.27,31.9
593,TGIF Agribusine,2024-05-08,93,84,99.39,89.78,-9.7
594,Tbo Tek,2024-05-08,920,1613.65,1550.81,2720.07,75.4
595,Aadhar Housing,2024-05-08,315,499.75,3000.55,4760.4,58.7
596,Silkflex Poly,2024-05-07,52,89.75,18.11,31.25,72.6
597,Finelistings,2024-05-07,123,16.6,13.53,1.83,-86.5
598,Indegene,2024-05-06,452,521.7,1841.76,2125.77,15.4
599,Winsol Engineer,2024-05-06,75,158.45,23.36,49.36,111.3
600,Refractory Shap,2024-05-06,31,55,18.6,33,77.4
601,Slone Infosys,2024-05-03,79,276.5,11.06,38.71,250
602,Storage Techno,2024-04-30,78,66,29.95,25.34,-15.4
603,Dolphin Kitchen,2024-04-30,60,31,15,7.75,-48.3
604,Amkay Products,2024-04-30,55,63,12.61,14.44,14.5
605,JNK India,2024-04-23,415,235.05,649.47,367.85,-43.4
606,Shivam Chemical,2024-04-23,44,61.01,20.18,27.99,38.7
607,Emmforce Auto,2024-04-23,98,152,53.9,83.59,55.1
608,Varyaa Creation,2024-04-22,150,39.5,20.1,5.29,-73.7
609,Faalcon Concept,2024-04-19,62,44.5,12.09,8.68,-28.2
610,Vodafone Idea,2024-04-18,11,11.59,18000,18965.45,5.4
611,Ramdevbaba Solv,2024-04-15,85,89.45,50.27,52.9,5.2
612,Grill Splendour,2024-04-15,120,126,16.47,17.3,5
613,Greenhitech Ven,2024-04-12,50,101.3,6.3,12.76,102.5
614,DCG Cables Wire,2024-04-08,100,65.1,49.99,32.54,-34.9
615,Teerth Gopicon,2024-04-08,111,76,44.4,30.4,-31.5
616,Bharti Hexacom,2024-04-03,570,1788.45,4275,13413.38,213.8
617,Aluwind Infra,2024-03-28,45,66.3,29.7,43.76,47.3
618,Jay Kailash Nam,2024-03-28,73,20,11.93,3.27,-72.6
619,K2 Infragen,2024-03-28,119,75.45,40.54,25.7,-36.6
620,Creative Graphi,2024-03-28,85,174.65,54.4,111.78,105.5
621,Radiowalla Net,2024-03-27,76,60,14.25,11.25,-21.1
622,TAC Infosec,2024-03-27,106,700.85,29.99,198.31,561.3
623,Yash Optics Lens,2024-03-27,81,120.2,53.15,78.87,48.4
624,Trust Fintech,2024-03-26,101,48.1,63.45,30.22,-52.4
625,Gconnect Log Sup,2024-03-26,40,19,5.6,2.66,-52.5
626,Aspire Innovati,2024-03-26,54,16.7,21.97,6.79,-69.1
627,SRM Contractors,2024-03-26,210,535,130.2,331.7,154.8
628,Blue Pebble,2024-03-26,168,118.3,18.14,12.78,-29.5
629,Vruddhi Engg,2024-03-26,70,218,4.76,14.82,211.3
630,Naman In-Store,2024-03-22,89,68,25.35,19.37,-23.6
631,Vishwas Agri,2024-03-21,86,44.35,25.8,13.31,-48.4
632,Omfurn India,2024-03-20,75,77,27,27.72,2.7
633,Chatha Foods,2024-03-19,56,85.29,33.39,50.85,52.3
634,Enser Communi,2024-03-15,70,15.75,16.17,3.64,-77.5
635,KP Green Engine,2024-03-15,144,419.1,189.5,551.54,191.1
636,Enfuse Solution,2024-03-15,96,236,22.44,55.17,145.9
637,Krystal Integra,2024-03-14,715,503,300.12,211.14,-29.6
638,AVP Infracon,2024-03-13,75,125.1,52.34,87.31,66.8
639,Signoria Creati,2024-03-12,65,93.4,9.28,13.34,43.8
640,Popular Vehicle,2024-03-12,295,116,601.55,236.54,-60.7
641,Royal Sense,2024-03-12,68,171.5,9.86,24.87,152.2
642,Pratham EPC Pro,2024-03-11,75,150,36,72,100
643,Pune E-Stock,2024-03-07,83,206.45,38.23,95.1,148.8
644,Gopal Snacks,2024-03-06,401,320.75,650.37,520.21,-20
645,Koura Fine Dia,2024-03-06,55,36,5.5,3.6,-34.5
646,Shree Karni Fab,2024-03-06,227,479.95,42.49,89.85,111.5
647,Sona Machinery,2024-03-05,143,45,51.82,16.31,-68.5
648,JG Chemicals,2024-03-05,221,343,251.19,389.86,55.2
649,V R Infraspace,2024-03-04,85,145,20.4,34.8,70.6
650,R K Swamy,2024-03-04,288,109.2,424.34,160.89,-62.1
651,MVK Agro Food,2024-02-29,120,717.3,65.88,393.8,497.8
652,Mukka Proteins,2024-02-29,28,23.95,224,191.6,-14.5
653,Platinum Inds,2024-02-27,171,244,235.32,335.77,42.7
654,Purv Flexipack,2024-02-27,71,70.55,40.21,39.96,-.6
655,Exicom Tele-Sys,2024-02-27,142,114,429,344.41,-19.7
656,Owais Metal Min,2024-02-26,87,257.4,42.69,126.31,195.9
657,Sadhav Shipping,2024-02-23,95,108.05,38.18,43.42,13.7
658,GPT Healthcare,2024-02-22,186,142,525.14,400.91,-23.7
659,Juniper Hotels,2024-02-21,360,245.65,1800,1228.25,-31.8
660,Deem Roll Tech,2024-02-20,129,52.4,29.26,11.88,-59.4
661,Zenith Drugs,2024-02-19,79,51.2,40.68,26.36,-35.2
662,Esconet Tech,2024-02-16,84,140.2,28.22,47.11,66.9
663,Atmastco,2024-02-15,77,133,56.25,97.16,72.7
664,Thaai Casting,2024-02-15,77,97,47.2,59.46,26
665,Kalahri Trendz,2024-02-15,45,4.85,22.49,2.42,-89.2
666,Interiors More,2024-02-15,227,243,42,44.96,7
667,Vibhor Steel,2024-02-13,151,135.2,72.17,64.62,-10.5
668,Wise Travel,2024-02-12,147,136.65,94.68,88.02,-7
669,Entero Health,2024-02-09,1258,1194.1,1600.84,1519.52,-5.1
670,Rudra Gas Enter,2024-02-08,63,70.4,14.16,15.83,11.8
671,Alpex Solar,2024-02-08,115,773.3,74.52,501.1,572.4
672,Polysil Irr Sys,2024-02-08,54,256.75,17.43,82.88,375.5
673,Rashi Periphera,2024-02-07,311,398.25,600,768.33,28.1
674,Capital Small,2024-02-07,468,267.8,523.07,299.31,-42.8
675,Jana Small Fin,2024-02-07,414,420,570,578.26,1.4
676,Apeejay Surrend,2024-02-05,155,135.3,920.47,803.48,-12.7
677,Italian Edibles,2024-02-02,68,29.95,26.66,11.74,-56
678,Gabriel Pet Str,2024-01-31,101,312,8.06,24.9,208.9
679,BLS E-Services,2024-01-30,135,192,310.91,442.18,42.2
680,Baweja Studios,2024-01-29,180,43.55,97.2,23.52,-75.8
681,Harshdeep Horti,2024-01-29,45,100,19.09,42.42,122.2
682,Mayank Cattle,2024-01-29,108,180,19.44,32.4,66.7
683,Megatherm Induc,2024-01-29,108,211.45,53.91,105.56,95.8
684,Delaplex,2024-01-25,192,130,46.08,31.2,-32.3
685,Fonebox Retail,2024-01-25,70,89.5,20.37,26.04,27.8
686,Docmode Health,2024-01-24,79,71.35,6.71,6.06,-9.7
687,Nova Agritech,2024-01-23,41,39.06,143.81,137.01,-4.7
688,Brisk Technovis,2024-01-22,156,80,12.48,6.4,-48.7
689,Euphoria Info,2024-01-19,100,37.88,9.6,3.64,-62.1
690,EPACK Durable,2024-01-19,230,286.1,640.05,796.17,24.4
691,Konstelec Engin,2024-01-19,70,48.8,28.7,20.01,-30.3
692,Addictive Learn,2024-01-19,140,110.05,60.16,47.29,-21.4
693,Qualitek Labs,2024-01-18,100,377,19.64,74.06,277.1
694,Maxposure,2024-01-15,33,43.6,20.26,26.77,32.1
695,Medi Ass Health,2024-01-15,418,453.35,1171.58,1270.66,8.5
696,Shree Marutinan,2024-01-12,143,87,14.3,8.7,-39.2
697,New Swan Multi,2024-01-11,66,60.9,33.11,30.55,-7.7
698,Australian Sola,2024-01-11,54,352.8,28.08,183.46,553.3
699,IBL Finance,2024-01-09,51,54.1,33.41,35.44,6.1
700,Jyoti CNC Auto,2024-01-09,331,982.9,1000.24,2970.19,196.9
701,Kaushalya Logis,2023-12-29,75,54.5,36.6,26.6,-27.3
702,Kay Cee Energy,2023-12-28,54,146.4,15.93,43.19,171.1
703,Balaji Val Comp,2023-12-27,100,105,21.6,22.68,5
704,Manoj Ceramic,2023-12-27,62,101,14.47,23.57,62.9
705,Akanksha Power,2023-12-27,55,70.8,27.49,35.39,28.7
706,HRH Next Servic,2023-12-27,36,32.75,9.57,8.7,-9.1
707,AIK Pipes Poly,2023-12-26,89,29.61,15.02,5,-66.7
708,Trident Techlab,2023-12-21,35,321.3,16.03,147.16,818
709,Supreme Pow Equ,2023-12-21,65,191,46.67,137.14,193.9
710,Indifra,2023-12-21,65,14.9,14.04,3.22,-77.1
711,Innova Captab,2023-12-21,448,728.6,570,927.01,62.6
712,Sameera Agro,2023-12-21,180,12.3,62.64,4.28,-93.2
713,Azad Engg,2023-12-20,524,1654.4,740,2336.36,215.7
714,Electro Force,2023-12-19,93,33.3,80.68,28.89,-64.2
715,Credo Brands,2023-12-19,280,97.95,549.78,192.32,-65
716,Happy Forgings,2023-12-19,850,1170,1008.59,1388.3,37.6
717,RBZ Jewellers,2023-12-19,100,148,100,148,48
718,Shanti Spintex,2023-12-19,70,58.1,31.25,25.94,-17
719,Muthoot Micro,2023-12-18,291,185.7,960.51,612.94,-36.2
720,Sahara Maritime,2023-12-18,81,35,6.88,2.97,-56.8
721,Suraj Estate,2023-12-18,360,255.05,400,283.39,-29.2
722,Motisons Jewel,2023-12-18,55,13.92,151.09,382.4,153.1
723,Inox India,2023-12-14,660,1138.6,1459.32,2517.55,72.5
724,Siyaram Recycli,2023-12-14,46,53.5,22.96,26.71,16.3
725,Benchmark Comp,2023-12-14,66,28.2,12.24,5.23,-57.3
726,Shree OSFM E-Mo,2023-12-14,65,88,24.6,33.3,35.4
727,DOMS Industries,2023-12-13,790,2631,1200.52,3998.2,233
728,India Shelter,2023-12-13,493,812.05,1200,1976.59,64.7
729,S J Logistics,2023-12-12,125,362.05,48,139.03,189.6
730,Presstonic Engg,2023-12-11,72,62.7,23.3,20.29,-12.9
731,Accent Microcel,2023-12-08,140,370.25,78.4,207.34,164.5
732,Sheetal Univer,2023-12-04,70,168.25,23.8,57.21,140.4
733,Graphisads,2023-11-30,111,44.05,53.41,21.2,-60.3
734,Marinetrans,2023-11-30,26,22.05,10.92,9.26,-15.2
735,Net Avenue Tech,2023-11-30,18,3.65,10.25,2.08,-79.7
736,AMIC Forging,2023-11-29,126,1421.5,34.8,392.62,1028.2
737,Deepak Chemtex,2023-11-29,80,105,23.04,30.24,31.3
738,Swashthik Plas,2023-11-24,86,30.08,40.76,14.26,-65
739,Gandhar Oil,2023-11-22,169,173.1,500.69,512.84,2.4
740,Rockingdeals,2023-11-22,140,234.75,21,35.21,67.7
741,Tata Techno,2023-11-22,500,648.9,3042.51,3948.57,29.8
742,Fedbank Fin,2023-11-22,140,162.8,1093.03,1271.04,16.3
743,Flair Writing,2023-11-22,304,313.5,593,611.53,3.1
744,Indian Renew,2023-11-21,32,143.5,2150.21,9642.36,348.4
745,Arrowhead Seper,2023-11-16,233,72,13,4.02,-69.1
746,Kalyani Cast,2023-11-08,139,451.1,30.11,97.71,224.5
747,ASK Automotive,2023-11-07,282,475,833.91,1404.64,68.4
748,ROX Hi Tech,2023-11-07,83,42.85,54.49,28.13,-48.4
749,Sunrest Lifesci,2023-11-07,84,45,10.85,5.81,-46.5
750,Protean eGOV,2023-11-06,792,753,490.33,466.18,-4.9
751,Baba Food,2023-11-03,76,31.8,32.88,13.76,-58.2
752,Micropro Softwa,2023-11-03,81,19.05,30.7,7.22,-76.5
753,ESAF Small Fin,2023-11-03,60,26.16,463,201.87,-56.4
754,Sar Televenture,2023-11-01,55,257.8,24.75,116.01,368.7
755,Mish Designs,2023-10-31,122,50,9.76,4,-59
756,Honasa Consumer,2023-10-31,324,300,1701.54,1575.5,-7.4
757,Vrundavan Plant,2023-10-30,108,40,15.29,5.66,-63
758,Cello World,2023-10-30,648,536.55,1901.04,1574.08,-17.2
759,Transteel Seat,2023-10-30,70,145.45,49.98,103.85,107.8
760,KK Shah Hospi,2023-10-27,45,37.55,8.78,7.32,-16.6
761,Shanthala FMCG,2023-10-27,91,33.25,16.07,5.87,-63.5
762,Maitreya Medica,2023-10-27,82,208,14.89,37.77,153.7
763,Paragon Fine,2023-10-26,100,40.6,51.66,20.97,-59.4
764,Blue Jet Health,2023-10-25,346,527.75,840.27,1281.65,52.5
765,On Door Concept,2023-10-23,208,109.65,31.18,16.43,-47.3
766,IRM Energy,2023-10-18,505,283,545.4,305.64,-44
767,Rajgor Castor,2023-10-17,50,20.8,47.81,19.89,-58.4
768,Womancart,2023-10-16,86,259.65,9.56,28.87,202
769,Arvind Port,2023-10-12,45,39.5,14.74,12.94,-12.2
770,Committed Cargo,2023-10-06,77,192.8,24.95,62.47,150.4
771,Karnika Indus,2023-09-29,76,116.75,25.07,38.52,53.6
772,Plaza Cables,2023-09-29,54,40.52,71.28,53.49,-25
773,Sharp Chucks,2023-09-29,58,139.65,16.84,40.55,140.8
774,Vishnusury Proj,2023-09-29,68,181.5,49.98,133.4,166.9
775,Plada Infotech,2023-09-29,48,14.75,12.36,3.8,-69.3
776,Canarys Auto,2023-09-27,31,29.15,47.03,44.23,-6
777,E Factor Experi,2023-09-27,75,322.85,25.92,111.58,330.5
778,Oneclick Logis,2023-09-27,99,312.5,9.91,31.28,215.6
779,Vinyas Inno Tec,2023-09-27,165,1172.5,54.66,388.43,610.6
780,Vivaa Tradecom,2023-09-27,51,37,7.99,5.79,-27.5
781,Kontor Space,2023-09-27,93,69.8,15.62,11.73,-24.9
782,Valiant Labs,2023-09-27,140,73.5,152.46,80.04,-47.5
783,Sunita Tools,2023-09-26,145,717.1,22.04,109,394.6
784,Goyal Salt,2023-09-26,38,160.1,18.63,78.48,321.3
785,City Crops Agro,2023-09-26,25,18.82,15,11.29,-24.7
786,Inspire Films,2023-09-25,59,10.85,21.23,3.9,-81.6
787,Updater Service,2023-09-25,300,185.5,640,395.73,-38.2
788,Saakshi Medtech,2023-09-25,97,175,45.16,81.48,80.4
789,Arabian Petro,2023-09-25,70,73.75,20.24,21.33,5.4
790,Newjaisa Tech,2023-09-25,47,26.8,39.93,22.77,-43
791,Digikore Studio,2023-09-25,171,73.65,30.48,13.13,-56.9
792,Manoj Vaibh Gem,2023-09-22,215,181.15,270.2,227.66,-15.7
