TTK Health,INE910C01018,1015.25,1029.53,1048.91,1108.22,1199.25,-15.3
Fiberweb ,INE296C01020,35.52,36.04,36.1,39.18,44.14,-19.5
Cosmo First,INE757A01017,677,683.4,694.19,771.03,845.55,-19.9
HB Leasing,INE549B01016,13.25,13.3,13.33,13.5,14.31,-7.4
Voltaire Leasin,INE763D01019,10.86,11.07,11.45,11.95,12.29,-11.6
Cravatex,INE145E01017,370.25,374.49,381.36,388.48,407,-9
Graviss Hosp,INE214F01026,32.09,33.18,33.99,36.43,42.47,-24.4
VST Ind,INE710A01016,252,252.98,253.12,254.47,277.42,-9.2
First Custodian,INE609B01018,83.15,84.62,85.48,87.85,111.44,-25.4
India Cem Cap,INE429D01017,14.14,14.32,14.83,15.49,15.87,-10.9
Bharat Bhushan ,INE900A01013,28.11,28.66,28.67,29.03,37.65,-25.3
Shalibhadra Fin,INE861D01011,102.5,102.85,104.12,108.22,127.21,-19.4
Abirami Fin,INE195I01013,37.04,37.8,39.67,41.5,46.69,-20.7
Kapil Cotex,INE393H01016,158.05,175.55,184.79,186.13,195.68,-19.2
Ashirwad Cap,INE894A01026,2.98,2.99,3.02,3.09,3.87,-23
Media Matrix ,INE200D01020,10,10.07,10.39,11.25,12.37,-19.2
Aravali Sec,INE068C01015,3.55,3.65,3.93,4.01,4.25,-16.5
Cressanda Rail,INE716D01033,3.11,3.13,3.28,3.64,4.59,-32.2
Apollo Finvest,INE412D01013,390,396.8,403.3,425.77,527.32,-26
Betex ,INE765L01017,225.85,242.82,282.34,402.46,426.68,-47.1
Garnet Intl,INE590B01010,47.93,50.83,59.5,84.7,115.27,-58.4
Donear Ind,INE668D01028,92.64,93.08,95.63,97.92,106.34,-12.9
Super Sales ,INE091C01017,698.9,708.58,709.15,747.09,853.43,-18.1
Zenith Exports,INE058B01018,208.05,213.22,227.1,239.06,248.3,-16.2
Kohinoor Food,INE080B01012,26.52,26.59,27.15,29.44,34.03,-22.1
Shivalik Bimeta,INE386D01027,415.7,424.8,437.75,458.5,486.82,-14.6
Amforge Ind,INE991A01020,7.39,7.61,8.11,8.65,9.13,-19.1
Jyoti Struc,INE197A01024,9.68,9.79,10.01,11.61,16.74,-42.2
Carborundum ,INE120A01034,838.15,852.88,853.88,877.44,959.26,-12.6
Shr Steel Wire,INE387D01025,24.38,24.42,25.29,26.66,30.75,-20.7
South Mag,INE308N01012,89.69,89.93,90.96,101.74,136.38,-34.2
Shilp Grav,INE960A01017,204.65,207.66,212.06,229.33,251.12,-18.5
Himatsingka Sei,INE049A01027,111.8,113.25,114.69,118.9,137.52,-18.7
Ganesha Eco,INE845D01014,821,840.13,870.85,995.89,1360.9,-39.7
Seasons Tex,INE707B01010,16.54,17.29,18.24,19.29,19.47,-15.1
Zenith Fibre,INE106C01013,56.13,57.91,59.88,63.71,70.07,-19.9
Pioneer Emb,INE156C01018,28.02,28.26,28.91,31.67,40,-30
Kamadgiri Fash,INE535C01013,82.06,83.2,88.48,92.54,96.2,-14.7
Patspin ,INE790C01014,8,8.19,8.35,8.94,10.35,-22.7
Yarn Syndicate,INE564C01013,13.25,13.4,13.82,14.67,21.47,-38.3
Sri KPR Ind,INE009C01019,22.29,22.38,23.44,24.08,26.61,-16.2
Winsome Text,INE837B01031,76.9,77.38,78.61,83.58,92.86,-17.2
Regency Cera,INE277C01012,45,45.64,46,46.5,47.37,-5
Saint-Gobain ,INE068B01017,105.6,106.31,106.42,110,111.2,-5
Arrow Greentech,INE570D01018,509.65,509.93,516.1,548.34,606.86,-16
Vindhya Tel,INE707A01012,1396.05,1405.78,1408.28,1438.44,1508.88,-7.5
Salzer ,INE457F01013,675.1,685.45,691.82,748.26,908.6,-25.7
Gujarat Poly ,INE541F01022,57.5,58.81,63.22,72,86.78,-33.7
Incap,INE437C01012,75.11,78.05,82.9,93.05,93.09,-19.3
Vintron Info,INE043B01028,13.21,13.26,13.8,15.92,22.45,-41.2
Lee & Nee Soft,INE791B01014,8.6,8.71,8.76,9.51,9.92,-13.3
Patels Air,INE082C01024,239.15,245.84,247.19,266.28,416.68,-42.6
Magna Electro,INE437D01010,875.95,879.82,886.3,951.95,1014.07,-13.6
Trigyn Tech,INE948A01012,66.8,67.17,67.5,72.11,80.59,-17.1
Suraj Prod,INE069E01019,204.95,214.5,230.37,298.49,341.61,-40
Tasty Bite,INE488B01017,7795,7840.82,7959.34,8423.56,9409.97,-17.2
Vadilal Ent,INE693D01018,9950,9962.8,9989.96,10207.77,10316.37,-3.6
Prima Agro,INE297D01018,19,19.09,20.64,21.66,22.83,-16.8
Anik Ind,INE087B01017,51.66,52.07,52.88,64.87,91.06,-43.3
Virat Crane Ind,INE295C01014,38.01,38.28,38.92,40.97,47.54,-20.1
Asian Tea,INE822B01017,9.89,10.14,10.36,10.89,12.2,-18.9
Sical Logis,INE075B01012,85.7,87.96,92.51,95.45,103.39,-17.1
Ratnamani Met,INE703B01027,2288.05,2343.87,2356.73,2382.51,2589.2,-11.6
Auto Stamp,INE900C01027,470.1,477.96,486.63,511.94,518.87,-9.4
Balurghat Tech,INE654B01014,14.47,14.9,14.98,15.94,18.82,-23.1
Sibar Auto ,INE441C01014,8.5,8.56,8.6,9,10.13,-16.1
Starlog Ent,INE580C01019,37.73,38.09,39.61,44.98,60.25,-37.4
Kakatiya Tex,INE092E01011,14.8,15.11,16,16.59,18.86,-21.5
Alok Ind,INE270A01011,15.96,16.09,16.1,16.8,17.88,-10.7
Pasari Spg,INE604F01010,7.38,7.46,7.49,7.89,8.33,-11.4
Olympia Ind,INE482O01021,32.69,33.98,34.12,34.82,39.45,-17.1
Sri Laksmi Sara,INE456D01010,31.83,32.94,33.46,35.81,38.56,-17.5
Zodiac ,INE206B01013,84.5,84.84,86.12,92.24,101.14,-16.5
Cityman,INE117C01010,11.12,11.35,12.8,14.71,16.27,-31.7
Damodar Ind,INE497D01022,29.99,30.12,30.37,32.23,34.68,-13.5
Bharat Global,INE893C01032,137.7,142.03,144.74,171.87,244.2,-43.6
Kitex,INE602G01020,171.2,178.23,187.73,198.55,217.7,-21.4
Cranex,INE608B01010,64.54,65.77,66.9,72.56,88.06,-26.7
Windsor Mach,INE052A01021,267.05,268.15,271.83,281.91,314.47,-15.1
Shanthi Gear,INE631A01022,456.75,464.07,469.63,482.27,497.85,-8.3
Solitaire Mach,INE410A01013,110.5,111.31,111.96,113.82,131.11,-15.7
Yogi Infra ,INE429B01011,7.67,7.92,8.03,9.22,11.16,-31.3
Taneja Aero,INE692C01020,289.35,297.18,297.47,327.21,358.61,-19.3
Cosmo Ferrites,INE124B01018,154.3,158.9,162.96,184.41,240.95,-36
EIH Ass,INE276C01014,353.8,356.14,357.25,367.58,373.49,-5.3
Medi-Caps,INE442D01010,31.5,32.05,32.07,35.26,41.56,-24.2
Aban Offshore,INE421A01028,18.84,19.38,24.73,33.09,42.09,-55.2
Lotus Choco,INE026D01011,774,789.6,817.53,898.72,1078.5,-28.2
Swiss Military,INE010C01025,19.39,19.63,19.74,21.23,26.2,-26
Martin Burn,INE199D01016,46.75,48.36,49.03,54.9,63.71,-26.6
Dhunseri Vent,INE477B01010,280.3,281.81,282.6,306.2,334.23,-16.1
Mitshi India,INE844D01017,13.95,14.07,14.56,14.77,15.3,-8.8
Constronic Inf,INE537B01011,55.8,60.16,62.06,63.09,69.07,-19.2
Axtel Ind,INE767C01012,422.85,437.47,439.2,462.02,464.68,-9
Patidar Build,INE637N01014,7.62,8.01,8.29,8.7,9.66,-21.1
Vinyl Chem,INE250B01029,238,239.56,241.15,257.62,281.84,-15.6
Wanbury,INE107F01022,225.8,228.82,233.13,240.84,251.17,-10.1
Jayant Agro ,INE785A01026,200,202.1,203.72,216.03,241.7,-17.3
Marksans Pharma,INE750C01026,178.9,180.8,184.27,185.47,213.43,-16.2
Syncom Form,INE312C01025,13.9,14.21,14.6,15.65,17.37,-20
SVC Ind,INE038B01010,3.11,3.17,3.24,3.59,3.84,-19
Tirupati Starch,INE314D01011,168.6,168.75,169.77,174.01,178.09,-5.3
Aksharchem,INE542B01011,238,238.89,245.06,256.28,256.56,-7.2
Hester Bio,INE782E01017,1581,1590.64,1592.2,1636.73,1782.6,-11.3
Sandu Pharma,INE751D01014,37.85,37.94,38.46,41.04,48.23,-21.5
Link Pharma,INE302F01011,30.05,31.42,31.57,33.32,35.7,-15.8
MPL Plast,INE343A01016,8.11,8.2,8.35,8.94,9.78,-17.1
Orient Press,INE609C01024,76,77.69,78.45,83.26,87.79,-13.4
Ganesh Housing,INE460C01014,799.1,802.62,807.71,819.46,981.4,-18.6
Cindrella Hotel,INE908C01012,59.8,60,62.01,63.4,64,-6.6
Patel Integ,INE529D01014,13.43,13.78,13.79,13.98,15.54,-13.6
Kkalpana Ind,INE301C01028,8.73,8.85,9.27,10.11,12.08,-27.7
Indrayani Bio,INE007C01021,10.86,11.31,12.93,13.96,16.79,-35.3
Euro Leder,INE940E01011,19,19.5,19.86,20.83,21.44,-11.4
Winsome Brew,INE391C01011,26.11,26.55,27.28,28.15,32.33,-19.2
Elegant Flori,INE152E01013,4.61,4.64,4.86,5.17,5.79,-20.4
Sky Ind,INE765B01018,88.5,89.23,90.36,91.32,98.37,-10
Country Club ,INE652F01027,15.06,15.18,15.34,16.07,16.93,-11.1
Wim Plast,INE015B01018,432.2,433.16,451.18,480.04,495.81,-12.8
Royale Manor,INE008C01011,37.25,37.67,38.24,40.24,45.86,-18.8
Thakker Devel,INE403F01017,135,139.68,140.89,150.83,170,-20.6
Elegant Marbles,INE095B01010,204.9,206.28,212.11,220.75,238.04,-13.9
Raghunath Intl,INE753B01014,11.7,11.91,12.09,12.55,13.41,-12.8
Arex Ind,INE480H01011,133.5,137.23,140.25,146.77,151.26,-11.7
Rajasthan Sec,INE184D01018,39.1,39.86,40.91,43.8,47.32,-17.4
63 Moons,INE111B01023,714.5,723.32,744.19,771.02,827.36,-13.6
Sonal Adh,INE344I01017,43.04,44.86,45.39,47.55,51.69,-16.7
Gujarat Craft,INE372D01019,115.05,117.83,118.96,127.83,144.56,-20.4
Gujarat Alkali,INE186A01019,496.5,501.3,505.01,533.82,583.67,-14.9
Lords Ishwa Hot,INE689J01013,14.01,14.24,14.95,16.56,17.76,-21.1
Antelopus Selan,INE818A01017,381.55,401.52,404.08,466.95,568.35,-32.9
Natraj Proteins,INE444D01016,31.81,31.83,33.79,37.36,40.32,-21.1
Surat Trade,INE936A01025,5.02,5.05,5.17,5.58,6.43,-21.9
Kay Power,INE961B01013,11.43,11.68,12.31,13.39,17.63,-35.2
Global Capital ,INE062C01034,.58,.59,.6,.61,.69,-15.9
Nila Infra,INE937C01029,9.35,9.5,9.67,9.82,10.65,-12.2
Epic Energy,INE932F01015,40.71,41.77,42.8,43.74,54.37,-25.1
Sumedha Fis,INE886B01012,44.44,45.01,48.42,50.51,61.48,-27.7
Ashish Poly,INE831C01016,32.5,32.82,33.01,34.71,39.26,-17.2
Siddha Vent,INE140C01012,5.41,5.48,5.53,5.89,7.3,-25.9
Sumeru Ind,INE764B01029,1.79,1.84,1.91,1.99,2.14,-16.4
Tinna Rubber,INE015C01016,755.35,774.65,791.83,869.72,951.28,-20.6
Relaxo Foot,INE131B01039,403.8,404.28,404.65,418.44,449.56,-10.2
Shilpa Medi,INE790G01031,318.4,318.61,323.09,347.87,378.85,-16
Anirit Ventures,INE161F01011,44.82,45.21,62.16,77.1,92.71,-51.7
Jagan Lamps,INE144C01014,68,68.25,68.38,70.35,75.41,-9.8
Agarwal Fortune,INE510B01018,17.4,17.81,18.55,19.78,21.21,-18
Suncity Synth,INE584D01019,12.97,13.81,14.09,14.93,16.74,-22.5
SSPDL,INE838C01011,12.07,12.64,13.48,14.95,17.74,-32
Daikaffil Chem,INE789B01018,74.5,75.02,75.3,93.6,150.19,-50.4
SI Capital Fin,INE417F01017,27.08,28.08,29.75,32.7,36.78,-26.4
ERP Soft Sys,INE308B01017,69,75.58,92.83,97.37,112.21,-38.5
Stanpacks,INE457D01018,10.54,10.95,11.3,12.84,13.48,-21.8
Raminfo,INE357B01022,69.31,71.84,74.36,81.15,84.53,-18
Diana Tea Co,INE012E01035,27.45,28.24,28.27,29,30.93,-11.3
Balaji Amines,INE050E01027,1083.3,1102.46,1112.92,1228.16,1428.5,-24.2
Competent Auto,INE823B01015,376.8,379.61,390.41,396.12,415.27,-9.3
Patel Engg,INE244B01030,28.39,28.65,29.74,33.62,39.7,-28.5
Catvision,INE660B01011,20,20.17,20.45,21.25,23.22,-13.9
Shilchar Tech,INE024F01011,3742,3807.26,3922.91,4146.09,4493.64,-16.7
Deco-Mica,INE907E01010,62.21,63.85,65.47,71.95,73.02,-14.8
Rasi Elect,INE822D01021,14.3,14.73,15.36,16.53,19.62,-27.1
India Gelatine,INE342D01012,332,333.39,334.05,335.76,360.22,-7.8
Paragon Fin,INE015E01012,47.01,49.24,51.04,52.05,54.68,-14
Mercury EV-Tech,INE763M01028,36.9,36.96,38.07,40.51,55.64,-33.7
Sparc Electrex,INE960B01015,5.01,5.04,5.18,5.85,7.99,-37.3
Centenial Surgi,INE405H01018,96.05,99.76,99.85,102.58,121.69,-21.1
Narendra Proper,INE603F01012,34.68,36.32,37.47,38.32,38.83,-10.7
Prakash Wool,INE523I01016,25,25.63,26.14,27.89,29.52,-15.3
Mohit Ind,INE954E01012,28.05,28.28,28.75,31.06,31.14,-9.9
Polylink Poly,INE323D01020,20.42,21.09,21.12,21.79,27.03,-24.5
CG-VAK Soft,INE084D01010,223.9,230.44,234.27,246.5,271.22,-17.5
Sybly Ind,INE080D01042,1.64,1.67,1.7,1.81,3.68,-55.4
Maris Spinners,INE866D01010,31.47,31.65,31.82,34.67,35.94,-12.4
Jindal World,INE247D01039,29.23,29.27,29.5,33.15,51.11,-42.8
Gorani Ind,INE792J01015,58.03,60.81,63.62,66.93,79.68,-27.2
Silver Oak,INE870J01019,95,95.98,96.83,102.46,144.35,-34.2
Suraj,INE713C01016,249,249.6,257.16,279.22,353.01,-29.5
National Gener,INE654H01011,38.45,40.11,42.16,47.07,53.26,-27.8
UVS Hospitality,INE528C01018,119.75,120.99,124.13,129.21,136.77,-12.4
RR Metalmaker,INE117K01013,29,30.52,31.74,32.22,35.98,-19.4
Prithvi Exchan,INE621B01021,114.2,115.14,115.47,123.05,152.55,-25.1
Panchsheel Org,INE316G01019,127.95,128.6,130.33,135.75,150.8,-15.2
Gini Silk,INE548B01018,61.35,62.21,64.51,66.92,85.05,-27.9
GK Cons,INE131D01019,10.91,12.33,12.57,14.34,16.74,-34.8
PFL Info,INE600F01018,7.32,7.66,8.66,8.99,9.42,-22.3
Metal Coatings,INE161E01014,67.5,67.51,67.95,68.58,71.87,-6.1
Ganga Papers ,INE278O01015,80.55,83.62,85.28,86.21,94.86,-15.1
Rodium Realty,INE513E01024,160,163.57,166.37,170.81,185.43,-13.7
Unitech Intl,INE929K01011,3.95,3.96,4.11,4.31,4.61,-14.3
Popular Estate,INE370C01015,18.07,18.78,20.51,21.06,21.97,-17.8
Ambika Cotton,INE540G01014,1240.1,1243.16,1253.69,1300.06,1430.81,-13.3
Odyssey Corp,INE839E01023,7.52,7.63,8.03,8.2,14.93,-49.6
Frontline Corp,INE092D01013,36.8,37.53,38.43,39.19,43.36,-15.1
Atvo Enterprise,INE219M01021,12.81,13.38,14.29,15.62,15.78,-18.8
HB Stock ,INE550B01022,72.17,73.62,74.25,80.46,85.4,-15.5
TCFC Fin,INE389D01013,32,32.65,39.82,43.5,48.38,-33.9
HB Estate,INE640B01021,67,67.54,69.55,77.69,88.83,-24.6
Aksh Optifibre,INE523B01011,6.33,6.43,6.48,6.96,8.43,-24.9
Brightcom Group,INE425B01027,10.4,10.55,10.8,12.39,13.84,-24.9
Tata Tele,INE517B01013,48.59,49.43,49.9,52.43,60.4,-19.6
Wep Soln,INE434B01029,22.74,22.94,23.23,24.4,27.8,-18.2
Pritish Nandy,INE392B01011,25.81,26.79,26.92,28.5,30.58,-15.6
Saven Tech,INE856B01023,43.5,44.27,44.85,45.53,46.56,-6.6
Next Media,INE747B01016,5.76,5.94,6.07,6.41,6.76,-14.8
MPS,INE943D01017,1952.1,1992.83,2010.74,2136.52,2386.03,-18.2
Cera Sanitary,INE739E01017,5170.7,5217.44,5266.85,5633.05,6101.69,-15.3
Compuage Info,INE070C01037,1.67,1.71,1.74,1.86,1.99,-16.1
Ponni Sugars ,INE838E01017,263.9,264.7,271.5,282.71,309.7,-14.8
Oracle Fin,INE881D01027,7591.4,7673.03,7800.51,8202.95,8559.24,-11.3
Aptech,INE266F01018,92.11,92.27,95.85,103.57,131.91,-30.2
United Brew,INE686F01025,1589.5,1604.12,1622.26,1716.54,1912.64,-16.9
Pokarna,INE637C01025,809.1,830.4,833.23,859.4,984.89,-17.9
Indoco Rem,INE873D01024,230,231.95,237.39,258.52,269.5,-14.7
Impex Ferro,INE691G01015,1.81,1.82,1.84,1.88,2.17,-16.6
Shoppers Stop,INE498B01024,381.9,385.39,414.05,453.5,512.61,-25.5
Beeyu Overseas,INE052B01011,2.91,2.94,3,3.1,3.44,-15.4
SPL Ind,INE978G01016,34.2,34.24,35.58,38.16,40.69,-16
Shr Renuka Sug,INE087H01022,25.85,26.1,26.23,27.74,30.46,-15.1
Everest Kanto ,INE184H01027,116.4,116.42,116.51,128.69,133.51,-12.8
GVK Power ,INE251H01024,3.06,3.08,3.18,3.28,3.74,-18.2
Sadbhav Engg,INE226H01026,10.02,10.74,11.13,11.34,13.39,-25.2
Reliance Comm,INE330H01018,1.07,1.1,1.14,1.25,1.46,-26.7
STL Global,INE353H01010,12.61,12.81,12.91,13.67,14.33,-12
Kewal Kiran,INE401H01017,466.45,478.36,486.49,507.53,508.15,-8.2
JHS Svendgaard,INE544H01014,9.07,9.43,9.89,11.2,13.13,-30.9
Global Vectra ,INE792H01019,199,199.02,199.09,207.68,230.37,-13.6
Inspirisys Sol,INE020G01017,86.14,89.07,89.21,92.86,95.2,-9.5
Sutlej Textiles,INE645H01027,31.31,31.89,32.36,33.72,39.71,-21.2
LT Foods,INE818H01020,377.1,384.59,391.75,404.74,411.18,-8.3
Zee Media ,INE966H01019,8.9,8.95,9.09,9.61,12.9,-31
Cambridge Tech,INE627H01017,38.91,39.71,40.28,45.84,50.46,-22.9
Firstsource ,INE684F01012,334.95,335.78,341.03,344.04,351.27,-4.7
Oriental Trimex,INE998H01012,8.1,8.19,8.37,9.03,10.5,-22.9
Jagjanani Tex,INE702H01018,4.51,4.97,5.23,5.58,8.02,-43.8
Hilton Metal ,INE788H01017,33.56,34.87,39.4,42.37,62.25,-46.1
Haryana Capfin,INE928H01019,167,167.26,170.3,184.38,191.98,-13
Nelcast,INE189I01024,103.5,104.47,106.01,110.99,120.38,-14
Tarmat,INE924H01018,49.01,50.6,51.87,52.56,55.12,-11.1
HDIL,INE191I01012,2.33,2.39,2.42,2.66,3.04,-23.4
Magnum Ven,INE387I01016,22.25,22.68,23.02,23.61,26.95,-17.4
IL&FS Engg,INE369I01014,26.5,26.72,27.27,27.52,34.4,-23
Parle Ind,INE272G01014,8.94,8.99,9.07,9.51,13.59,-34.2
Rathi Bars,INE575I01016,24,24.95,25.84,27.56,33.05,-27.4
Jyothy Labs,INE668F01031,280.5,282.07,282.61,300.69,335.61,-16.4
GSS Info,INE871H01011,16,16.29,16.88,20.48,33.31,-52
Gokak Textiles,INE642I01014,66.41,68.43,71.41,79.7,89.84,-26.1
Adi Birla Money,INE865C01022,140.3,142.5,145.73,154.54,168.53,-16.8
Telogica,INE778I01024,9.6,9.92,10.12,11.26,11.98,-19.9
CHL,INE790D01020,33.5,34.09,34.4,35.56,35.62,-6
Archidply Ind,INE877I01016,91.59,91.61,92.06,95.74,97.93,-6.5
Somi Conveyor,INE323J01019,121.85,123.8,127.88,139.34,157.62,-22.7
Vedavaag Sys,INE359B01010,27.6,27.83,28.51,31.28,41.71,-33.8
Mahindra Holi,INE998I01010,304,307.28,308.82,320.2,333,-8.7
Bengal & Assam ,INE083K01017,6599,6733.49,6939.75,7388.06,7782.52,-15.2
Astec Life,INE563J01010,692.05,705.78,713.94,718.83,790.37,-12.4
MBL Infra,INE912H01013,31.05,31.8,32.69,37.28,42.67,-27.2
Rossell ,INE847C01020,48.63,49.89,51.65,57.3,65.26,-25.5
Man Infra,INE949H01023,126.85,127.95,129.03,134.61,159.67,-20.6
Intrasoft Tech,INE566K01011,91,91.09,92.89,94.35,104.77,-13.1
KCP Sugar,INE790B01024,25.85,26.1,26.24,28.19,33.82,-23.6
GKB Ophthal,INE265D01015,50.99,51.12,51.55,58.28,72.18,-29.4
CP Capital,INE521J01018,110.65,112.48,113.65,116.39,218.99,-49.5
Orient Green,INE999K01014,11.63,11.68,11.81,12.74,13.4,-13.2
Va Tech Wabag,INE956G01038,1212.2,1281.09,1281.21,1359.09,1436.11,-15.6
RPP Infra ,INE324L01013,99.45,100.19,101.75,109.98,136.41,-27.1
Zee Learn,INE565L01011,7.21,7.26,7.31,7.78,8.12,-11.2
Indian Terrain,INE611L01021,34.19,34.48,35.01,36.59,36.94,-7.4
Zen Tech,INE251B01027,1351,1362.94,1369.44,1381.28,1554.89,-13.1
Lovable Ling,INE597L01014,78.25,80.25,81.17,86.72,93.78,-16.6
Flexituff Ven,INE060J01017,12.58,12.63,14.58,17.07,30.26,-58.4
Virtual Glob,INE247C01023,.49,.5,.51,.54,.55,-10.9
V-Mart ,INE665J01013,690,709.04,734.83,792.4,793.01,-13
Mystic Elect,INE159O01033,3.36,3.41,3.43,3.56,4.18,-19.6
Alacrity Sec,INE030P01017,51.11,51.26,52.46,53.95,72.62,-29.6
Ind Renew,INE138O01029,11.67,11.72,11.92,12.8,13,-10.2
Stellar Cap Ser,INE325P01011,5.89,5.99,6.15,6.55,6.56,-10.2
Suyog Tel,INE442P01014,603.5,610.24,617.45,683.95,898.46,-32.8
Chemtech Indl,INE212P01011,79.51,81.15,81.74,97.78,123.69,-35.7
Shri Vasuprada,INE574G01013,104.25,106.66,109.57,112.99,116.26,-10.3
Moneyboxx Fin,INE296Q01012,59.25,61.13,64.13,71.77,87.46,-32.3
Cemantic Infra,INE222B01028,4.02,4.14,4.46,4.65,5.24,-23.3
Vishal Fabrics,INE755Q01025,25.18,25.62,26.75,27.64,30.44,-17.3
Vasundhara Ras,INE406F01010,168.9,171.92,177.15,181.81,214.25,-21.2
Snowman ,INE734N01019,40.25,40.35,40.57,45.04,52.36,-23.1
QGO Finance,INE837C01013,44.22,44.94,46.32,46.44,51.79,-14.6
Rajasthan Cyl,INE929D01016,35.6,36,36.67,37.22,40.08,-11.2
Econo Trade,INE937K01014,6.9,6.91,7.05,7.56,7.7,-10.4
Vibrant Global,INE761Q01015,36.36,36.74,37.92,39.82,44.71,-18.7
Crane Infra,INE176L01017,15.9,16.46,16.48,16.9,19.06,-16.6
JMJ Fintech,INE242Q01016,14.91,15.22,15.31,15.67,21.7,-31.3
Dhunseri Tea,INE341R01014,160.3,160.62,161.3,164.05,188.36,-14.9
Abhinav Leasing,INE211D01027,1.14,1.16,1.2,1.25,1.45,-21.4
Gita Renewable,INE776O01018,87.6,88.39,91.52,96.82,115.76,-24.3
Tirupati Innova,INE812Q01016,8.12,8.17,8.34,8.65,9.91,-18.1
Ganesha Ecovers,INE369Q01017,27.85,28.21,28.98,31.36,34.62,-19.6
Shivalik Rasaya,INE788J01021,347.55,354.59,365.33,400.27,541.55,-35.8
Amba Ent,INE829P01020,158.5,161.3,163.33,164.04,168.24,-5.8
Gala Glob Prod,INE480S01026,1.99,2.03,2.07,2.35,2.98,-33.2
Arvind Smartspa,INE034S01021,585,590.25,598,605.41,657.44,-11
Waaree Tech,INE725P01012,217.05,222.34,223.89,246.41,298.66,-27.3
Acme Res,INE636B01011,37.76,37.9,38.21,39.07,39.72,-4.9
Lux Ind,INE150G01020,1056.25,1095.56,1111.23,1187.66,1360.44,-22.4
Aarnav Fashion,INE750R01016,28.77,29.44,32.02,36.08,45.97,-37.4
BFL Asset Fin,INE948Q01018,9.95,10.13,10.35,11.71,13.71,-27.4
Quick Heal Tech,INE306L01010,264.3,266.35,273.05,300.12,329.8,-19.9
Hiliks Tech,INE966Q01010,49.81,51.66,54.46,58.91,63.26,-21.3
Advik Capital,INE178T01024,1.31,1.32,1.33,1.4,1.62,-19.1
Mahanagar Gas,INE002S01010,1074.5,1119.84,1124.84,1203.78,1311.03,-18
Titaan Ten Ent,INE120V01014,67,67.74,73.69,91.62,94.64,-29.2
SP Apparels,INE212I01016,690.5,698.84,708.45,729.72,771.52,-10.5
BLS Intl,INE153T01027,313.75,317.3,318.45,319.07,365.41,-14.1
Southern Info,INE298B01010,23.6,23.65,23.8,24.22,24.64,-4.2
LKP Sec,INE341H01023,15.75,16.09,16.13,17.4,19.78,-20.4
JITF Infralogis,INE863T01013,268.8,274.5,276.87,301.92,372.52,-27.8
Avenue Super,INE192R01011,3664.9,3705.83,3793.61,3997.61,4085.78,-10.3
Tejas Network,INE010J01012,445.6,450.09,457.42,504.97,668.85,-33.4
Avadh Sugar,INE349W01017,367.75,369.95,373.91,391.83,448.68,-18
ANG Lifescience,INE236W01016,27.86,28.95,29.69,29.98,31.36,-11.2
Bharat Road,INE727S01012,21.99,22.24,22.4,23.47,26.4,-16.7
Rel Home Fin,INE217K01011,2.86,2.89,2.98,3.28,4.06,-29.6
Capacite Infra,INE264T01014,253,256.42,257.79,272.53,317.1,-20.2
Tube Invest,INE974X01010,2547.4,2584.22,2607.32,2865.51,2935.1,-13.2
Diligent Media,INE016M01021,3.72,3.82,3.96,4.12,4.84,-23.1
Crystal Busines,INE994R01010,2.02,2.03,2.04,2.09,2.46,-17.9
Praxis Home,INE546Y01022,9.11,9.22,9.44,10.8,12.36,-26.3
Gautam Gem,INE063Z01017,3.68,3.77,3.88,3.97,4.35,-15.4
Yamuna Synd,INE868X01014,28000,28027.8,30504.49,33742.81,36324.46,-22.9
Active Cloth,INE380Z01015,104.4,104.78,108.59,110.53,122.34,-14.7
Yasho Ind,INE616Z01012,1345,1399.23,1474.53,1569,1782.99,-24.6
Dhruv Consult,INE506Z01015,46.08,47.24,48.57,49.94,70.97,-35.1
Indo US Bio,INE250Z01010,120.7,122.9,124.37,128.35,160.5,-24.8
Innovat Facade,INE870Z01015,181.45,182.3,186.59,199.52,206.65,-12.2
Zim Lab,INE518E01015,69.59,70.65,71.17,71.72,87.03,-20
Affordable Robo,INE692Z01013,201.5,204.2,207.05,229.78,366.62,-45
Dollar Ind,INE325C01035,345.45,348.76,353.71,353.88,379.99,-9.1
Palm Jewel,INE838Z01012,16.82,18.1,18.2,20.08,27.59,-39
Unick Fix,INE250G01010,54.25,57.85,59.75,62.32,66.47,-18.4
Deep Polymer,INE00IY01012,38.63,38.8,40.2,43.13,50.51,-23.5
Xpro India,INE445C01015,922.4,951.53,968.35,1025.13,1136.32,-18.8
DE Nora ,INE244A01016,680,685.76,696.87,734.35,821.3,-17.2
Lambodhara ,INE112F01022,118.85,120.44,122.39,128.85,133.22,-10.8
Aaron Ind,INE721Z01010,170.51,172.06,176.4,186.53,188.03,-9.3
Airo Lam,INE801L01010,99.71,100.89,102.05,103.49,105.52,-5.5
Consolidate Fin,INE025A01027,164.86,165.02,166.98,172.65,187.22,-11.9
India Power,INE360C01024,9.99,10.01,10.1,10.88,12.56,-20.5
Debock Indus,INE411Y01011,1.66,1.7,1.75,1.87,2.2,-24.6
Elgi Rubber ,INE819L01012,41.28,44.27,47.21,54.88,64.74,-36.2
Emkay Tap Cut,INE332S01011,113,113.39,118.48,130.66,258.07,-56.2
GVP Infotech,INE382T01030,8.72,8.84,9.1,9.24,9.85,-11.5
Kothari Sugars,INE419A01022,27.09,27.19,27.66,29.19,34.18,-20.7
