415,INE071E01023,,,,,,,,,
416,INE071F01012,,,,,,Y,Y,,
417,INE071N01016,N,,,,N,,,,
418,INE071Y01013,,,,,,,,,
419,INE072A01029,,,,,,Y,Y,,
420,INE072B01019,,,,,,Y,,,
421,INE073D01013,,,,,,,,,
422,INE073G01016,,,,,N,,,,
423,INE073K01018,,,,,,,,,
424,INE073V01015,,,,,,Y,Y,,
425,INE074A01025,,,,,,Y,,,
426,INE074B01023,,,,,,,,,
427,INE074C01013,,,,,,,,,
428,INE074H01012,,,,,,Y,Y,,
429,INE075A01022,,,,,,,,,
430,INE075B01012,,,,,N,,,,
431,INE075D01018,Y,Y,,,,,,,
432,INE075H01019,,,,N,,,,,
433,INE075I01017,,,,,,Y,,,
434,INE075K01013,,,,,,,,,
435,INE076B01028,,,,,,,,,
436,INE076C01018,,,,,Y,Y,Y,Y,Y
437,INE076D01016,,,,,,Y,,,
438,INE077B01018,,,,,,Y,,,
439,INE077F01035,,,,,N,,,,
440,INE077P01034,,,,,,Y,Y,,
441,INE078D01012,,,,,,Y,Y,,
442,INE078I01011,,,,,,Y,Y,,
443,INE078V01014,,,,,N,,,,
444,INE079A01024,,,,,,Y,Y,,
445,INE079C01012,,,,,,,,,
446,INE079J01017,,,,,N,,,,
447,INE079L01013,,,,,,Y,,,
448,INE079N01019,,Y,,,,,,,
449,INE07G501017,,,,,,,,,
450,INE07GA01011,,,,,,,,,
451,INE07K301024,,,,,,Y,Y,,
452,INE07O001026,,,,,N,,,,
453,INE07OG01012,,,,,N,,,,
454,INE07RO01027,,,,,,Y,Y,,
455,INE07S101038,,,,,N,,,,
456,INE07T201019,,,,,,Y,Y,,
457,INE07U701015,,,,,,,,,
458,INE07Y701011,,,,,,Y,,,
459,INE080B01012,,,,,N,,,,
460,INE080D01042,,,,,N,,,,
461,INE080G01029,,,,,,Y,,,
462,INE080I01025,,,,,,Y,Y,,
463,INE081A01020,Y,,,Y,,Y,Y,,
464,INE081G01019,,,,,N,,,,
465,INE082101010,,,,,,,,,
466,INE082A01010,,,,,,Y,Y,,
467,INE082B01018,,,,,,,,,
468,INE082C01024,,,,,N,,,,
469,INE082W01014,,,,,,Y,Y,,
470,INE083A01026,,,,,,,,,
471,INE083B01024,,,,,,Y,,,
472,INE083C01022,,,,,,Y,Y,,
473,INE083D01012,,,,,,,,,
474,INE083E01010,,,,,,,,,
475,INE083G01031,,,,,,,,,
476,INE083K01017,,,,N,N,,,,
477,INE084A01016,Y,,,Y,Y,Y,Y,Y,Y
478,INE084C01012,,,,,,,,,
479,INE084D01010,N,,,N,N,,,,
480,INE084K01015,,,,,,,,,
481,INE084Q01012,N,,,,N,,,,
482,INE085001019,,,,,,,,,
483,INE085A01013,,,,,,,,,
484,INE085D01033,,,,,,Y,Y,,
485,INE085J01014,Y,Y,,,Y,Y,Y,Y,Y
486,INE086A01029,,,,,,,,,
487,INE087A01019,,,,N,,,,,
488,INE087B01017,,,,,N,,,,
489,INE087E01011,,,,,,Y,Y,,
490,INE087H01022,,,,,N,,,,
491,INE087Z01024,,,,,,Y,,,
492,INE088D01011,,,,,,,,,
493,INE088E01019,,,,,,,,,
494,INE088F01024,,,,N,,,,,
495,INE088G01014,,,,,,Y,Y,Y,
496,INE088P01015,,,,N,,,,,
497,INE089A01031,,,,,,,,,
498,INE089C01029,,,,,,,,,
499,INE089T01023,,,,,,,,,
500,INE08E401029,,,,,,Y,,,
501,INE08KD01015,Y,,,,,Y,Y,Y,
502,INE08KJ01020,,,,,Y,Y,Y,Y,Y
503,INE08KP01019,,,,,,,,,
504,INE08LI01020,,,,,,Y,Y,,
505,INE08N601015,,,,,,,,,
506,INE08NE01025,,,,,,,,,
507,INE08NZ01012,,,,,,Y,Y,,
508,INE08PH01015,,,,,,Y,Y,,
509,INE08RT01016,,,,,,,,,
510,INE08S201019,,,,,,,,,
511,INE08U801020,,,,,N,,,,
512,INE08ZM01014,,,,,N,,,,
513,INE090501011,,,,,,,,,
514,INE090A01021,,,,,,Y,Y,,
515,INE090B01011,,,,,,Y,Y,,
516,INE090D01017,,,,,,Y,Y,,
517,INE090Y01013,,,,,,,,,
518,INE091C01017,,,,,N,,,,
519,INE091G01026,,,,,,,,,
520,INE092301014,,,,,,Y,,,
521,INE092A01019,N,,,,,Y,,,
522,INE092B01025,,,,,,Y,Y,,
523,INE092D01013,,,,,N,,,,
524,INE092E01011,N,,,,N,,,,
525,INE092G01024,,,,,,,,,
526,INE092H01014,,,,,,Y,,,
527,INE092T01019,,,,,,,,,
528,INE093A01041,,,,,,,,,
529,INE093I01010,,,,,,Y,Y,,
530,INE093R01011,,,,,,,,,
531,INE094A01015,,,,,,,,,
532,INE094C01011,,,,,N,,,,
533,INE094E01017,,,,,,,,,
534,INE094I01018,,,,,,,,,
535,INE094J01016,,,,,,Y,Y,,
536,INE094S01041,,,,,,,,,
537,INE095A01012,,,,,,Y,Y,Y,
538,INE095B01010,,,,,N,,,,
539,INE095C01018,,,,,,,,,
540,INE095I01015,,,,,,,,,
541,INE095N01031,,,,,,,,,
542,INE096A01010,,,,,,Y,,,
543,INE096B01018,,,,,N,,,,
544,INE096I01021,,,,,,Y,,,
545,INE096L01025,,,,,,,,,
546,INE097E01028,,,,,,Y,,,
547,INE098201036,,,,Y,Y,Y,Y,Y,Y
548,INE098E01026,,,,,N,,,,
549,INE098F01031,,,,,,,,,
550,INE099D01026,N,N,,,N,,,,
551,INE099E01016,,,,,,,,,
552,INE099G01011,,,,,,,,,
553,INE099S01016,,,,,,Y,,,
554,INE099Z01011,,,,,,,,,
555,INE09A801015,,,,,,Y,,,
556,INE09BN01011,,,,,,,,,
557,INE09E501017,,,,,,Y,,,
558,INE09EO01013,,,,,N,,,,
559,INE09FA01019,,,,,,Y,,,
560,INE09KD01013,,,,,,,,,
561,INE09N301011,,,,,,,,,
562,INE09VQ01012,,,,,,Y,,,
563,INE09XN01023,,,,,,,,,
564,INE0A0S01028,,,,,Y,Y,Y,Y,Y
565,INE0A1101019,,,,,,,,,
566,INE0A6N01026,,,,,,Y,,,
567,INE0A8401016,N,N,,,,Y,,,
568,INE0AE001013,,,,,,Y,,,
569,INE0AG901020,,,,,,Y,Y,Y,
570,INE0AJG01018,,,,,,Y,Y,,
571,INE0AK901016,,,,,,,,,
572,INE0ALI01010,,,,,,,,,
573,INE0ALR01029,,,,,Y,Y,Y,Y,Y
574,INE0APB01032,,,,,,,,,
575,INE0AQ201015,,,,,,,,,
576,INE0B1K01014,,,,,,Y,Y,,
577,INE0B2N01016,,,,,,,,,
578,INE0B9A01018,Y,,,,,Y,Y,,
579,INE0B9K01025,,,,,N,,,,
580,INE0BDU01028,,,,,,Y,,,
581,INE0BHK01012,Y,Y,,,Y,Y,Y,Y,Y
582,INE0BJS01011,,,,,N,,,,
583,INE0BLY01023,,,,,N,,,,
584,INE0BS701011,N,N,,,N,,,,
585,INE0BSN01013,,,,,,,,,
586,INE0BTI01037,,,,,,Y,,,
587,INE0BTM01013,,,,,,,,,
588,INE0BTR01012,,,,,N,,,,
589,INE0BUQ01012,,,,,,,,,
590,INE0BV301023,,,,,,,,,
591,INE0BWX01014,Y,,,Y,Y,Y,Y,Y,Y
592,INE0BX301013,,,,,,,,,
593,INE0BY001018,,,,,,Y,Y,Y,
594,INE0BYP01024,N,,,,N,,,,
595,INE0BZQ01011,,,,,,Y,Y,,
596,INE0CAJ01017,N,,,,N,,,,
597,INE0CAZ01013,,,,,,Y,Y,,
598,INE0CBM01019,,,,,,,,,
599,INE0CFG01012,,,,,N,,,,
600,INE0CFH01028,,,,,N,,,,
601,INE0CG401037,N,N,,,N,,,,
602,INE0CG601016,,,,,N,,,,
603,INE0CHO01012,,,,,,,,,
604,INE0CJD01029,,,,,,,,,
605,INE0CJF01024,,,,,,,,,
606,INE0CLI01024,,,,,,,,,
607,INE0CPR01018,,,,,,Y,Y,,
608,INE0CQ101015,,,Y,,,Y,Y,,
609,INE0CRS01012,,,,,,,,,
610,INE0CT101020,,,,,,,,,
611,INE0CTB01014,N,,,N,,,,,
612,INE0CU601026,,,,,,,,,
613,INE0CYK01015,,,,,Y,Y,Y,Y,Y
614,INE0CZ201020,,,,,N,,,,
615,INE0D0K01022,N,N,,,N,,,,
616,INE0D0U01013,,,,,,,,,
617,INE0D6701023,,,,,,,,,
618,INE0D6I01023,,,,,N,,,,
619,INE0D8001018,,,,,,,,,
620,INE0DAB01012,,,,,,Y,Y,,
621,INE0DD10101,,,,,,,,,
622,INE0DEZ01013,,,,,,Y,Y,Y,
623,INE0DHF01018,,,,,Y,Y,Y,Y,Y
624,INE0DK501011,,,,,,Y,Y,,
625,INE0DM401012,,,,,,Y,,,
626,INE0DN001027,,,,,,,,,
627,INE0DNW01011,,,,,,,,,
628,INE0DQN01013,,,,,,,,,
629,INE0DSF01015,,,,,,,,,
630,INE0DTQ01028,,,,,,,,,
631,INE0DUT01020,,,,,,Y,Y,,
632,INE0DYJ01015,,,,,,Y,Y,,
633,INE0DZ101013,,,,,N,,,,
634,INE0DZ701010,,,,,,Y,Y,,
635,INE0DZD01015,,,,,N,,,,
636,INE0E4I01027,,,,,,,,,
637,INE0E7301029,N,,,,,,,,
638,INE0EAS01014,,,,,,,,,
639,INE0ECC01022,N,N,,,N,,,,
640,INE0ECP01024,,,,,,Y,Y,,
641,INE0EDU01014,,,,,,Y,,,
642,INE0EEJ01023,,,,,,,,,
643,INE0EK901012,,,,,,Y,Y,Y,
644,INE0EOJ01014,,,N,N,,,,,
645,INE0F3301020,,,,,,,,,
646,INE0FFF01017,,,,,N,,,,
647,INE0FFK01017,,,,,,Y,,,
648,INE0FHS01024,,,,,,,,,
649,INE0FK501019,,,,,,Y,,,
650,INE0FLF01015,,,,,,Y,,,
651,INE0FMW01018,,,,,,,,,
652,INE0FMZ01045,,,,,,Y,,,
653,INE0FPO01018,,,,,,Y,Y,,
654,INE0FRK01020,,,,N,N,,,,
655,INE0FS801015,Y,,,,Y,Y,Y,Y,Y
656,INE0FW001016,,,,,,,,,
657,INE0G1L01017,,,,,,,,,
658,INE0G5901015,,,,,,Y,Y,,
659,INE0GAO01018,,,,,,Y,Y,,
660,INE0GEN01012,,,,,,,,,
661,INE0GFE01026,,,,,,,,,
662,INE0GGO01015,,,,,,Y,,,
663,INE0GIU01018,,,,,N,,,,
664,INE0GK401011,,,,,,,,,
665,INE0GMR01016,,,,,,Y,,,
666,INE0GSL01024,,,,,N,,,,
667,INE0GTX01019,,,,,,,,,
668,INE0GV601021,,,,,N,,,,
669,INE0GX601011,N,,N,,,,,,
670,INE0GXK01018,,,,,,Y,,,
671,INE0GYI01028,,,,,,,,,
672,INE0H4B01011,,,,,,,,,
673,INE0H5O01029,,,,,,,,,
674,INE0H8H01019,,,,,,,,,
675,INE0HF201011,,,,,,Y,,,
676,INE0HKW01018,N,N,,,,Y,,,
677,INE0HLJ01013,,,,,,Y,,,
