Antony Waste,INE01BK01022,500.45,1419.87,30,2.1,111969,53.8,509.55,480.5,489.15,2.3,557.34,-10.2,692.05,407.5
Axita Cotton,INE02EZ01022,11.41,396.88,8,2.1,2014765,43.2,11.72,11.35,9.89,15.4,9.62,18.6,13.42,8
HDFC Life Insur,INE795G01014,776.2,167355.71,3439,2.1,2960377,115.7,779.95,751.15,757.44,2.5,729.24,6.4,820.5,584.65
Bhakti Gems,INE986W01016,39.55,59.48,1,2.1,271735,-5.4,39.75,38.32,27.74,42.6,18.54,113.3,39.75,10.51
RDB Infra Power,INE245L01028,69.42,1375.45,28,2.1,1626479,-54.4,70.4,66.1,51.06,36,50.77,36.7,70.4,35
Kaushalya Infra,INE234I01028,878,30.41,1,2.1,125,-41.6,878,865.5,968.55,-9.3,970.53,-9.5,1831.8,782.05
Glenmark Phar,INE935A01035,2079.5,58683.49,1180,2.1,228808,-35.4,2079.9,2022.7,1921.18,8.2,1735.93,19.8,2286.15,1274.7
Shakti Press,INE794C01016,30.7,10.81,0,2.1,11373,85.6,31.57,28.61,29.33,4.7,28.22,8.8,39.38,22.5
Family Car Hosp,INE146N01016,3.79,20.47,0,2.1,72850,31.4,3.79,3.63,3.98,-4.8,4.59,-17.4,6.94,3.4
Axel Polymers,INE197C01012,51,43.44,1,2.1,660,-39.6,51.97,49.5,48.69,4.7,45.31,12.6,60,27.72
Modern Shares,INE370A01019,41.15,12.06,0,2.1,930,35.6,42.8,37.55,41.74,-1.4,44.69,-7.9,64,36.38
Max Financial,INE180A01020,1739.5,60030.15,1237,2.1,1374903,15.4,1746.5,1644.8,1647.34,5.6,1434.32,21.3,1764.65,972.55
Jayabharat Cred,INE998D01011,22.45,11.23,0,2.1,206,-55.1,22.45,20.9,25.72,-12.7,16.58,35.4,33.07,9.49
Galaxy Cloud,INE403B01016,18.62,83.67,2,2.1,26863,100.4,19.15,17.76,17.91,4,32.95,-43.5,54,13.77
Longspur Intern,INE180M01033,7.19,9.81,0,2.1,4813,-66.4,7.19,6.91,9.43,-23.8,7.15,.6,10.7,4.93
Novartis ,INE234A01025,800,1974.4,38,2,17055,123.4,810.4,780.1,821.59,-2.6,884.26,-9.5,1099.9,744.95
Shree Vasu Log,INE00CE01017,713.35,819.9,16,2,76,-70.7,729.9,699,737.42,-3.3,646.01,10.4,855.7,370
Kshitij Poly,INE013801027,2.61,23.8,0,2,171628,60.8,2.68,2.53,2.67,-2.2,3.21,-18.7,4.58,1.99
Drone Destin,INE0P7201019,66.85,162.45,3,2,15500,-43.6,67.2,65.55,73.8,-9.4,105.09,-36.4,206.8,64.55
Divine Hira Jew,INE0NA501011,247.75,323.24,6,2,9600,50,247.75,243,162.51,52.5,96.04,158,247.75,43
Aditya Ultra,INE01YQ01013,25.5,63.33,1,2,4000,-33.3,25.95,25.05,32.35,-21.2,35.64,-28.5,50.2,23.65
AB Cotspin Ind,INE08PH01015,416.7,923.39,19,2,13532,24.3,418,412,415.43,.3,419.42,-.6,508,379.65
Malpani Pipes,INE0YON01014,67.3,72.53,1,2,9600,-53.8,67.3,65,76.12,-11.6,72.75,-7.5,90,54.9
Sai Life Scienc,INE570L01029,973.65,20430.1,399,2,645483,-54.4,980,942.05,890.34,9.4,796.02,22.3,980,635.3
Harshdeep Horti,INE0OLZ01015,100,160.94,3,2,3000,-83.3,100,100,95.81,4.4,84.52,18.3,116,55.95
Mankind Pharma,INE634S01028,2238.45,92403.22,1835,2,309566,87.9,2248.85,2189.1,2271.97,-1.5,2417.1,-7.4,2998.45,2090.1
Alkosign,INE0KA601012,76.5,82.56,2,2,6750,0,76.5,75,75.45,1.4,72.41,5.6,96.67,46
Anupam Rasayan,INE930P01018,1350.2,15371.76,304,2,409363,128.5,1374.2,1319,1195.36,13,1004.71,34.4,1374.2,600.95
Add-Shop E-Ret,INE01B501018,8.81,24.94,0,2,11815,-42.5,8.98,8.61,8.95,-1.6,10.38,-15.1,15.52,7.62
Milestone Furn,INE424Z01011,30.5,28.36,1,2,60000,53.8,30.5,29.32,21.83,39.7,10.93,179,31.66,3.83
Akshar Spintex,INE256Z01017,.52,40.95,1,2,646826,-49.5,.52,.5,.57,-8.8,.59,-11.9,.76,.49
Octaware Tec,INE208U01019,80.88,29.04,1,2,3200,-83.3,80.88,80.88,42.7,89.4,42.7,89.4,80.88,22.09
SAB Events ,INE860T01019,9.95,10.43,0,2,10081,-17.6,9.95,9.57,7.18,38.6,7.04,41.3,16.41,3.97
Bluegod Ent,INE924N01024,5.1,280.78,6,2,1973847,57.1,5.1,4.9,3.58,42.5,2,155,5.1,.56
Vibrant Global,INE761Q01015,36.36,83.29,2,2,11166,-56.8,37.39,36,39.82,-8.7,44.71,-18.7,66.68,32.8
SMT Engineering,INE673E01018,211.8,349.89,7,2,1,0,211.8,211.8,125.51,68.8,76.04,178.5,211.8,9.75
Covidh Tech,INE899M01020,18.36,15.44,0,2,54,-98.9,18.36,18.36,10.95,67.7,7.64,140.3,18.36,1.5
CDG Petchem,INE198N01017,156.7,48.22,1,2,5917,-6.9,156.7,156.7,70.18,123.3,56.33,178.2,156.7,26.71
Prozone,INE195N01013,60.44,922.33,18,2,194310,109.9,60.44,60.44,57.52,5.1,42.61,41.8,71.59,27.17
Innovassynth ,INE690J01011,79.34,222.03,4,2,996,-90,83.8,78,82.51,-3.8,85.52,-7.2,139.85,59.93
DCB Bank,INE503A01015,182.5,5751.67,110,2,9317916,333.5,186.15,177.9,167.45,9,137.26,33,190.3,101.35
Noida Toll ,INE781B01015,4.08,75.97,1,2,134165,-28.8,4.15,3.86,4.41,-7.5,4.24,-3.8,11.11,2.65
Union Bank,INE692A01016,165.65,126450.75,2481,2,29032756,-12.7,167.3,162.3,150.26,10.2,134.99,22.7,167.3,100.75
Usha Martin Ed,INE240C01028,5.1,13.47,0,2,23456,59.9,5.25,4.9,5.17,-1.4,5.7,-10.5,7.45,4.55
Khandwala Sec,INE060B01014,21.3,32.49,1,2,3025,9.4,21.3,20.09,22.6,-5.8,24.4,-12.7,31.8,18.82
Vaghani Techno,INE554H01021,202.55,105.73,2,2,8549,68.8,202.55,202.55,121.18,67.1,85.47,137,202.55,20.91
Filtron Engg,INE589N01017,99.3,25.98,1,2,405,-25.7,99.3,99.3,58.8,68.9,44.47,123.3,99.3,7
Organic Coat,INE412E01011,27.18,20.86,0,2,22523,1401.5,27.18,27.18,23.98,13.3,17.47,55.6,30.43,11.38
GDL Leasi & Fin,INE545E01018,150.9,75.6,1,2,7024,2241.3,150.9,150.9,94.76,59.2,68.61,119.9,150.9,8.74
ACS Technolog,INE366C01021,44.03,267.45,5,2,55135,-26.4,44.03,44.03,37.34,17.9,29.34,50.1,44.03,3.28
Anirit Ventures,INE161F01011,44.82,80.68,2,2,5835,10.4,44.82,43.08,77.1,-41.9,95.37,-53,144.1,43.08
Raj Rayon Ind,INE533D01032,22.44,1247.85,24,2,1018,-73.3,22.65,22.11,23.62,-5,24.48,-8.3,31.9,18.44
Kiran Syntex,INE293D01017,17,7.2,0,2,16985,4618.1,17,17,10.77,57.8,9.3,82.8,17,6.6
Crimson Metal,INE318P01016,45.35,20.08,0,2,600,500,45.35,45.35,27.83,63,27.83,63,45.35,10.84
Adarsh Plant,INE627D01016,36.5,36.18,1,2,1667,-46.9,37.49,34.11,30.46,19.8,27.83,31.2,44.9,23.21
Hemo Organic,INE422G01015,17.86,6.24,0,2,28435,-34.9,17.86,17.43,12.82,39.3,10.7,66.9,22.51,8.05
Phaarmasia,INE486I01016,121.85,83.19,2,2,17272,1116.3,121.85,121.75,64.15,89.9,42.23,188.5,121.85,23.6
Sri Chakra Cem,INE827D01020,69.25,62.33,1,2,2220,6.1,69.25,69.05,73.1,-5.3,49.91,38.7,99.29,3.81
Magnus Steel,INE898E01011,38.55,13.93,0,2,100,-50,38.55,38.55,22.85,68.7,17.99,114.3,38.55,7.5
Bhilwara Spin,INE436C01014,104,94.16,2,2,100,-84.2,104,104,110.32,-5.7,126.92,-18.1,166.95,100.1
JMD Ventures,INE047E01031,6.22,17.95,0,2,18221,189.7,6.22,6.22,5.24,18.7,6.67,-6.7,11.99,4.41
Saptak Chem,INE467X01015,33.59,36.05,1,2,355,206,33.59,33.58,19.95,68.4,8.4,299.9,33.59,2.68
Grindwell Nort,INE536A01023,1603,17748.42,354,2,95792,342.4,1607,1569.55,1594.8,.5,1655.3,-3.2,1967.7,1360.05
Singer India,INE638A01035,66.79,408.75,8,2,81339,-43.3,67,64.1,74.37,-10.2,70.55,-5.3,95.7,49
Kaycee Ind,INE813G01023,908,288.15,6,2,572,-15.8,929,882.3,1010.91,-10.2,1189.21,-23.6,1731.5,800
Bombay Wire,INE089T01023,52,27.77,1,2,1590,-1.3,52,51,51.86,.3,58.39,-10.9,74.5,44.65
Utique Enter,INE096A01010,4.76,26.5,1,1.9,18999,.9,4.85,4.58,5.11,-6.8,5.18,-8.1,7.59,3.77
Befound Movment,INE425F01028,4.8,4.8,0,1.9,43519,2066.2,4.8,4.62,4.81,-.2,4.1,17.1,6.81,2.71
Sheetal Cool,INE501Y01019,324.95,341.2,6,1.9,85237,38.1,328,320.85,250.45,29.7,287.17,13.2,372.3,190.4
Unipro Tech,INE448F01012,10.34,6.29,0,1.9,5,0,10.34,10.34,0,0,0,0,10.34,3.24
Alkem Labs,INE540L01014,5660,67665.3,1277,1.9,87701,107.3,5660,5571.95,5602.13,1,5182.7,9.2,5867.5,4498.9
Authum Invest,INE206F01022,3144.5,53393.61,1010,1.9,3730,-68.5,3154,3102.05,2863.69,9.8,2432.47,29.3,3308,1333
Wardwizard Food,INE761D01021,9.05,232.71,4,1.9,426275,3.2,9.05,8.71,10.34,-12.5,6.2,46,12.75,3.45
Bajaj Auto,INE917I01010,9664.15,269881.05,5117,1.9,525240,67.1,9782.75,9533.65,9040.33,6.9,8556.89,12.9,9782.75,7088.25
Esaar ,INE404L01039,11.17,22.83,0,1.9,85966,604.9,11.17,10.75,12.7,-12,11.89,-6.1,20.07,6.41
ANS Ind,INE234J01018,18.53,17.15,0,1.9,5508,213.5,19.08,18.52,13.96,32.7,12.9,43.6,20.2,8.72
Nikki Glob Fin,INE526C01012,17.32,5.92,0,1.9,37308,-63,17.32,17.32,17.86,-3,18.99,-8.8,25.23,14.27
U Y Fincrop,INE152C01025,14.67,279.08,5,1.9,31633,-51.8,14.67,13.7,14.78,-.7,17.34,-15.4,26.49,11.25
Cosco (India),INE949B01018,225,93.62,2,1.9,39,-39.1,225.95,218.35,231.45,-2.8,249.43,-9.8,346.7,206.3
HCP Plastene,INE136C01036,174.5,186.28,3,1.9,472,-77.6,174.9,170,177.33,-1.6,156.2,11.7,215.95,88.75
Sar Televenture,INE0PUC01020,257.8,957.53,18,1.9,348500,-46.2,258,251,203.83,26.5,224.48,14.8,302.95,162
Inox India,INE616N01034,1138.6,10334.33,196,1.9,63835,-12.9,1141.85,1111.05,1165.02,-2.3,1113.52,2.3,1289,884.65
SVJ Enterpris,INE0JZS01010,544,303.06,6,1.9,9000,9.1,544,508,414.8,31.1,261.12,108.3,546,183.55
Rishiroop,INE582D01013,102.6,94.02,2,1.9,850,-77.4,102.9,101.1,111.62,-8.1,127.65,-19.6,233,99.9
Bandaram Pharma,INE875N01036,32,38.4,1,1.9,3479,66.1,32.01,31.99,29.13,9.9,37.7,-15.1,52,22.75
Gujarat Terce ,INE499G01013,47.89,35.54,1,1.9,654,100.6,48.5,44.28,46.6,2.8,54.76,-12.5,87.8,37.2
Nagreeka Exp,INE123B01028,26,81.27,2,1.9,3379,-81.2,26,26,28.17,-7.7,29.25,-11.1,43.01,21.33
Superior Indust,INE843L01012,42.8,59.28,1,1.9,82,-18.8,43,38,45.06,-5,55.08,-22.3,101.37,33.31
Shreyans Ind,INE231C01019,177.5,245.39,4,1.9,3326,48.9,177.5,172.75,194.79,-8.9,206.57,-14.1,268,165
Acrow India,INE950D01012,669,42.82,1,1.9,194,60.3,689.2,640,696.7,-4,716.05,-6.6,808,621.1
Avanti Feeds,INE871C01038,873.5,11901.09,218,1.9,861722,86.2,889.8,856.7,778.22,12.2,755.96,15.5,965,572.05
Seshachal Tech,INE331F01028,54.79,3.8,0,1.9,1,-50,54.79,54.79,36.9,48.5,36.9,48.5,54.79,15
Bhagirad Chem,INE414D01027,221.9,2877.36,53,1.9,897662,-54.3,232.2,214.8,240.08,-7.6,276.76,-19.8,329.95,198.05
Intl Conveyors,INE575C01027,89.74,568.76,11,1.9,182344,158.8,91.1,87.19,92.14,-2.6,85.43,5,114.3,62.1
Nexome Cap Mark,INE641A01013,107.05,62.91,1,1.9,1707,67.7,107.25,102.6,111.69,-4.2,103.03,3.9,167.95,57.72
Veljan Den,INE232E01013,1217.95,274.04,5,1.9,618,216.9,1217.95,1190.65,1189.79,2.4,1154.72,5.5,1452,904
Texmaco Infra,INE435C01024,101,1287.02,24,1.9,220732,206.6,101.6,98.25,100.28,.7,101.6,-.6,137.65,85.5
Simplex Real,INE167H01014,163.6,48.94,1,1.9,422,797.9,163.85,152.6,176.35,-7.2,196.15,-16.6,243.35,150.05
L.G.Balakrishna,INE337A01034,1823.5,5815.58,101,1.8,41077,1.1,1823.5,1780.1,1724.74,5.7,1384.46,31.7,2096.95,1080
Prudential Sug,INE024D01016,19.8,71.94,1,1.8,8744,197.6,19.8,18.61,24.7,-19.8,38.84,-49,71.75,18.61
Ucal,INE139B01016,114.25,252.65,4,1.8,2647,-77.2,114.25,110.4,120.83,-5.4,141.29,-19.1,205.85,105.15
United Nilgiri,INE458F01011,484.05,241.86,4,1.8,9426,-11.7,489.95,466.4,447.89,8.1,442.16,9.5,589,350.1
Uma Convertor,INE067901012,20,40.55,1,1.8,28000,250,20.4,19.5,22.02,-9.2,27,-25.9,43.9,19
Silky Overseas,INE0SN801015,143.5,91.38,2,1.8,15200,850,144.5,143.5,134.5,6.7,132.59,8.2,171,103
One Point One,INE840Y01029,54.2,1157.65,21,1.8,1238185,7.2,54.56,52.34,51.58,5.1,51.9,4.4,69.99,41.01
Macobs Techno,INE0R0J01010,210.8,206.48,4,1.8,208000,1200,212,208.05,210.76,0,182.21,15.7,246.95,150.6
Infollion Rese,INE0NNZ01013,388.8,376.78,7,1.8,2000,-66.7,390,388,395.02,-1.6,438.39,-11.3,575,325.5
Valplast Techno,INE0QP701017,55,107.95,2,1.8,2000,-93.3,55,55,58.38,-5.8,58.38,-5.8,67.99,52.63
L.T. Elevator,INE0TJ801010,223.95,429.16,8,1.8,46400,222.2,226,215.35,171.44,30.6,165.74,35.1,230,125.33
Sayaji Indore,INE0MGS01014,850,258.96,5,1.8,41,720,876,793.25,948.25,-10.4,979.63,-13.2,1438.5,604.7
Abans Financial,INE00ZE01026,205.1,1028.49,18,1.8,29531,172.5,205.1,201.45,203.44,.8,207.79,-1.3,289.35,166
Aster DM Health,INE914M01019,626.8,32476.39,575,1.8,417911,49.2,627,612.9,657.57,-4.7,571.22,9.7,732,386.15
5Paisa Capital,INE618L01018,383,1196.35,21,1.8,614767,107,393.85,365.4,322.55,18.7,366.6,4.5,475,287.95
ICICI Lombard,INE765G01017,2015,100240.21,1773,1.8,341918,26,2015,1970.05,1980.32,1.8,1892.1,6.5,2074.85,1612.65
Narayana Hrud,INE410P01011,1936.7,39578.59,689,1.8,621820,-36.9,1945,1899.25,1860.56,4.1,1752.57,10.5,2371.6,1257.65
Natura Hue Chem,INE487B01019,13.52,5.6,0,1.8,147,-81.5,13.52,13.52,11.85,14.1,10.3,31.3,17.45,7.37
Anna Infra,INE336D01014,26,9.88,0,1.8,184,-87.6,26.81,25.54,29.65,-12.3,29.3,-11.3,39.16,19.86
Standard Ind,INE173A01025,16.16,103.96,2,1.8,16263,-69.4,16.72,15.97,17.18,-5.9,19.51,-17.2,29.9,14.91
Hitech Corp,INE120D01012,171.5,294.56,5,1.8,7664,-22.2,172,163.75,181.2,-5.4,192.52,-10.9,281.55,152
MPL Plast,INE343A01016,8.11,10.14,0,1.8,8833,-39.7,8.3,7.93,8.94,-9.3,9.78,-17.1,13.9,7.25
Archit Org,INE078I01011,44,90.29,2,1.8,3704,-38.4,44.8,43.5,43.5,1.1,43.08,2.1,51.45,34.2
Kokuyo Camlin,INE760A01029,93.51,937.94,17,1.8,101864,122.4,94.57,91.17,96.35,-2.9,109.25,-14.4,138,87.05
S & T Corp,INE110Q01023,5.18,16.49,0,1.8,4282,-97.1,5.28,5.09,5.25,-1.3,6.22,-16.7,9.75,4.11
Shilp Grav,INE960A01017,204.65,125.86,2,1.8,554,-83.4,207.9,193.9,229.33,-10.8,251.12,-18.5,373,185
SMS Pharm,INE812G01025,341.9,3031.01,55,1.8,649591,-43.4,347.95,326.15,301.08,13.6,250.01,36.8,347.95,175
BAG Films,INE116D01028,6.31,124.83,2,1.8,134625,25.5,6.39,6.24,6.6,-4.4,6.89,-8.4,10.69,5.34
California Soft,INE526B01014,15.31,41.41,1,1.8,27218,-74,15.31,14.83,16.79,-8.8,14.5,5.6,22.41,10.14
CMX Holdings,INE027F01014,67,75.86,1,1.8,29816,47.3,69.13,62.6,46.43,44.3,26.9,149.1,69.13,6.93
Triumph Int Fin,INE382B01012,20.05,15.04,0,1.8,155,-83.6,20.06,18.17,23.73,-15.5,27.4,-26.8,59.64,3.45
Dhampure Spl,INE956B01013,97.15,77.05,1,1.8,1971,-56.3,97.98,92.75,93.99,3.4,95.57,1.7,121.85,82
Sahara Hsg,INE135C01012,40.72,28.5,1,1.8,548,-86.2,40.72,39.5,47.15,-13.6,42.32,-3.8,64.82,32.76
Kanani Ind,INE879E01037,1.72,34.03,1,1.8,239287,13.7,1.85,1.7,1.8,-4.4,2.1,-18.1,2.85,1.5
Nath Ind,INE777A01015,63.9,121.41,2,1.8,1814,-70.3,64.85,61.6,69.34,-7.8,76.66,-16.6,96.6,61
PIL Italica,INE600A01035,9.72,228.42,4,1.7,258281,13.4,10,9.45,11.33,-14.2,13.91,-30.1,20.51,8.22
Hind Uni,INE030A01027,2425.35,569957.25,9259,1.7,1632160,18.3,2427.75,2368.65,2412.15,.5,2402.84,.9,2779.7,2136
Marathon Next,INE182D01020,526.55,2696.37,45,1.7,32110,24.1,533.65,518.75,565.52,-6.9,569.55,-7.5,774.55,352.05
Can Fin Home,INE477A01020,949.9,12649.39,212,1.7,222193,-25.4,964.7,930.65,885.27,7.3,763.57,24.4,970,558.8
Veritas (India),INE379J01029,177.95,477.08,8,1.7,12351,51.2,178.5,171.6,234.7,-24.2,387.69,-54.1,878,164.05
United Heat,INE0SMR01011,58.75,111.65,2,1.7,28000,75,58.75,57.75,70.33,-16.5,69.44,-15.4,104,51.5
Purple United,INE0P5R01014,394,378.63,6,1.7,4750,-29.6,402.95,391,486.45,-19,325.69,21,587.95,119.55
Globesecure Tec,INE00WS01056,15.2,24.23,0,1.7,18000,125,15.2,14.95,9.86,54.2,15.88,-4.3,36.8,5.95
Galaxy Medicare,INE09A801015,21.4,32.47,1,1.7,12000,20,22.05,21.3,21.06,1.6,23.94,-10.6,54,18.1
Aakash Explor,INE087Z01024,8.8,89.1,2,1.7,210428,434.3,9.24,8.61,8.9,-1.1,9.29,-5.3,13.79,7.06
Equippp Social,INE217G01035,23.39,241.14,4,1.7,10093,-11,23.4,22.65,20.18,15.9,20.66,13.2,25.68,16.15
LG Electronics,INE324D01010,1493.6,101379.89,1660,1.7,665305,-33.8,1498,1463.7,1608.2,-7.1,1608.2,-7.1,1736.4,1455.15
Balaji Val Comp,INE0RNZ01014,105,85.68,1,1.7,600,-80,105,105,117.82,-10.9,121.73,-13.7,158,91.92
Goblin India,INE492Z01018,11.48,15.86,0,1.7,20000,400,12.3,11.06,12.99,-11.6,20.31,-43.5,34.49,10.32
Deep Polymer,INE00IY01012,38.63,93.41,2,1.7,17397,90,41,38,43.13,-10.4,50.51,-23.5,73.95,35.69
Pritika Auto,INE583R01029,14.65,243.94,4,1.7,534714,1.8,14.89,14.31,14.72,-.5,17.5,-16.3,26.22,12.9
Ultracab,INE010R01023,8.88,109.19,2,1.7,156223,48.4,8.9,8.6,9.27,-4.2,10.71,-17.1,18.45,8.24
Gajanan Sec,INE868G01019,56.98,17.68,0,1.7,2560,-50.8,57.99,54,56.87,.2,79.26,-28.1,145.85,46.5
MT Educare,INE472M01018,1.79,12.93,0,1.7,13116,-33,1.79,1.66,2.03,-11.8,2.22,-19.4,2.99,1.65
A2Z Infra Engg,INE619I01012,15.21,267.88,4,1.7,122743,-63.8,15.35,14.8,16.27,-6.5,17.73,-14.2,26.6,12.32
Indusind Bank,INE095A01012,914.75,71266.34,1188,1.7,8558631,218.3,924.15,887.4,826.15,10.7,829,10.3,1086.5,605.4
Abate as Ind,INE454E01013,17.74,279.59,5,1.7,12540,-68.2,18.29,17.04,17.7,.2,17.25,2.8,26.2,8.73
Nilachal Carbo,INE346R01013,102.75,256.12,4,1.7,16000,0,103,102,106.41,-3.4,100.43,2.3,129.8,64.6
Goel Constructi,INE0ZOM01013,305,440.71,7,1.7,9200,15,305,299,317.19,-3.8,320.1,-4.7,382,291.1
All Time Plasti,INE0GV601021,262.5,1719.57,29,1.7,67840,89.2,267.45,256.9,277.77,-5.5,281.39,-6.7,334.8,255.65
Ventive Hospit,INE781S01027,767.05,17913.69,293,1.7,271206,150.3,775.15,746.65,727.05,5.5,727.3,5.5,844.75,522.65
Stratmont Ind,INE473C01025,61.95,21.67,0,1.7,147,-39.3,63.79,60.9,67.24,-7.9,79.08,-21.7,140,55.35
MFL India,INE244C01020,.5,1.8,0,1.7,261857,-54.3,.5,.49,.5,0,.58,-13.8,.74,.4
Sun Pharma,INE044A01036,1760.15,422312.79,7198,1.7,1693721,9.4,1762,1725,1741.16,1.1,1699.85,3.5,1869.75,1547.25
IEL,INE056E01024,7.25,94.53,2,1.7,11593,-41.3,7.25,7.1,7.88,-8,6.09,19,10.28,4
Dhanalaxmi Roto,INE220C01012,90.99,70.98,1,1.7,3169,346.3,93,89.82,92.2,-1.3,94.85,-4.1,152.4,80
Sharat Ind,INE220Z01013,147.5,581.97,10,1.7,276370,74,147.9,143,134.89,9.3,105.97,39.2,150,59
National Ply,INE497C01016,2.91,7.17,0,1.7,8205,16.5,2.91,2.91,0,0,0,0,7.32,1.65
ONGC,INE213A01029,241.9,304316.97,4906,1.6,11217716,-50,242.45,237.85,244.36,-1,242.31,-.2,273.45,205
Shradha Infra,INE715Y01031,38.49,124.7,2,1.6,2275,6.8,38.9,37.65,42.64,-9.7,59.12,-34.9,92.59,36.9
Frog Innova,INE385O01018,156.9,242.18,4,1.6,4400,-64.5,156.95,154.55,181.52,-13.6,247.61,-36.6,458,150
Arham Techno,INE0L2Y01011,153.9,260.4,4,1.6,24000,50,156.9,149.5,134,14.9,104.73,46.9,161,70.8
Gala Precision,INE0RE001014,778.9,986.87,16,1.6,5198,-62.7,778.9,769,752.31,3.5,849.56,-8.3,1351.65,691
SRM Contractors,INE0R6Z01013,535,895.81,14,1.6,26578,-37,552,525.55,560.02,-4.5,451.02,18.6,652.25,287.35
BEML Land Asset,INE0N7W01012,210.85,877.98,14,1.6,54847,190.9,211.5,207.55,206.35,2.2,208.7,1,248,180.5
CarTrade Tech,INE290S01011,2933,13962.87,214,1.6,273819,30.7,2944.9,2848.95,2857.68,2.6,2087.19,40.5,3291.35,1296.8
Bansal Roof Pro,INE319Q01012,107,141.06,2,1.6,4923,-31.3,107,103.25,110.25,-2.9,109.22,-2,135.4,81.33
Zuari Agro,INE840M01016,328.2,1380.41,22,1.6,330168,-33.1,330.95,322.9,283.34,15.8,246.55,33.1,394.65,155.05
Rupa,INE895B01021,162.9,1297.16,20,1.6,184386,165,162.9,160,179.26,-9.1,199.39,-18.3,268.8,156.95
Jubilant Food,INE797F01020,547.4,36119.92,561,1.6,2271036,-14.4,550.7,532.75,584.61,-6.4,646.28,-15.3,796.75,532.75
Oil India,INE274J01014,426.25,69334.25,1082,1.6,1387186,-45.9,426.5,417.05,418.31,1.9,415.57,2.6,494.45,322.15
Malu Paper,INE383H01017,35.78,61.04,1,1.6,3381,-71.6,35.78,34.56,37.33,-4.2,38.85,-7.9,50.3,30
Odyssey Corp,INE839E01023,7.52,29.62,0,1.6,14366,68.4,7.7,7.3,8.2,-8.3,14.93,-49.6,41.1,7.3
Vertex Sec,INE316D01024,3.78,27.98,0,1.6,23762,17.2,3.9,3.6,3.86,-2.1,4.32,-12.5,5.8,3.18
Sacheta Met,INE433G01020,4.47,55.88,1,1.6,200096,40.4,4.55,4.37,4.37,2.3,4.36,2.5,6.1,3.59
Globtier Info,INE12P601017,28.65,43.32,1,1.6,12800,166.7,28.65,26,29.81,-3.9,32.88,-12.9,57.6,25.66
Gamco,INE890S01026,41.95,226.54,4,1.6,48952,-27.3,43.26,39.9,40.59,3.4,40.37,3.9,59.11,32.19
Pee Cee Cosma,INE417E01010,376,99.5,2,1.6,181,-76.6,376.5,362.5,421.83,-10.9,499.44,-24.7,723.45,351.5
Triton Corp,INE982C01033,1.96,39.18,1,1.6,302971,311.5,1.96,1.95,1.93,1.6,1.32,48.5,2.47,.51
Samtex Fash,INE931D01020,1.93,14.38,0,1.6,9923,-53.7,1.93,1.87,2.1,-8.1,2.49,-22.5,3.3,1.7
Suraj,INE713C01016,249,457.27,7,1.6,13,-98.7,250,247.25,279.22,-10.8,359.62,-30.8,522,225.05
Ashish Poly,INE831C01016,32.5,11.04,0,1.6,526,3946.2,32.5,32,34.71,-6.4,39.26,-17.2,57,30.05
Digispice Tech,INE927C01020,23.55,490.32,8,1.6,77752,-7.3,24.13,23.55,24.94,-5.6,23.67,-.5,35.2,17.16
Torrent Pharma,INE685A01028,3936.6,133057.08,2079,1.6,195942,92.2,3943.35,3862.65,3718.97,5.9,3424.2,15,3943.35,2891.45
Dhenu Buildcon,INE758D01027,6.19,11.33,0,1.5,2340,-22.9,6.22,5.98,5.79,6.9,5.99,3.3,6.91,5.09
NACDAC Infra,INE0LB101011,36.8,38.73,1,1.5,44000,450,36.8,36,37.61,-2.2,44.96,-18.1,106.4,29.76
Concord Biotech,INE338H01029,1357.6,14202.67,208,1.5,74035,-48.9,1370.15,1319.9,1423.84,-4.7,1678.35,-19.1,2451.65,1296.75
Utkarsh Small,INE735W01017,15.36,2876.77,41,1.5,13582547,159.9,15.69,14.81,16.87,-9,22.3,-31.1,34.57,14.01
Capital Trade,INE172D01021,24.35,313.53,5,1.5,6176,-42,24.49,23.87,26.8,-9.1,21.45,13.5,32.24,15.35
Zee Learn,INE565L01011,7.21,235.11,4,1.5,445898,6.5,7.29,7.04,7.78,-7.3,8.12,-11.2,11.15,5.25
Gallantt Ispat,INE297H01019,566.2,13661.32,205,1.5,93056,-14.8,573.45,555.45,578.24,-2.1,513.52,10.3,800.6,290.1
KDDL,INE291D01011,2390,2961.21,44,1.5,12577,27.8,2390,2303.05,2455.73,-2.7,2618.5,-8.7,3350,2048.6
Auto Pins,INE706C01028,116.25,66.35,1,1.5,31,138.5,116.25,116.25,171.43,-32.2,170.61,-31.9,270.1,96
Madhucon Pro,INE378D01032,6.04,44.72,1,1.5,15866,-57.6,6.16,5.81,6.73,-10.3,7.22,-16.3,10.89,5.57
V-Marc India,INE0GXK01018,681.05,1551.82,23,1.5,9500,-26.9,685,663.2,664.42,2.5,430.45,58.2,805,200.3
Phoenix Oversea,INE0FPO01018,23.7,45.85,1,1.5,16000,-66.7,23.9,23.25,20,18.5,22.99,3.1,30,16.75
MOS Utility,INE0N7S01028,24.05,599.7,9,1.5,608000,-18.7,24.3,23.2,23.79,1.1,25.73,-6.5,32.1,19.08
Advance Agro,INE1B0W01010,133,855,13,1.5,2932031,-54.4,136.25,129.2,125.83,5.7,125.21,6.2,154,100.1
