DMCC Spe Chem,INE505A01010,248.55,619.88,-6,-1,14290,40.7,255,248,275.91,-9.9,294.18,-15.5,393,230.2
Shyamkamal Inv,INE203N01015,11.4,15.39,0,-1,14083,-12.3,11.72,11.24,12.41,-8.1,11.94,-4.5,15.3,6.73
GHV Infra Proj,INE809Q01020,285.05,2054.5,-21,-1,9657,-36.8,301,274.25,312.9,-8.9,198.29,43.8,362.4,19.3
GMM  Pfaudler,INE541A01023,1065,4787.18,-46,-1,38709,-26.6,1080.3,1060,1140.27,-6.6,1151.31,-7.5,1416.3,953
WS Ind,INE100D01014,89.97,452.8,-4,-1,137924,-28.4,90.39,88.57,81.92,9.8,81.37,10.6,117,63.55
Peninsula Land,INE138A01028,24.75,764.78,-7,-1,151006,38.9,25.15,24.51,29.69,-16.6,31.55,-21.6,46.8,21.05
RDB Ras,INE123M01017,180,318.87,-3,-1,8864,-85.7,184.65,180,163.62,10,148.71,21,189,96
Brooks Lab,INE650L01011,76.73,201.39,-2,-1,16159,-69.6,78.32,76.01,102.63,-25.2,130.5,-41.2,202.8,69.05
Kalyani Invest,INE029L01018,4970,2169.41,-22,-1,1177,21.7,5093.1,4970,5172.91,-3.9,4840.18,2.7,6523.05,3445.95
KCP Sugar,INE790B01024,25.85,293.1,-3,-1,210407,150.3,26.09,25.15,28.19,-8.3,33.82,-23.6,47.86,24.74
Rathi Bars,INE575I01016,24,39.19,0,-1,11602,-48.8,24.9,23.6,27.56,-12.9,33.05,-27.4,50.9,22
Refex Ind,INE056I01025,257.45,3328.33,-33,-1,809568,22.5,259.6,254.05,324.89,-20.8,394.82,-34.8,534,212
Nelcast,INE189I01024,103.5,900.46,-9,-1,25553,-58.9,105,103.35,110.99,-6.7,120.38,-14,180.65,78
LT Foods,INE818H01020,377.1,13094.91,-135,-1,488588,-49.3,380.9,374,404.74,-6.8,411.18,-8.3,518.35,290.05
Sun TV,INE424H01027,578.4,22793.59,-225,-1,259034,71.4,585.85,574,561.4,3,591.03,-2.1,691,506.2
GVK Power ,INE251H01024,3.06,483.24,-5,-1,710812,4,3.12,3.01,3.28,-6.7,3.74,-18.2,4.96,2.94
Cella Space,INE266H01014,13.42,27.04,0,-1,5516,10114.8,13.89,13.4,14.18,-5.4,13.32,.8,19.3,9.11
Sanmit Infra,INE799C01031,7.72,121.98,-1,-1,28749,9.3,7.82,7.66,8.43,-8.4,9.71,-20.5,13.22,6.41
Avantel,INE005B01027,155.55,4121.65,-41,-1,42237,-57.7,160.4,154.55,162.91,-4.5,145.9,6.6,215,95.05
Prakash Wool,INE523I01016,25,25.65,0,-1,8159,-41.9,25.8,24.31,27.89,-10.4,29.52,-15.3,40.5,23.05
Shri Keshav Cem,INE260E01014,206.1,360.94,-4,-1,221,-27.1,206.1,204.05,212.42,-3,173.69,18.7,286.75,124.3
Valson Ind,INE808A01018,31,23.75,0,-1,4,-92.6,31.99,31,27.28,13.6,28.11,10.3,36.6,22.32
Surat Trade,INE936A01025,5.02,111.48,-1,-1,57587,54.7,5.15,4.93,5.58,-10,6.43,-21.9,8.14,4.73
Rajdarsh Ind,INE610C01014,43.25,13.44,0,-1,2114,-57.8,45.06,42,48.65,-11.1,49.33,-12.3,63.99,37
Multibase,INE678F01014,227.6,287.23,-3,-1,4215,-60.6,230.4,225,229.88,-1,265.32,-14.2,346,211
Sharma East,INE465H01012,130.05,54.07,-1,-1,381,68.6,131.4,122.2,138.36,-6,112.98,15.1,233.9,59.51
Vimta Labs,INE579C01029,610.55,2717.25,-27,-1,65906,-52.8,618.8,595,635.93,-4,570.04,7.1,902.85,372.5
Damodar Ind,INE497D01022,29.99,69.88,-1,-1,3273,-77.7,30.3,29.99,32.23,-7,34.68,-13.5,45.99,28.07
GRM Overseas,INE192H01012,170,3128.95,-31,-1,3588415,-17.8,175.1,168.75,151.8,12,115.99,46.6,185.55,58.65
Ventura Tex,INE810C01044,9.65,18.76,0,-1,2229,-67.4,9.67,9.22,9.96,-3.1,11.59,-16.7,17.21,8.16
Jatashankar Ind,INE722N01014,391,171.54,-2,-1,134,-33.7,394,375.25,321.12,21.8,235.95,65.7,401.5,135.65
Black Rose Ind,INE761G01016,94.8,483.48,-5,-1,10989,68.3,95.73,94.45,106.3,-10.8,103.29,-8.2,137.95,87
Suryalata Spg,INE132C01027,328.75,140.28,-1,-1,697,34.8,332,328.75,328.48,.1,324.69,1.3,390,250
Ajmera Realty ,INE298G01027,983.1,3869.48,-39,-1,28034,-51.4,999,983.1,998.47,-1.5,921.94,6.6,1225.8,682.75
Oricon Ent,INE730A01022,59.94,941.5,-10,-1,52162,-8,60.45,59,57.2,4.8,47.76,25.5,62.99,33
Remi Edel,INE158G01015,137.5,151.01,-2,-1,1266,22.9,139.9,133,140.34,-2,117.16,17.4,182,71.25
Sita Enterprise,INE579D01019,179.95,53.99,-1,-1,1546,209.2,186,171.25,161.31,11.6,165.11,9,220.8,122
Axtel Ind,INE767C01012,422.85,683.11,-7,-1,2592,-33.1,432,421,462.02,-8.5,464.68,-9,550,370.5
Golkunda Diam,INE798D01015,201.05,140.01,-1,-1,2821,-53.2,202.95,197.45,197.69,1.7,195.14,3,265,156
Safari Ind,INE429E01023,2148.85,10529.37,-104,-1,15137,-58.6,2198,2133,2238.74,-4,2171.86,-1.1,2685,1781
P&G Hygiene,INE179A01014,12800.6,41550.75,-401,-1,3793,47.3,12960.75,12800.6,13121.44,-2.4,13580.06,-5.7,15099.9,12140.15
Surya Roshni,INE335A01020,277,6027.52,-63,-1,250351,3.7,279.9,274.15,273.54,1.3,283.92,-2.4,358.3,205.3
AGI Greenpac,INE415A01038,739.45,4784.24,-55,-1.1,26748,-13.3,747.6,737.05,779.25,-5.1,817.07,-9.5,1092.65,600
Manali Petro,INE201A01024,61.11,1051.46,-12,-1.1,216479,45,62.78,61,66.51,-8.1,63.78,-4.2,81,49.15
Spicejet,INE285B01017,29.48,4166.69,-48,-1.1,3132685,1.5,29.95,29.41,33.48,-11.9,39.79,-25.9,56.8,28.13
Ion Exchange ,INE570A01022,374.9,5499.78,-60,-1.1,125343,.4,376.9,372.3,375.09,-.1,472.18,-20.6,675.95,331.25
Shr Krishna Pap,INE970C01012,125.1,169.16,-2,-1.1,557,-36.6,126.35,125.1,100.34,24.7,58.68,113.2,135.2,29.7
Pasupati Acry,INE818B01023,49.34,439.82,-5,-1.1,149234,1,50.94,45.8,51.88,-4.9,48.16,2.5,66,37.55
Gandhi Special ,INE524B01027,763.05,927.26,-10,-1.1,3221,-67.2,780.3,759.7,805.21,-5.2,755.44,1,1033.7,580
Starteck Fin,INE992I01013,280.35,277.84,-3,-1.1,17734,5.8,280.35,271.5,294.09,-4.7,298.98,-6.2,361.8,251
Saraswati Com,INE967G01019,12950,1419.19,-15,-1.1,108,-42.6,13200,12950,12854.29,.7,13717.23,-5.6,20207.5,9215
Ras Resorts,INE651D01016,39.55,15.7,0,-1.1,86,-84.6,40.9,39.55,40.53,-2.4,43.58,-9.2,61.74,36.06
TTK Health,INE910C01018,1015.25,1434.58,-16,-1.1,3116,-38.5,1070.8,1006,1108.22,-8.4,1203.5,-15.6,1433,991
Styrenix Perfor,INE189B01011,1954,3437.09,-39,-1.1,21825,-49.6,1982.05,1954,2180.05,-10.4,2642.14,-26,3523.95,1904.2
Intl Combustion,INE403C01014,598.55,143.07,-2,-1.1,902,-13.1,610,590.25,662.87,-9.7,792.82,-24.5,1049,565
Indian Hume ,INE323C01030,421,2217.91,-24,-1.1,15541,-47.3,423.5,416.8,385.26,9.3,383.18,9.9,490,283.05
Azad India Mobi,INE566M01017,131.5,317.25,-4,-1.1,4168,-18.9,135.55,127.6,149.96,-12.3,136.66,-3.8,176.8,86.9
Yasons Chemex,INE08S201019,13,25.1,0,-1.1,3000,0,13,13,12.45,4.4,14.32,-9.2,19.25,11
Shree Tirupati,INE238Y01018,690,698.97,-8,-1.1,2500,-13,690,690,688.62,.2,726.75,-5.1,997,452.95
Party Cruise,INE06ZX0101,90.5,101.36,-1,-1.1,12000,100,91,90.35,76.98,17.6,89.34,1.3,134,63.05
Osia Hyper Ret,INE06IR01021,14.96,198.41,-2,-1.1,309762,15.4,15.62,14.55,18.91,-20.9,21.5,-30.4,33.08,11.31
Lagnam Spintex,INE548Z01017,73.19,129.32,-1,-1.1,2292,137.8,76.5,72,75.68,-3.3,96.36,-24,138.1,65
Krishana Phosch,INE506W01012,517.6,3200.2,-37,-1.1,40363,-26.2,524.95,515.25,523.52,-1.1,415.2,24.7,619,175.15
Arvee Labs,INE006Z01016,198,218.2,-2,-1.1,1443,-8.4,208,195.11,183.64,7.8,165.86,19.4,290.78,126.54
Ginni Fil,INE424C01010,42.59,364.78,-4,-1.1,64400,-93.2,44,42.33,41.82,1.8,37.67,13.1,57.71,18.94
Om Freight Forw,INE1BZC01019,91.5,308.13,-4,-1.1,39514,-15.9,94,91.5,92.27,-.8,92.16,-.7,107.44,82.5
Monarch Survey,INE0V0L01028,211,298.69,-3,-1.1,16200,58.8,213.9,208.5,238,-11.3,252.1,-16.3,435,205
Pashupati Cots,INE124Y01010,804,1269.03,-14,-1.1,2667,197.7,815,804,804.53,-.1,750.6,7.1,840,660.1
Shanmuga Hospit,INE0TD301017,46.99,63.97,-1,-1.1,8000,100,46.99,44.22,46.19,1.7,42.5,10.6,56.76,31
Suraksha Diagno,INE877V01027,270.2,1165.24,-13,-1.1,11525,-43,274.75,268.65,293.91,-8.1,304.72,-11.3,396.25,233.15
Enviro Infra,INE0LLY01014,200.55,3520.25,-39,-1.1,323990,-34.6,203.7,200.05,221.08,-9.3,233.66,-14.2,329.35,170.1
Garuda Construc,INE0JVO01026,187.65,1745.93,-19,-1.1,284753,-39.7,191,187.2,208.24,-9.9,155.64,20.6,249.45,85.5
Western Carrier,INE0CJF01024,120.25,1226.01,-13,-1.1,221107,297.1,121.7,119.75,123.12,-2.3,109.18,10.1,147.2,65.1
Qualitek Labs,INE0Q1R01012,377,376.23,-4,-1.1,3200,-50,388.2,377,405.05,-6.9,329.62,14.4,458.95,215.05
Medi Ass Health,INE456Z01021,453.35,1598.92,-17,-1.1,80118,-24.3,459.6,450.55,490.63,-7.6,503.25,-9.9,629.7,400
Sunita Tools,INE0Q1S01010,717.1,438.15,-5,-1.1,3750,-50,729.95,711,800.69,-10.4,792.29,-9.5,1063.8,552.45
JSW Infra,INE880J01026,278.3,57925.36,-635,-1.1,880769,54.7,282.15,276.6,282.58,-1.5,292.1,-4.7,348.95,218.1
Signatureglobal,INE903U01023,1118.9,15721.66,-182,-1.1,229815,-8.4,1131.1,1118.5,1102.49,1.5,1143.33,-2.1,1420,989
Shradha AI Tech,INE489B01031,30.55,186.21,-2,-1.1,32121,-18.4,31,30,35.67,-14.4,40.41,-24.4,63.64,30
TVS Supply,INE395N01027,111.4,4918.31,-53,-1.1,250462,-34.2,112.6,111.15,116.21,-4.1,128.23,-13.1,176.4,100.25
Maiden Forgings,INE0O1T01010,91.5,130.04,-1,-1.1,17000,-32,92.75,91.5,86.26,6.1,75.45,21.3,95.9,50.55
Elin Eletronics,INE050401020,160.45,796.86,-9,-1.1,50729,4,163.65,159.1,184.72,-13.1,170.6,-5.9,233.55,108.65
Sarveshwar Food,INE324X01026,4.59,563.99,-6,-1.1,2592547,-49,4.67,4.56,4.76,-3.6,6.73,-31.8,9.45,3.81
Jayant Infratec,INE0KR801019,72.33,73.46,-1,-1.1,4500,0,76,72.33,80.66,-10.3,84.51,-14.4,141,60.34
Gateway Distri,INE079J01017,59.38,2966.88,-34,-1.1,630225,21.1,60.33,59.06,60.83,-2.4,64.69,-8.2,83.97,51.56
Eternal,INE758T01015,278.75,253662.5,-2776,-1.1,39289548,93.1,283.1,276.25,305.92,-8.9,270.93,2.9,368.4,189.6
Dodla Dairy,INE021O01019,1219.2,7355.19,-78,-1.1,16848,6.7,1219.55,1209.4,1243.28,-1.9,1234.86,-1.3,1522.85,962.05
Easy Trip Plan,INE07O001026,7.3,2654.9,-29,-1.1,7939011,-9.7,7.37,7.27,7.73,-5.6,10.25,-28.8,17.84,7.06
Suratwwala Busi,INE05ST01028,34.44,597.24,-7,-1.1,38206,-34.5,35.62,34.2,33.59,2.5,47.63,-27.7,139,25.18
Sumitomo Chem,INE258G01013,472.9,23604.61,-260,-1.1,198418,-14.5,480,460.5,476.84,-.8,520.3,-9.1,665,432.25
Hindware Home,INE05AN01011,266,2225.09,-24,-1.1,31084,-72.5,269.95,266,321.91,-17.4,271.63,-2.1,392.1,178.15
360 One Wam,INE466L01038,1186.8,48041.66,-532,-1.1,395875,-17.5,1209.8,1175.85,1138.08,4.3,1063.53,11.6,1313.65,766.05
KPIT Techno,INE04I401011,1139.8,31009.51,-331,-1.1,387503,-32.4,1154.6,1131.2,1193.22,-4.5,1255.09,-9.2,1483.8,1020.6
Active Cloth,INE380Z01015,104.4,161.95,-2,-1.1,21387,-50.9,107.9,102.5,110.53,-5.5,122.34,-14.7,161.2,82.55
Avadh Sugar,INE349W01017,367.75,736.18,-9,-1.1,33107,115.5,378,364.55,391.83,-6.1,448.68,-18,586.35,343.35
Radhika Jewel,INE583V01021,73.7,869.66,-9,-1.1,185062,26.1,74.99,72,80.72,-8.7,89.73,-17.9,119.1,70.01
SP Apparels,INE212I01016,690.5,1732.67,-19,-1.1,20291,-39.5,703.2,690.5,729.72,-5.4,771.52,-10.5,990,610.05
RSD Finance,INE616F01022,83,107.46,-1,-1.1,351,-75.3,87.9,82.06,98.33,-15.6,115.45,-28.1,195.65,80
Bella Casa,INE344T01014,373,499.35,-5,-1.1,3432,-49.9,382.65,370.7,411.57,-9.4,433.97,-14,604.5,350
Gujarat Gas,INE844O01030,436.25,30031.45,-341,-1.1,420364,-24.6,444.2,431.85,406.46,7.3,434.33,.4,515.95,360.6
Sportking ,INE885H01029,86.48,1112.82,-12,-1.1,38932,-38.8,88.47,86.09,94.44,-8.4,100.55,-14,139.5,69.97
Talbros Engg,INE717E01013,626,317.79,-4,-1.1,587,-77,634,622,622.55,.6,588.21,6.4,687.45,485.25
Captain Pipes,INE513R01026,11.37,174.69,-2,-1.1,49357,-17.7,11.59,11.11,12.29,-7.5,14.67,-22.5,20.5,10.62
JK Agri ,INE690O01011,371.2,172.13,-2,-1.1,571,-25.7,375.5,366,416.5,-10.9,408.79,-9.2,577,312
BF Invest,INE878K01010,414,1559.46,-17,-1.1,15199,18.9,417.75,412.2,445.04,-7,480.66,-13.9,681.95,394.95
Sundaram Multi ,INE108E01023,1.8,85.3,-1,-1.1,278877,43.6,1.86,1.76,1.83,-1.6,2.03,-11.3,2.74,1.61
Raj Oil,INE294G01026,50.02,74.97,-1,-1.1,4456,45.4,51.95,50.01,51.12,-2.2,49.94,.2,73.89,36.36
Biocon,INE376G01013,386.9,51728.53,-575,-1.1,1827897,15.5,394.3,383.1,385.97,.2,360.78,7.2,424.95,290.8
Oracle Fin,INE881D01027,7591.4,66045.18,-714,-1.1,162236,52,7699,7575,8202.95,-7.5,8559.24,-11.3,12555.6,7057.7
Narendra Proper,INE603F01012,34.68,24.85,0,-1.1,1147,-75,35.98,34.15,38.32,-9.5,38.83,-10.7,48.85,28.57
Dhruva Capital,INE972E01014,145,58.89,-1,-1.1,2,-80,145,140.6,143.65,.9,198.82,-27.1,354.85,111
Alicon Castallo,INE062D01024,828.15,1352.93,-14,-1.1,6567,.3,836.05,820.8,871.15,-4.9,842.73,-1.7,1074.9,541
Ceenik Exports,INE418D01010,328.9,132.22,-1,-1.1,196,-65.9,329.5,319.3,375.82,-12.5,441.37,-25.5,1280,182.4
Choksi Asia,INE865B01016,108.75,42.41,0,-1.1,699,-36.1,113.45,105,110.34,-1.4,94.01,15.7,140,64.03
Nila Infra,INE937C01029,9.35,368.29,-4,-1.1,236499,-6.5,9.6,9.33,9.82,-4.8,10.65,-12.2,14.4,8.21
Anupam Finserv,INE069B01023,2.71,51.43,-1,-1.1,194960,-54.8,2.77,2.61,2.36,14.8,2.14,26.6,3.4,1.25
Midwest Gold,INE519N01014,4599,5080.93,-56,-1.1,2696,10.6,4660,4357.5,3300.84,39.3,1500.2,206.6,5050,129.05
Alpine Hsg Dev,INE840D01015,106.45,184.39,-2,-1.1,1933,213.8,107.7,104,126.06,-15.6,124.69,-14.6,181,97
Bhudevi Infra,INE432N01010,272,137.01,-2,-1.1,2,0,276.35,272,260.76,4.3,246.28,10.4,336.15,123.35
Poddar Pigmen,INE371C01013,258,273.74,-3,-1.1,4823,245.7,260.5,258,266.61,-3.2,294.9,-12.5,392,249.95
Kabra Extrn,INE900B01029,220,769.4,-9,-1.1,18208,-43.1,222,220,232.34,-5.3,290.5,-24.3,577.4,215.3
Mini Diamonds,INE281E01028,26.25,309.34,-4,-1.1,177601,-43.9,27.25,25.15,27.8,-5.6,31.6,-16.9,43.6,19.5
Machino Plast,INE082B01018,302.35,185.55,-2,-1.1,939,-66.6,310,286.95,341.34,-11.4,280,8,444,207.05
Aban Offshore,INE421A01028,18.84,109.96,-1,-1.1,287122,-34.9,19.34,18.31,33.09,-43.1,42.09,-55.2,63.99,18.24
Lake Shore Real,INE734D01010,87,30.46,0,-1.1,1182,-42.1,88,87,92.05,-5.5,74.94,16.1,121.33,35
Centum Elect,INE320B01020,2194.9,3228.04,-37,-1.1,29306,-5.9,2239,2177.65,2400.82,-8.6,2155.8,1.8,3045.95,1140.15
SBEC Systems,INE689V01018,19.48,19.48,0,-1.1,241,-49.9,19.6,19,21.97,-11.3,23.53,-17.2,45.69,15.78
Motherson Int,INE775A01035,120.35,127022.2,-1478,-1.1,19750472,9.8,122.9,119.95,112.62,6.9,99.51,20.9,124.8,71.53
Saint-Gobain ,INE068B01017,105.6,962.08,-11,-1.1,15855,-24.7,107.35,105,110,-4,111.2,-5,133,95.45
Pitti Engg,INE450D01021,820.15,3088.85,-34,-1.1,36012,92.7,833.85,801.1,872.67,-6,964.25,-14.9,1348.95,758.3
MMTC,INE123F01029,66.79,10018.5,-116,-1.1,2875415,-32.5,67.93,66.05,63.23,5.6,63.34,5.4,88.2,42.55
Svaraj Trading,INE406N01014,7.47,11.02,0,-1.1,21307,-60.6,7.6,7.38,8.32,-10.2,8.73,-14.4,10.77,6.36
ASI Ind,INE443A01030,28.2,254.01,-3,-1.1,15866,10.8,29.07,28,29.91,-5.7,33.75,-16.4,54.9,26.02
CEAT,INE482A01020,3762,15217.29,-174,-1.1,118156,76.6,3809.8,3725.65,3891,-3.3,3405.94,10.5,4431.6,2322.05
Tamilnadu Petro,INE148A01019,103.75,933.44,-11,-1.1,133984,-47.2,107.85,103.75,108.67,-4.5,93.14,11.4,129.35,63.65
ACC,INE012A01025,1752,32935.85,-357,-1.1,170795,-29.5,1776,1745.7,1820.12,-3.7,1881.73,-6.9,2123.3,1715.85
Banco Products,INE213C01025,697.6,9979.17,-121,-1.2,145144,-32.6,706.05,693.95,727.9,-4.2,569.89,22.4,879.6,292.95
Borosil Renew,INE666D01022,533.55,7067.78,-87,-1.2,294446,53.3,538.9,529.15,600.48,-11.1,559.1,-4.6,720.85,441.7
Empower India,INE507F01023,1.65,192.03,-2,-1.2,658437,-9.6,1.65,1.64,1.81,-8.8,1.69,-2.4,2.74,1.06
Network 18,INE870H01013,43.45,6699.99,-82,-1.2,1544653,-39.3,43.86,43.14,45.82,-5.2,50.02,-13.1,72.99,39.55
Shivam Auto,INE637H01024,23.95,314.93,-4,-1.2,64324,17.6,24.42,23.51,27.59,-13.2,30.58,-21.7,47.1,21.36
GMR Airports,INE776C01039,104.45,110288.76,-1320,-1.2,5872631,-49.1,105.7,103.35,99.21,5.3,87.28,19.7,110.3,67.75
Uno Minda,INE405E01023,1319,76066.73,-923,-1.2,403647,-57.4,1344,1309,1263.81,4.4,1099.73,19.9,1381.95,768.1
Compuage Info,INE070C01037,1.67,14.32,0,-1.2,56327,39.5,1.7,1.61,1.86,-10.2,2.04,-18.1,2.97,1.28
Ramco Ind,INE614A01028,320.1,2778.47,-34,-1.2,70023,-65.2,325.55,315.9,325.07,-1.5,285.32,12.2,398.05,216.7
Compucom Soft,INE453B01029,16.03,126.84,-2,-1.2,29116,72.9,16.31,16.03,17.47,-8.2,19.97,-19.7,28.58,15.11
Archies,INE731A01020,18.29,61.79,-1,-1.2,11230,-70.8,18.52,18.29,19.31,-5.3,19.81,-7.7,25.43,14.72
Trescon,INE088D01011,8.1,57.33,-1,-1.2,14729,-86,8.61,8.1,9.64,-16,11.25,-28,16.39,6.26
Atul Auto,INE951D01028,452.25,1255.45,-15,-1.2,79447,-17.8,460.15,448.9,461.51,-2,472.04,-4.2,581.05,407.05
Capri Global ,INE180C01042,187.85,18064.41,-212,-1.2,812226,-48.4,191.7,186.85,190.49,-1.4,178.1,5.5,231.7,150.6
Kretto Syscon,INE128R01023,.82,55.54,-1,-1.2,1485284,-18.8,.84,.81,1.07,-23.4,1.55,-47.1,2.52,.71
Hemang Res,INE930A01010,16.65,21.98,0,-1.2,856,103.3,16.85,15.5,19.93,-16.5,23.4,-28.8,31.4,15
Medicamen Bio,INE646B01010,363.5,462.18,-6,-1.2,7597,-63.2,367.6,361.25,377.57,-3.7,409.62,-11.3,560,292.5
Contil India,INE080G01029,25.49,39.44,0,-1.2,892,-73.7,25.5,24.51,27.68,-7.9,30.07,-15.2,46.5,21.61
BCL Ind,INE412G01024,31.6,932.72,-12,-1.2,401746,-9.3,32.99,31.37,35.52,-11,39.93,-20.9,52.06,30.42
Maha Rashtra ,INE843B01013,100.7,141.91,-2,-1.2,9311,-8.7,103.8,99.5,95.8,5.1,110.93,-9.2,157.95,70
Super Spg,INE662A01027,7.95,43.73,-1,-1.2,31473,61.5,9.2,7.95,8.86,-10.3,10.28,-22.7,16.5,7.4
Trident,INE064C01022,26.62,13565.55,-168,-1.2,3163202,-7.3,26.94,26.55,27.87,-4.5,28.73,-7.3,34.6,23.2
Indo Count Ind,INE483B01026,274.6,5438.56,-65,-1.2,86554,-20.9,278.1,273.05,288.14,-4.7,285.95,-4,355,210.7
Kohinoor Food,INE080B01012,26.52,98.31,-1,-1.2,51672,-7.3,26.85,26.3,29.44,-9.9,34.03,-22.1,46,24.41
Garware Marine,INE925D01014,27.05,15.6,0,-1.2,6218,-67.8,28,26.51,28.3,-4.4,27.68,-2.3,36.29,20.33
Kanoria Chem,INE138C01024,77,336.49,-4,-1.2,11872,92.4,77.09,76.01,77.05,-.1,87.09,-11.6,119.5,69.25
Rane Holdi,INE384A01010,1416.8,2023.19,-25,-1.2,4086,-64.5,1426.9,1397.35,1437.23,-1.4,1451.39,-2.4,1835,1130.05
Automobile Corp,INE451C01013,1820,1108.13,-14,-1.2,413,-35.7,1850.1,1810,1845.38,-1.4,1757.7,3.5,2349,936
Magellanic,INE613C01026,25.36,1482.03,-19,-1.2,1580389,3.8,25.66,25.2,44.66,-43.2,66.32,-61.8,105.26,23.15
Vasundhara Ras,INE406F01010,168.9,53.68,-1,-1.2,430,42.4,168.9,161,181.81,-7.1,214.25,-21.2,330,146.3
Shre Hanuman Su,INE101H01013,4.86,8.99,0,-1.2,11184,1.7,5.06,4.65,5.27,-7.8,5.53,-12.1,7.08,4.54
Fineotex ,INE045J01034,24.1,276.13,-3,-1.2,1242833,-26.2,24.39,24.03,24.98,-3.5,25.56,-5.7,35.76,19.21
Ashoka Buildcon,INE442H01029,166.1,4662.81,-55,-1.2,440854,-17.8,168.4,165.4,181.84,-8.7,198.29,-16.2,306.35,158.05
Man Infra,INE949H01023,126.85,4881.42,-62,-1.2,196851,-33.8,129.45,126.25,134.61,-5.8,159.67,-20.6,253.95,117
Rattanind  Pow,INE399K01017,9.5,5101.6,-64,-1.2,13994739,5.4,9.62,9.35,10.2,-6.9,11.36,-16.4,16.94,8.44
Aries Agro,INE298I01015,336.4,437.46,-5,-1.2,45467,30.7,348.5,334.2,352.12,-4.5,328,2.6,459,215.6
Power Grid,INE752E01010,268.5,249721.11,-2930,-1.2,11954360,1.5,273.25,266.35,274.16,-2.1,285.09,-5.8,321.75,247.5
Zodiac Energy,INE761Y01019,297.3,435.05,-5,-1.2,11469,-5.5,308.95,295,342.69,-13.2,407.29,-27,560,287.1
Jay Jalaram Tec,INE0J6801010,163,193.56,-2,-1.2,7500,-11.8,164.35,157.1,163.54,-.3,183.2,-11,359.8,110.2
GVP Infotech,INE382T01030,8.72,160.48,-2,-1.2,28081,14.1,8.86,8.65,9.24,-5.6,9.85,-11.5,12.02,7.61
Khaitan ,INE731C01018,102,48.45,-1,-1.2,2184,10.1,102,100.3,113.5,-10.1,106.46,-4.2,166.98,71
Salona Cots,INE498E01010,255,134.19,-2,-1.2,3731,476.7,255,255,263.78,-3.3,260.84,-2.2,335,212.95
Veedol Corporat,INE484C01030,1612.8,2741.76,-35,-1.2,10855,23.8,1633.1,1610,1698.31,-5,1631.24,-1.1,2026.05,1275
Abril Papers,INE15MX01014,40.5,32.33,0,-1.2,16000,-71.4,45,37.75,42.69,-5.1,43.82,-7.6,56.9,37
Vikram Solar,INE078V01014,236.4,8550.99,-105,-1.2,567184,-24.6,242.9,234.15,283.56,-16.6,302.12,-21.8,407.85,228.5
Crizac,INE0S4R01014,275.65,4823.39,-59,-1.2,69973,-20.4,282.35,275.5,289.35,-4.7,310.14,-11.1,387.5,256.5
Prostarm Info,INE0BX301013,179.3,1055.62,-13,-1.2,236726,-72,181.5,177.5,173.98,3.1,180.93,-.9,253,107.1
Srigee DLM,INE0RJ901010,83.01,49.59,-1,-1.2,8400,-79.4,86,82.55,109.93,-24.5,180.44,-54,323.3,71.75
Landmark Global,INE12QA01010,51.58,106.31,-1,-1.2,14400,-35.7,51.71,50.5,51.64,-.1,57.61,-10.5,78.75,39
Unimech Aerospa,INE0U3I01011,897.8,4565.92,-56,-1.2,31694,-6.7,910,897.8,965,-7,1071.65,-16.2,1449.95,851.2
Mach Conference,INE0UYT01018,122.5,257.7,-3,-1.2,33000,-46.1,125,116,106.38,15.2,153.71,-20.3,281.9,90
R K Swamy,INE0NQ801033,109.2,551.21,-7,-1.2,37672,4.8,110.55,108,122.98,-11.2,176.42,-38.1,270.2,104.45
CFF Fluid Cont,INE0NJ001013,593,1243.76,-15,-1.2,11400,-62.7,596.95,581.05,613.18,-3.3,583.01,1.7,740,392
Pavna Ind,INE07S101038,22.43,312.97,-4,-1.2,289648,427.3,23.8,22.43,31.1,-27.9,37.8,-40.7,58.44,20.65
Sula Vineyards,INE142Q01026,211.5,1786.12,-21,-1.2,312777,-2,214.95,210.6,235.25,-10.1,278.31,-24,428,207.3
Prevest Denpro,INE0GAO01018,490,588.15,-7,-1.2,1400,-94.4,494.95,485,487.46,.5,509.26,-3.8,686,393.6
SMC Global Sec,INE103C01036,89,1863.66,-23,-1.2,869723,-49.2,91.23,88.47,72.48,22.8,65.99,34.9,94.79,49.5
Advait Energy,INE0ALI01010,1460,1596.57,-20,-1.2,8403,-53.3,1497.8,1450,1644.04,-11.2,1608.22,-9.2,2419,1020
Artemis Medi,INE025R01021,270.1,3752.55,-44,-1.2,100279,13.9,274.55,269.3,264.97,1.9,259.28,4.2,347.55,208.75
Adani Total Gas,INE399L01023,569.95,62683.1,-792,-1.2,529247,-24.8,581.7,568.65,602.73,-5.4,622.37,-8.4,797.4,533
Adani Green,INE364U01010,1018.65,167771.66,-1960,-1.2,1014662,-12.5,1034.25,1012.9,1040.08,-2.1,983.97,3.5,1179.2,758
Mishra Dhatu,INE099Z01011,346.5,6491.33,-78,-1.2,520222,-60,351.95,344.9,346.77,-.1,353.79,-2.1,468.4,217.05
LTIMindtree,INE214T01019,5978,176948.8,-2224,-1.2,364268,8.3,6068.15,5969.75,5916.44,1,5317.54,12.4,6378,3841.05
