473,,473,Sandur Mang,12542,-72.91,-0.6,3233,620,826.41,7.1,2717,27.7,2606,26.2,4537,56.7,5979,91.1,258,259.5,-1.5,-0.6,260.4,264.65,257.2,258,3075,800,28908,INE149K01016,I31000T31190,31100,Metal-Ferrous-Gen,1,339,SANDUR,1,SANDUR MANGANESE & IRON ORES LTD,504918,SANDUMA,0,18.9,17.9,10.14,13.4,25.4,19.3,12.5,0.5,0.72
474,,474,Indegene,12495,15.57,0.1,12495,271,58.68,0.5,-304.16,-2.4,-1187,-8.7,-1114,-8.2,-1649,-11.7,521.7,521.05,0.65,0.1,520,524.25,519.8,522.05,202,105,9943,INE065X01017,I53000T53390,53250,Soft-Healthcare,3,,,107,INDEGENE LTD,544172,INDGN,0,16.6,22.4,18.18,21.34,28.7,24.5,0,0,0
475,,475,Welspun Living,12420,-220.59,-1.7,4192,544,-335.68,-2.6,-513.11,-4,1448,13.2,-1376,-10,-2759,-18.2,129.5,131.8,-2.3,-1.7,131.8,132.4,128.8,129.45,1103,143,14563,INE192B01031,I26100T26790,26720,Home Textiles,1,441,WELSPUN - GOENKA,1,WELSPUN LIVING LTD,514162,WELSPUNLIV,0,7.3,9.3,3.68,7.76,35.2,16.7,170,1.3,0.51
476,,476,Sammaan Capital,12366,-207.35,-1.6,12366,273,655.22,5.6,78.79,0.6,-904.05,-6.8,2156,21.1,780.42,6.7,149.1,151.6,-2.5,-1.6,151,151.5,148.05,149.1,7203,1079,30401,INE148I01020,I72000T72190,72120,NBFC-Housing,7,1422,INDIABULLS,1,SAMMAAN CAPITAL LTD,535789,SAMMAANCAP,0,0,2.2,-38.2,-43.73,-3.9,-3.4,0,0,1.01
477,,477,CCL Prod,12313,-94.81,-0.8,6636,412,-354.52,-2.8,-267.06,-2.1,1004,8.9,511.41,4.3,3015,32.4,922.15,929.25,-7.1,-0.8,935.6,942.55,915.45,923.9,166,154,17382,INE421D01022,I22100T22190,22160,Consumer Branded ,5,,,108,CCL PRODUCTS (INDIA) LTD,519600,CCL,0,17.2,14,25.33,35.96,36.4,25.6,250,0.5,0.87
478,,478,Blackbuck,12310,-310.84,-2.5,8963,352,130.12,1.1,1128,10.1,1670,15.7,4634,60.4,4675,61.2,681.15,698.35,-17.2,-2.5,695.05,702.45,663.65,683.25,798,541,31617,INE0UIZ01018,I53000T53390,53380,Soft-Data Analytic,1,,,109,BLACKBUCK LTD,544288,BLACKBUCK,0,30.6,12.7,20.98,10.36,32.5,65.8,0,0,0.02
479,,479,HEG,12305,333.89,2.8,5441,463,709.28,6.1,2247,22.3,2278,22.7,2553,26.2,2881,30.6,637.55,620.25,17.3,2.8,625.05,644.9,617.8,637.55,5210,3317,193188,INE545A01024,I21100T21490,21320,Graphite/Electrodes,2,61,LNJ BHILWARA,1,HEG LTD,509631,HEG,0,4.1,5.8,9.51,20.68,67,30.8,90,0.3,0.13
480,,480,Vardhman Tex,12257,-257.43,-2.1,4387,529,-500.4,-3.9,-270.45,-2.2,575.31,4.9,-2221,-15.3,-1825,-13,423.75,432.65,-8.9,-2.1,434.85,435.3,423.35,426.25,66.175,28.347,3687,INE825A01020,I26100T26790,26420,Cotton Spg,1,274.32,VARDHMAN ( SP OSWAL),1,VARDHMAN TEXTILES LTD,502986,VTL,0,8,10.1,27.45,43.14,15.4,9.8,250,1.2,0.12
481,,481,Zen Tech,12198,-171.55,-1.4,6281,430,-19.41,-0.2,-340.39,-2.7,-941.72,-7.2,-5262,-30.1,-9968,-45,1351,1370,-19,-1.4,1379.7,1379.7,1344.9,1349.95,195,264,13115,INE251B01027,I53000T53390,53220,Software-Products,2,,,110,ZEN TECHNOLOGIES LTD,533339,ZENTEC,0,15.3,21.9,28.84,31.03,46.8,43.5,200,0.2,0.03
482,,482,Bata India,12127,-186.36,-1.5,6044,438,82.26,0.7,-250.63,-2,-3618,-23,-3815,-23.9,-6196,-33.8,943.5,958,-14.5,-1.5,957.55,958.6,943,945.25,53.166,50.464,4870,INE176A01028,I22200T22290,22240,Footwear,2,4125.001,BATA-HOLLAND,1,BATA INDIA LTD,500043,BATAINDIA,0,12.3,24.6,15.12,45.23,62.4,20.9,380,2,0
483,,483,Eureka Forbes,12091,-272.83,-2.2,4527,513,249.6,2.1,-245.74,-2,1189,10.9,695.38,6.1,717.63,6.3,624.9,639,-14.1,-2.2,645,645,621.3,624.7,8.265,5.187,685,INE0KCE01017,I24400T24490,24410,Domestic Appliance,1,4045.001,ADVENT INTERNATIONAL-CYPRUS,2,EUREKA FORBES LTD,543482,,0,3.8,5.2,8.62,11.64,72.5,53.7,0,0,0
484,,484,IIFL Capital,12085,-65.1,-0.5,8336,368,1263,11.7,2182,22,2812,30.3,1320,12.3,2340,24,389.85,391.95,-2.1,-0.5,380.25,403.7,380.25,392.15,1704,673,41392,INE489L01022,I62100T62190,62120,Brokerage/Commission,3,1463,IIFL-JAIN,3,IIFL CAPITAL SERVICES LTD,542773,IIFLCAPS,0,28.1,31.4,22.76,25.23,17.1,15.5,0,0,0.37
485,,485,Chennai Petro,12010,-107.21,-0.9,3929,564,133.28,1.1,-1809,-13.1,-17.12,-0.1,528.63,4.6,3107,34.9,806.55,813.75,-7.2,-0.9,813.8,827,801.9,806.55,720,584,23843,INE178A01016,I32200T32290,32210,Refineries,6,1.19,PETROLEUM & NATURAL GAS MINISTRY,10,CHENNAI PETROLEUM CORPORATION LTD,500110,CHENNPETRO,0,13.5,15,74.28,129.8,10.9,6.2,50,0.6,0.35
486,,486,Jaiprakash Pow,11973,-239.88,-2,9099,348,335.81,2.9,-1001,-7.7,-404.36,-3.3,-1014,-7.8,466.03,4,17.47,17.82,-0.35,-2,17.81,17.85,17.4,17.47,23420,411,31352,INE351F01018,I52100T52390,52110,Power-Hydro,3,577,JAYPEE-GAUR,1,JAIPRAKASH POWER VENTURES LTD,532627,JPPOWER,0,6,9.4,1.07,2.32,16.3,7.5,0,0,-0.03
487,,487,Sansera Engg,11970,-20.49,-0.2,8350,367,1616,15.6,1688,16.4,3058,34.3,3419,40,4295,56,1927.7,1931,-3.3,-0.2,1932.35,1947.35,1895.5,1925.55,143,275,21174,INE953O01021,I24200T24290,24250,Auto Casting/Forging,4,,,111,SANSERA ENGINEERING LTD,543358,SANSERA,0,9.1,12.4,40.15,72.14,48,26.7,162.5,0.2,0.1
488,,488,Finolex Cables,11961,0,0,7672,384,763.99,6.8,690.57,6.1,-726.51,-5.7,-2999,-20,-4950,-29.3,782,782,0,0,775.55,785.4,775.55,781.9,102,79.832,10300,INE235A01022,I52100T52390,52310,Power Cables/Conduct,4,124,FINOLEX - CHHABRIA,1,FINOLEX CABLES LTD,500144,FINCABLES,0,9.6,13.3,34.58,41.03,22.6,19.1,400,1,0
489,,489,Avanti Feeds,11901,218,1.9,6756,409,572.92,5.1,784.1,7.1,2935,32.7,1943,19.5,3187,36.6,873.5,857.5,16,1.9,864.95,889.8,856.7,872.75,862,755,34747,INE871C01038,I11200T12390,11383,Shrimp Feed,1,,,112,AVANTI FEEDS LTD,512573,AVANTIFEED,0,20.6,28.7,42.43,47.43,20.6,18.4,900,1,0
490,,490,Railtel Corp,11886,3.21,0,3228,622,101.09,0.9,1160,10.8,-428.46,-3.5,-1550,-11.5,-815.19,-6.4,370.35,370.25,0.1,0,370.85,376,366.45,370.35,1239,459,25289,INE0DD10101,I53600T53890,53750,Tele Infra Service,1,1.3,RAILWAY MINISTRY,6,RAILTEL CORPORATION OF INDIA LTD,543265,RAILTEL,0,16.3,22.1,10.13,15.61,36.6,23.7,28.5,0.8,0
491,,491,Cello World,11852,-186.65,-1.6,2963,646,-66.27,-0.6,-540.07,-4.4,-968.59,-7.6,-2292,-16.2,-4529,-27.6,536.55,545,-8.45,-1.6,542,544.7,535.1,536.55,68.975,37.135,5949,INE0LMW01024,I23300T23390,23390,Multi-Plastic Prod,2,1848,CELLO-RATHOD,1,CELLO WORLD LTD,544012,CELLO,0,15.2,22.1,14.92,18.07,36,29.7,30,0.3,0
492,,492,Jubilant Ingrev,11787,-69.52,-0.6,6457,421,846.88,7.7,930.62,8.6,1442,13.9,-728.6,-5.8,-1466,-11.1,746,750.4,-4.4,-0.6,749.8,755.25,739.35,744.65,347,259,23194,INE0BY001018,I21100T21490,21410,Speciality Chem,7,715.1,JUBILANT,3,JUBILANT INGREVIA LTD,543271,JUBLINGREA,0,9.8,12,18.23,28.95,40.9,25.8,500,0.7,0.25
493,,493,Lemon Tree,11767,-150.45,-1.3,9145,345,-1029,-8,-1251,-9.6,-1754,-13,803.72,7.3,-106.87,-0.9,148.6,150.5,-1.9,-1.3,150.65,151.15,148.05,148.45,2035,304,24363,INE970X01018,I61100T61490,61310,Hotels,5,,,113,LEMON TREE HOTELS LTD,541233,LEMONTREE,0,19,18.4,2.79,4.85,53.3,30.6,0,0,1.37
494,,494,Birlasoft,11701,-152.84,-1.3,6947,401,-95.87,-0.8,-329.3,-2.7,1765,17.8,-393.95,-3.3,-3370,-22.4,421.05,426.55,-5.5,-1.3,427.5,429.2,420.2,421.05,477,202,13986,INE836A01035,I53000T53390,53210,Software-Integrated,10,64.311,BIRLA-CHANDRA KANT,1,BIRLASOFT LTD,532400,BSOFT,0,13.6,19.5,16.98,20.44,24.8,20.6,325,1.5,0
495,,495,Rites,11631,-108.14,-0.9,3233,621,221.08,1.9,615.17,5.6,-475.79,-3.9,-2064,-15.1,-2026,-14.8,242,244.25,-2.25,-0.9,244.05,246.7,241.05,243,772,188,14375,INE320J01015,I62100T62190,62140,Project Consultancy,1,1.3,RAILWAY MINISTRY,7,RITES LTD,541556,RITES,0,16.1,22.6,8.86,10.32,27.3,23.5,76,3.1,0
496,,496,Aavas Fin,11568,145.25,1.3,5904,443,-83.5,-0.7,-202.24,-1.7,-1621,-12.3,-3582,-23.6,-1801,-13.5,1461.45,1443.1,18.35,1.3,1435.35,1467.1,1430,1462.45,188,272,19702,INE216P01012,I72000T72190,72121,NBFC-Budget Hsg,2,4112.02,KEDAARA-MAURITIUS,1,AAVAS FINANCIERS LTD,541988,AAVAS,0,10.3,10.1,56.96,64.02,25.7,22.8,0,0,2.78
497,,497,Newgen Soft Tec,11565,-176.56,-1.5,5348,472,-105.51,-0.9,-795.59,-6.4,-820.3,-6.6,-4317,-27.2,-11445,-49.7,822.05,834.6,-12.55,-1.5,833.2,835.55,820.8,822.95,169,139,12187,INE619B01017,I53000T53390,53240,Soft-Financial,2,,,114,NEWGEN SOFTWARE TECHNOLOGIES LTD,540900,NEWGEN,0,21.7,27.9,23.37,24.94,35.2,33,50,0.6,0
498,,498,Titagarh Rail,11564,-321.14,-2.7,6885,405,-330.57,-2.8,940.53,8.9,-552.74,-4.6,-1133,-8.9,-3073,-21,858.8,882.65,-23.85,-2.7,883,884.75,855.15,858.8,977,849,38138,INE615H01020,I24900T25090,24940,Railway Ancillaries,1,1442,TITAGARH-CHOWDHARY,1,TITAGARH RAIL SYSTEMS LTD,532966,TITAGARH,0,10.9,14.8,20.17,23.35,42.6,36.8,50,0.1,0.21
499,,499,Engineers India,11556,5.62,0,5625,455,314.75,2.8,168.62,1.5,390.62,3.5,-2096,-15.4,1374,13.5,205.6,205.5,0.1,0,208.65,208.65,203.85,205.6,2165,444,33572,INE510A01028,I51000T51910,51240,EPC/Turnkey Contract,1,1.19,PETROLEUM & NATURAL GAS MINISTRY,11,ENGINEERS INDIA LTD,532178,ENGINERSIN,0,18.3,24.4,8.71,9.81,23.6,21,80,2,0
500,,500,J&K Bank,11509,115.64,1,529.39,1291,572.68,5.2,137.67,1.2,38.55,0.3,-1074,-8.5,699.33,6.5,104.5,103.45,1.05,1,103.6,106.15,103.5,104.45,4266,448,33026,INE168A01041,I71000T71310,71110,Bank-Private-Listed,12,,,115,JAMMU & KASHMIR BANK LTD,532209,J&KBANK,0,14.8,20.1,19.05,20.25,5.5,5.2,215,2.1,10.11
501,,501,Cupid,11473,1000,9.5,6595,416,-2196,-16.1,1685,17.2,5623,96.1,8556,293.3,9330,435.3,427.35,390.1,37.25,9.5,395.1,444.05,394,427.35,59612,25481,566826,INE509F01029,I25200T25290,25230,Medical Gloves,1,,,116,CUPID LTD,530843,CUPID,0,14.1,18.7,1.8,1.98,237.4,215.8,0,0,0.04
502,,502,Supreme Petro,11471,-678.83,-5.6,4102,553,-629.94,-5.2,-282.06,-2.4,-4114,-26.4,-3876,-25.3,-751.23,-6.1,610,646.1,-36.1,-5.6,643.05,643.05,592.6,602.05,562,341,11500,INE663A01025,I21100T21490,21250,Petrochemicals,1,385,SUPREME - TAPURIAH,2,SUPREME PETROCHEM LTD,500405,SPLPETRO,0,13.8,19,16.35,20.71,37.3,29.5,500,1.6,0
503,,503,Lumax Auto ,11328,-80.42,-0.7,4986,489,1063,10.4,893.55,8.6,2597,29.7,3466,44.1,6939,158.1,1662,1673.8,-11.8,-0.7,1679.85,1698.4,1662,1671.2,120,202,12508,INE872H01027,I24200T24290,24210,Auto Electrical,7,1402.1,LUMAX - DK JAIN,1,LUMAX AUTO TECHNOLOGIES LTD,532796,LUMAXTECH,0,22.6,28.2,31.01,71.47,53.6,23.3,0,0,0.73
504,,504,Inox Wind,11296,-257.04,-2.2,6306,428,114.75,1,-628.84,-5.3,-1501,-11.7,-4241,-27.3,-11214,-49.8,123.05,125.85,-2.8,-2.2,125.5,126.1,121.25,122.6,10400,1277,41966,INE066P01011,I52100T52390,52320,Power Equipment,2,605.2,INOX-GFL,2,INOX WIND LTD,539083,INOXWIND,0,10.2,12.2,5.62,9.19,21.9,13.4,0,0,0.3
505,,505,Ujjivan Small,11284,-34.87,-0.3,11284,295,1220,12.1,943.39,9.1,1824,19.3,1880,20,4696,71.3,58.25,58.43,-0.18,-0.3,58.44,59.2,57.93,58.22,24136,1413,68502,INE551W01018,I71000T71310,71111,Bank-Microfin,3,7.0008,UJJIVAN,1,UJJIVAN SMALL FINANCE BANK LTD,542904,UJJIVANSFB,0,6.9,8.7,2.15,2.15,27.1,27.1,0,0,6.5
506,,506,Action Const,11195,-190.56,-1.7,3871,566,164.95,1.5,-281.67,-2.5,-1817,-14,-2989,-21.1,-6028,-35,940,956,-16,-1.7,956,962,934.25,937.15,172,161,16772,INE731H01025,I24300T24390,24340,Infra Machinery,1,,,117,ACTION CONSTRUCTION EQUIPMENT LTD,532762,ACE,0,25.9,36.1,35.1,38.15,26.8,24.6,100,0.2,0.01
507,,507,Finolex Ind,11161,-194.78,-1.7,5305,475,612.17,5.8,667.82,6.4,-1197,-9.7,-1901,-14.6,-4115,-26.9,180.5,183.65,-3.15,-1.7,183,183,179.25,180.5,434,78.384,14267,INE183A01024,I23300T23390,23330,Plastic Pipe/Fitting,2,124,FINOLEX - CHHABRIA,2,FINOLEX INDUSTRIES LTD,500940,FINPIPE,0,7,9.6,6.88,8.75,26.2,20.6,100,1.1,0.04
508,,508,Alivus Life Sci,11159,71.15,0.6,2800,662,120.84,1.1,360.79,3.3,-306.94,-2.7,-1536,-12.1,-1138,-9.3,909.6,903.8,5.8,0.6,899,910.15,893.8,907.35,42.893,38.736,5570,INE03Q201024,I21500T21592,21511,Pharma-API,2,265,NIRMA - KARSANBHAI,2,ALIVUS LIFE SCIENCES LTD,543322,ALIVUS,0,18.8,25.5,43.23,49.45,21,18.4,250,0.6,0
509,,509,SBFC Finance,11149,5.46,0,5242,480,-240.35,-2.1,-475.23,-4.1,-793.19,-6.6,-885.86,-7.4,1875,20.2,102.05,102,0.05,0,101.9,103,101.85,102.3,1293,133,25711,INE423Y01016,I72000T72190,72180,NBFC-Asst Fin-NDT ,4,,,118,SBFC FINANCE LTD,543959,SBFC,0,11.6,13.4,3.4,3.51,30,29.1,0,0,1.2
510,,510,Whirlpool,11146,-454.83,-3.9,5462,462,-132.58,-1.2,-899.51,-7.5,-3926,-26,-6491,-36.8,-11701,-51.2,878.55,914.4,-35.85,-3.9,915.65,915.7,876.4,878.55,501,447,29926,INE716A01013,I24400T24490,24420,White Goods,1,4185.011,WHIRLPOOL-USA,1,WHIRLPOOL OF INDIA LTD,500238,WHIRLPOOL,0,8.4,12.8,26.08,42.21,33.7,20.8,50,0.6,0
511,,511,Home First Fin,11096,-228.35,-2,9722,333,-456.7,-4,-245.44,-2.2,-1638,-12.9,-1122,-9.2,1864,20.2,1071.5,1093.55,-22.05,-2,1096,1096,1065.8,1071.5,757,814,23361,INE481N01025,I72000T72190,72121,NBFC-Budget Hsg,3,,,119,HOME FIRST FINANCE COMPANY INDIA LTD,543259,HOMEFIRST,0,13,10.7,31.53,33.55,34,31.9,0,0,2.31
512,,512,Happy Forgings,11034,68.85,0.6,2370,714,472.47,4.5,1237,12.6,2105,23.6,1854,20.2,1583,16.8,1170,1162.7,7.3,0.6,1171,1187.2,1164.9,1170.3,25.798,30.25,5285,INE330T01021,I24200T24290,24250,Auto Casting/Forging,5,,,120,HAPPY FORGINGS LTD,544057,HAPPYFORGE,0,14.7,17.9,28.77,38.19,40.7,30.6,150,0.3,0.12
513,,513,PCBL Chemical,11029,-230.28,-2,5359,470,120.8,1.1,-832.39,-7,-3230,-22.7,-4404,-28.5,-5308,-32.5,292.15,298.25,-6.1,-2,296.65,297.55,291,292.15,635,186,20063,INE602A01031,I21100T21490,21400,Industrial Chem-Gen,1,132.21,RP-SANJIV GOENKA,3,PCBL CHEMICAL LTD,506590,PCBL,0,9.3,9.8,9.15,18.09,31.9,16.2,0,0,1.39
514,,514,South Ind Bank,11020,638.38,6.1,11020,301,1141,11.5,630.53,6.1,3171,40.4,2998,37.4,4275,63.4,42.12,39.68,2.44,6.1,39.94,42.5,39.36,42.12,108807,4547,142237,INE683A01023,I71000T71310,71110,Bank-Private-Listed,13,,,121,SOUTH INDIAN BANK LTD,532218,SOUTHBANK,0,13.2,17.8,5.09,5.09,8.3,8.3,40,1,10.75
515,,515,Rubicon Researc,10976,-54.37,-0.5,4392,526,53.54,0.5,481.89,4.6,,,,,,,666.25,669.55,-3.3,-0.5,669,669,639.25,663.45,274,179,14584,INE506V01022,I21500T21592,21530,Formulations,15,,,122,RUBICON RESEARCH LTD,544578,RUBICON,0,17,19.4,8.22,10.31,81.1,64.6,1.9,0,0.49
516,,516,Jindal Saw,10971,-63.95,-0.6,4032,557,418.87,4,636.3,6.2,-2117,-16.2,-3933,-26.4,-6219,-36.2,171.55,172.55,-1,-0.6,172.9,175.05,170.65,171.55,1368,236,20248,INE324A01032,I31000T31190,31140,Steel Tubes/Pipes,4,172.3,OP JINDAL,3,JINDAL SAW LTD,500378,JINDALSAW,0,11.7,14.2,20.95,34.45,8.2,5,0,0,0.38
517,,517,Ingersoll,10892,-10.73,-0.1,2723,675,310.65,2.9,-587.2,-5.1,-1926,-15,-1867,-14.6,-1817,-14.3,3450,3453.4,-3.4,-0.1,3453.4,3453.4,3401,3437.55,11.896,40.744,2552,INE177A01018,I24700T24890,24770,Engine/Pump/Compres,6,201.001,INGERSOLL RAND-BERMUDA,1,INGERSOLL-RAND (INDIA) LTD,500210,INGERRAND,0,43.1,58.8,83.1,89.44,41.5,38.6,800,2.3,0
518,,518,Godrej Agrovet,10878,-99.05,-0.9,3532,597,33.65,0.3,-296.55,-2.7,-2121,-16.3,-4138,-27.6,-3392,-23.8,565.6,570.75,-5.15,-0.9,566,571.35,564.5,566.9,69.352,39.365,6000,INE850D01014,I11200T12390,11389,Animal Feed-Divers,1,131,GODREJ,4,GODREJ AGROVET LTD,540743,GODREJAGRO,0,16.2,18.1,20.1,32.01,28.1,17.7,110,1.9,0.71
519,,519,Thangamayil ,10821,454.86,4.4,4160,548,875.68,8.8,813.52,8.1,4406,68.7,4950,84.3,5515,103.9,3481.75,3335.4,146.35,4.4,3398.3,3599,3312,3481.75,252,878,35237,INE085J01014,I31300T31390,31321,Jewellery-Retail,3,,,123,THANGAMAYIL JEWELLERY LTD,533158,THANGAMAYL,0,16.7,16.3,59.14,68.5,58.9,50.8,125,0.4,0.64
520,,520,Elecon Engg,10778,-390.46,-3.5,4390,527,212.06,2,141.37,1.3,-2739,-20.3,-3737,-25.7,-2804,-20.6,480.3,497.7,-17.4,-3.5,500.45,500.45,477,479.05,498,241,26043,INE205B01031,I24300T24390,24390,Cap Goods-Divers,6,1299,ELECON,1,ELECON ENGINEERING COMPANY LTD,505700,ELECON,0,21.6,29.4,19.28,23.02,24.9,20.9,0,0,0
521,,521,TD Power,10751,-95.28,-0.9,7861,378,-240.54,-2.2,-146.82,-1.3,778.41,7.8,3020,39.1,3965,58.4,688.3,694.4,-6.1,-0.9,694.5,703,685.65,688.3,565,391,24164,INE419M01027,I24500T24590,24590,Elect Engg-Divers,5,1477.1,CHARTERED-KHERICHA,1,TD POWER SYSTEMS LTD,533553,TDPOWERSYS,0,24.2,32.2,13.33,14.55,51.6,47.3,62.5,0.2,0.01
522,,522,Vijaya Dignost,10740,-101.7,-0.9,5091,484,-43.14,-0.4,303.04,2.9,450.56,4.4,263.74,2.5,-817.39,-7.1,1045.5,1055.4,-9.9,-0.9,1050,1053.05,1045.1,1048.6,70.784,74.312,13318,INE043W01024,I61100T61490,61231,Diagnostic Services,2,1787,MEDINOVA-REDDY,1,VIJAYA DIAGNOSTIC CENTRE LTD,543350,VIJAYA,0,19.2,29.3,14.84,23.56,70.5,44.4,200,0.2,0.01
523,,523,Prudent Corp,10696,-316.76,-2.9,4780,502,165.01,1.6,45.34,0.4,-234.98,-2.1,-288.19,-2.6,-182.19,-1.7,2583.25,2659.75,-76.5,-2.9,2688.5,2688.5,2564.6,2590.5,16.786,43.502,4266,INE00F201020,I62100T62190,62120,Brokerage/Commission,4,,,124,PRUDENT CORPORATE ADVISORY SERVICES LTD,543527,PRUDENT,0,30.4,41.3,49.01,56.69,52.7,45.6,50,0.1,0
524,,524,Azad Engg,10684,-195.03,-1.8,4763,504,231.85,2.2,183.73,1.7,-409.76,-3.7,58.45,0.6,234.95,2.2,1654.4,1684.6,-30.2,-1.8,1665.05,1686.35,1643,1651.4,98.644,164,11475,INE02IJ01035,I24600T24690,24670,Defence Electronics,3,,,125,AZAD ENGINEERING LTD,544061,AZAD,0,8.2,11.1,17.59,25.1,94.1,65.9,0,0,0.16
525,,525,Mahanagar Gas,10614,-447.47,-4,7164,396,-394.63,-3.6,-913.72,-7.9,-2109,-16.6,-4620,-30.3,-1962,-15.6,1074.5,1119.8,-45.3,-4,1121.1,1122,1070.05,1074.5,822,896,41416,INE002S01010,I32200T32290,32220,Bottl/Dist,8,1.19,PETROLEUM & NATURAL GAS MINISTRY,12,MAHANAGAR GAS LTD,539957,MGL,0,16.7,22.4,99.32,143,10.8,7.5,300,2.8,0
526,,526,Shipping Corpn,10576,-97.82,-0.9,3834,569,-60.55,-0.6,-244.54,-2.3,137.41,1.3,295.78,2.9,1083,11.4,227.05,229.15,-2.1,-0.9,229.15,229.9,225.7,227.05,1386,315,18801,INE109A01011,I54000T54500,54210,Ship-Overseas,2,1.23,SURFACE TRANSPORT MINISTRY,2,SHIPPING CORPORATION OF INDIA LTD,523598,SCI,0,8.8,9.4,15.7,37.2,14.5,6.1,65.9,2.9,0.23
527,,527,Safari Ind,10529,-103.63,-1,5801,449,-105.1,-1,-1152,-9.9,-212.98,-2,-174.35,-1.6,-2184,-17.2,2148.85,2170,-21.15,-1,2185.7,2198,2133,2150.05,15.137,32.584,3309,INE429E01023,I22200T22290,22220,Travel/Luggage,1,314,SAFARI-JATIA,1,SAFARI INDUSTRIES (INDIA) LTD,523025,SAFARI,0,17.5,23,33.98,47.24,63.2,45.5,150,0.1,0.02
528,,528,Edelweiss Fin,10486,-9.22,-0.1,6984,400,612.73,6.2,806.22,8.3,322.49,3.2,-92.14,-0.9,-383.87,-3.5,113.8,113.9,-0.1,-0.1,114,115.95,112.9,114.35,6004,686,46751,INE532F01054,I72000T72190,72190,NBFC-Diversified,5,7.0007,EDELWEISS,1,EDELWEISS FINANCIAL SERVICES LTD,532922,EDELWEISS,0,0,8.7,-23.31,-23.76,-4.9,-4.8,150,1.3,0.99
529,,529,Metropolis Heal,10466,-188.84,-1.8,5349,471,898.35,9.4,570.92,5.8,-222.78,-2.1,1308,14.3,11.7,0.1,2020.2,2056.65,-36.45,-1.8,2051,2051,2015,2024.9,52.825,108,9505,INE112L01020,I61100T61490,61231,Diagnostic Services,3,,,126,METROPOLIS HEALTHCARE LTD,542650,METROPOLIS,0,12,17.1,30.71,52.67,65.8,38.4,0,0,0.01
530,,530,Shaily Engg,10449,-177.84,-1.7,5880,446,21.37,0.2,-1036,-9,284.23,2.8,2963,39.6,3698,54.8,2273.65,2312.35,-38.7,-1.7,2332.65,2332.65,2238.6,2283.85,261,596,19891,INE151G01028,I23300T23390,23360,Plastic Moulds,1,,,127,SHAILY ENGINEERING PLASTICS LTD,501423,SHAILY,0,21.3,23,25.42,35.31,89.4,64.4,100,0.1,0.34
531,,531,Nazara Tech,10448,-222.3,-2.1,9580,336,653.93,6.7,1528,17.1,109.3,1.1,5730,121.4,7445,247.9,282,288,-6,-2.1,288.3,290,280.05,282.6,2848,810,18815,INE418L01047,I82100T82190,82160,Cyber Games,1,,,128,NAZARA TECHNOLOGIES LTD,543280,NAZARA,0,4.7,4.3,3.62,6.62,77.9,42.6,0,0,0.05
532,,532,Inox India,10334,196.05,1.9,2584,688,232.35,2.3,38.12,0.4,-601.76,-5.5,-1099,-9.6,470.61,4.8,1138.6,1117,21.6,1.9,1124.1,1141.85,1111.05,1138.65,63.835,72.085,7130,INE616N01034,I21100T21490,21150,Industrial Gas,2,,,129,INOX INDIA LTD,544046,INOXINDIA,0,26.9,35.4,25.94,29.34,43.9,38.8,100,0.2,0.03
533,,533,Privi Special,10311,-377.15,-3.5,3105,630,-2150,-17.3,-2190,-17.5,830.08,8.8,667.78,6.9,3178,44.6,2639.5,2736.05,-96.55,-3.5,2723.6,2730.85,2585.05,2639.5,547,1443,60749,INE959A01019,I21100T21490,21410,Speciality Chem,8,6.13,WATSA-FAIRFAX (NRI),1,PRIVI SPECIALITY CHEMICALS LTD,530117,PRIVISCL,0,24.2,20.1,68.44,103.77,38.6,25.4,50,0.2,0.91
534,,534,Jyothy Labs,10300,-181.76,-1.7,3822,572,106.49,1,-356.18,-3.3,-1116,-9.8,-2264,-18,-3999,-28,280.5,285.45,-4.95,-1.7,287.65,287.65,278.9,281.7,222,62.363,14123,INE668F01031,I22100T22190,22190,Multi FMCG,2,1510,JYOTHY LAB,1,JYOTHY LABS LTD,532926,JYOTHYLAB,0,17.5,23.3,9.79,12.41,28.7,22.6,350,1.3,0
535,,535,Sanofi Consumer,10134,-41.4,-0.4,2911,649,-9.32,-0.1,-633.65,-5.9,-916.78,-8.3,-2033,-16.7,9162,943.1,4406,4424,-18,-0.4,4444,4444,4385.5,4389.6,11.237,49.451,1251,INE0UOS01011,I22000T22090,22050,Consumer Healthcare,3,4061.008,SANOFI AVENTIS-FRANCE,1,SANOFI CONSUMER HEALTHCARE INDIA LTD,544250,SANOFICONR,0,72.3,99.6,85.87,89.04,51.3,49.5,550,1.3,0
536,,536,PVR Inox,10104,-84.45,-0.8,7322,393,323.08,3.3,-609.82,-5.7,-757.61,-7,539.12,5.6,-2180,-17.7,1028.9,1037.5,-8.6,-0.8,1046.55,1054.45,1025.5,1029,586,607,29575,INE191H01014,I82100T82190,82150,Multiplexes/Theatres,1,1069,BIJLI (DELHI),1,PVR INOX LTD,532689,PVRINOX,0,0,8.5,-3.76,122.87,-273.6,8.4,0,0,-0.01
